"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",324,-,-,47,-,49,-,49,-,45,-,44,-,46,-,44,-
"0","0","世帯人員",3.28,-,-,2.87,-,3.06,-,3.59,-,2.99,-,3.48,-,3.71,-,3.26,-
"0","0","有業人員",1.80,-,-,1.50,-,1.82,-,1.59,-,1.80,-,1.99,-,1.94,-,1.94,-
"0","0","世帯主平均年齢",51.0,-,-,57.9,-,53.0,-,48.7,-,48.8,-,48.6,-,49.2,-,51.2,-
"0","0","消費支出",359105,-,-4.2,235401,-,308667,-,364066,-,303272,-,357110,-,511466,-,431318,-
"0","0","公共的料金",98135,27.3,-1.8,60979,25.9,74600,24.2,60034,16.5,91094,30.0,91226,25.5,200543,39.2,107640,25.0
"1","0","公共料金等",57060,15.9,-16.0,40352,17.1,55038,17.8,51937,14.3,52424,17.3,61996,17.4,65631,12.8,71788,16.6
"1","1","米",1393,0.4,-9.8,1061,0.5,1560,0.5,1735,0.5,1317,0.4,1340,0.4,1428,0.3,1304,0.3
"1","1","食塩",17,0.0,-50.0,30,0.0,17,0.0,10,0.0,7,0.0,26,0.0,7,0.0,22,0.0
"1","1","学校給食",698,0.2,-56.2,190,0.1,380,0.1,1044,0.3,332,0.1,640,0.2,1364,0.3,923,0.2
"1","1","公営家賃",3327,0.9,-17.2,-,-,3561,1.2,-,-,3549,1.2,5353,1.5,-,-,10786,2.5
"1","1","電気代",9121,2.5,-33.0,7566,3.2,9134,3.0,8011,2.2,9316,3.1,9555,2.7,10393,2.0,9850,2.3
"1","1","都市ガス",6845,1.9,-30.8,4707,2.0,6216,2.0,6787,1.9,6135,2.0,8810,2.5,7451,1.5,7773,1.8
"1","1","上下水道料",5226,1.5,-13.4,3607,1.5,5759,1.9,5619,1.5,4142,1.4,7315,2.0,4954,1.0,5174,1.2
"1","1","医科診療代",2840,0.8,0.3,3282,1.4,3650,1.2,2334,0.6,2352,0.8,1669,0.5,3223,0.6,3387,0.8
"1","1","歯科診療代",1045,0.3,-36.0,809,0.3,631,0.2,269,0.1,2417,0.8,709,0.2,1139,0.2,1331,0.3
"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","1","他の入院料",1491,0.4,11.0,-,-,-,-,-,-,-,-,-,-,2068,0.4,8331,1.9
"1","1","鉄道運賃",4466,1.2,1.8,3159,1.3,4865,1.6,4988,1.4,2422,0.8,5458,1.5,5596,1.1,4759,1.1
"1","1","鉄道通学定期代",297,0.1,-23.8,908,0.4,59,0.0,509,0.1,-,-,64,0.0,289,0.1,256,0.1
"1","1","鉄道通勤定期代",2727,0.8,-15.5,2214,0.9,2683,0.9,5287,1.5,2717,0.9,2250,0.6,3193,0.6,732,0.2
"1","1","バス代",282,0.1,-30.2,154,0.1,69,0.0,21,0.0,161,0.1,429,0.1,302,0.1,834,0.2
"1","1","バス通学定期代",54,0.0,315.4,-,-,-,-,58,0.0,-,-,-,-,320,0.1,-,-
"1","1","バス通勤定期代",202,0.1,392.7,-,-,-,-,273,0.1,-,-,808,0.2,205,0.0,123,0.0
"1","1","タクシー代",534,0.1,-19.1,483,0.2,451,0.1,309,0.1,433,0.1,602,0.2,1024,0.2,437,0.1
"1","1","航空運賃",833,0.2,75.7,-,-,-,-,742,0.2,1593,0.5,-,-,3471,0.7,-,-
"1","1","郵便料",231,0.1,-16.6,75,0.0,288,0.1,223,0.1,58,0.0,266,0.1,441,0.1,269,0.1
"1","1","固定電話通信料",956,0.3,-19.1,973,0.4,1031,0.3,812,0.2,698,0.2,742,0.2,728,0.1,1710,0.4
"1","1","携帯電話通信料",10446,2.9,-1.9,7783,3.3,10089,3.3,9555,2.6,12028,4.0,12367,3.5,10344,2.0,10913,2.5
"1","1","ＮＨＫ放送受信料",595,0.2,-30.3,396,0.2,649,0.2,626,0.2,81,0.0,703,0.2,1091,0.2,619,0.1
"1","1","ケーブルテレビ放送受信料",993,0.3,-6.4,978,0.4,1667,0.5,349,0.1,605,0.2,1492,0.4,1152,0.2,717,0.2
"1","1","他の放送受信料",175,0.0,-6.9,437,0.2,117,0.0,65,0.0,-,-,322,0.1,51,0.0,233,0.1
"1","1","国公立小学校",352,0.1,39.1,-,-,461,0.1,270,0.1,902,0.3,253,0.1,408,0.1,169,0.0
"1","1","国公立中学校",153,0.0,-36.0,-,-,141,0.0,264,0.1,-,-,223,0.1,434,0.1,4,0.0
"1","1","国公立高校",519,0.1,...,-,-,-,-,127,0.0,-,-,-,-,3492,0.7,-,-
"1","1","国公立大学",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","1","たばこ",1242,0.3,23.0,1539,0.7,1559,0.5,1649,0.5,1160,0.4,601,0.2,1065,0.2,1131,0.3
"2","0","準公共料金等",41075,11.4,28.5,20627,8.8,19562,6.3,8097,2.2,38670,12.8,29230,8.2,134912,26.4,35852,8.3
"2","1","牛乳",1351,0.4,3.1,1392,0.6,1150,0.4,1304,0.4,1125,0.4,1634,0.5,1409,0.3,1439,0.3
"2","1","灯油",383,0.1,-34.4,543,0.2,579,0.2,193,0.1,648,0.2,678,0.2,43,0.0,-,-
"2","1","プロパンガス",360,0.1,-29.5,637,0.3,672,0.2,397,0.1,201,0.1,-,-,619,0.1,-,-
"2","1","理髪料",311,0.1,-36.9,157,0.1,128,0.0,436,0.1,127,0.0,409,0.1,346,0.1,568,0.1
"2","1","パーマネント代",155,0.0,138.5,235,0.1,-,-,88,0.0,-,-,488,0.1,-,-,275,0.1
"2","1","洗濯代",539,0.2,80.9,550,0.2,302,0.1,841,0.2,382,0.1,463,0.1,780,0.2,452,0.1
"2","1","新聞",1577,0.4,6.2,1799,0.8,729,0.2,961,0.3,1308,0.4,1818,0.5,2239,0.4,2179,0.5
"2","1","私立小学校",526,0.1,...,-,-,-,-,-,-,-,-,-,-,-,-,3669,0.9
"2","1","私立中学校",5994,1.7,295.1,-,-,-,-,803,0.2,1461,0.5,3303,0.9,35314,6.9,906,0.2
"2","1","私立高校",14241,4.0,126.9,773,0.3,3458,1.1,-,-,2689,0.9,10949,3.1,77574,15.2,3906,0.9
"2","1","私立大学",2562,0.7,-39.6,220,0.1,-,-,-,-,9230,3.0,-,-,4720,0.9,3695,0.9
"2","1","幼児教育費用",1125,0.3,-8.7,737,0.3,621,0.2,1154,0.3,413,0.1,568,0.2,516,0.1,3857,0.9
"2","1","民営家賃",11786,3.3,-15.5,13040,5.5,11293,3.7,1920,0.5,21086,7.0,8919,2.5,11352,2.2,14906,3.5
"2","1","地代",166,0.0,...,544,0.2,630,0.2,-,-,-,-,-,-,-,-,-,-
"","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 6年 1月","","","","","","","","","","","","","","","","","","",""
"第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","","","","",""
