"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,8254,-,1289,-,187,-,270,-
"0","0","0","0","0","調査世帯数",324,-,270,-,41,-,5,-,8,-
"0","0","0","0","0","世帯人員",3.28,-,3.32,-,2.92,-,3.33,-,3.62,-
"0","0","0","0","0","有業人員",1.80,-,1.79,-,1.76,-,1.78,-,2.15,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,52.0,-,46.8,-,43.7,-,45.9,-
"1","0","0","0","0","受取",1426579,-,1482265,-,1065017,-,1289714,-,1544669,-
"1","1","0","0","0","実収入",653422,100.0,654534,100.0,592560,100.0,661009,100.0,904616,100.0
"1","2","0","0","0","経常収入",625172,95.7,624305,95.4,579127,97.7,647369,97.9,856068,94.6
"1","3","0","0","0","勤め先収入",600559,91.9,600664,91.8,544229,91.8,620767,93.9,852203,94.2
"1","4","0","0","0","世帯主収入",486287,74.4,488106,74.6,430841,72.7,541385,81.9,657148,72.6
"1","6","0","0","0","うち男",460320,70.4,471730,72.1,367463,62.0,499452,75.6,527655,58.3
"1","5","0","0","0","定期収入",473407,72.5,474558,72.5,417873,70.5,541385,81.9,656211,72.5
"1","5","0","0","0","臨時収入",3924,0.6,4217,0.6,3247,0.5,-,-,937,0.1
"1","5","0","0","0","賞与",8955,1.4,9331,1.4,9720,1.6,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",101386,15.5,100679,15.4,90280,15.2,79383,12.0,191190,21.1
"1","6","0","0","0","うち女",90217,13.8,93220,14.2,78783,13.3,79383,12.0,60507,6.7
"1","4","0","0","0","他の世帯員収入",12887,2.0,11878,1.8,23108,3.9,-,-,3865,0.4
"1","3","0","0","0","事業・内職収入",16644,2.5,16292,2.5,22121,3.7,12878,1.9,3865,0.4
"1","4","0","0","0","家賃収入",1571,0.2,1482,0.2,2701,0.5,-,-,-,-
"1","4","0","0","0","他の事業収入",13940,2.1,13438,2.1,19420,3.3,12878,1.9,3865,0.4
"1","4","0","0","0","内職収入",1132,0.2,1372,0.2,-,-,-,-,-,-
"1","3","0","0","0","他の経常収入",7969,1.2,7349,1.1,12777,2.2,13723,2.1,-,-
"1","4","0","0","0","財産収入",2672,0.4,3237,0.5,-,-,-,-,-,-
"1","4","0","0","0","社会保障給付",4142,0.6,2964,0.5,11164,1.9,13723,2.1,-,-
"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",4142,0.6,2964,0.5,11164,1.9,13723,2.1,-,-
"1","4","0","0","0","仕送り金",1156,0.2,1148,0.2,1614,0.3,-,-,-,-
"1","2","0","0","0","特別収入",28249,4.3,30229,4.6,13433,2.3,13640,2.1,48548,5.4
"1","3","0","0","0","受贈金",4514,0.7,5026,0.8,2673,0.5,-,-,773,0.1
"1","3","0","0","0","他の特別収入",23736,3.6,25203,3.9,10760,1.8,13640,2.1,47775,5.3
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",532135,-,557583,-,377052,-,438428,-,559231,-
"1","2","0","0","0","預貯金引出",375023,-,387113,-,294306,-,340433,-,414626,-
"1","2","0","0","0","保険金",6367,-,7714,-,-,-,-,-,-,-
"1","3","0","0","0","個人・企業年金保険金",104,-,126,-,-,-,-,-,-,-
"1","3","0","0","0","他の保険金",6264,-,7588,-,-,-,-,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",150438,-,162534,-,82746,-,97995,-,140018,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",307,-,222,-,-,-,-,-,4586,-
"1","1","0","0","0","繰入金",241022,-,270148,-,95404,-,190277,-,80822,-
"2","0","0","0","0","支払",1426579,-,1482265,-,1065017,-,1289714,-,1544669,-
"2","1","0","0","0","実支出",486479,-,490469,-,429501,-,537635,-,601037,-
"2","2","0","0","0","生計支出",359105,-,361874,-,325084,-,428460,-,388866,-
"2","3","0","0","0","消費支出",359105,100.0,361874,100.0,325084,100.0,428460,100.0,388866,100.0
"2","4","1","0","0","食料",95785,26.7,96427,26.6,87066,26.8,89297,20.8,122264,31.4
"2","5","1","1","0","穀類",6718,1.9,6825,1.9,5788,1.8,6810,1.6,7833,2.0
"2","6","1","1","1","米類",1376,0.4,1443,0.4,1207,0.4,-,-,1089,0.3
"2","6","1","1","2","パン",3134,0.9,3128,0.9,2988,0.9,3047,0.7,4071,1.0
"2","6","1","1","3","麺類",1700,0.5,1715,0.5,1325,0.4,2988,0.7,2149,0.6
"2","6","1","1","4","他の穀類",509,0.1,540,0.1,267,0.1,776,0.2,524,0.1
"2","5","1","2","0","魚介類",5532,1.5,5799,1.6,3546,1.1,3889,0.9,7997,2.1
"2","6","1","2","1","生鮮魚介",3218,0.9,3392,0.9,1990,0.6,1212,0.3,5156,1.3
"2","6","1","2","2","塩干魚介",983,0.3,997,0.3,724,0.2,1375,0.3,1534,0.4
"2","6","1","2","3","魚肉練製品",563,0.2,577,0.2,512,0.2,478,0.1,448,0.1
"2","6","1","2","4","他の魚介加工品",767,0.2,833,0.2,320,0.1,823,0.2,858,0.2
"2","5","1","3","0","肉類",9307,2.6,9722,2.7,6927,2.1,10312,2.4,7273,1.9
"2","6","1","3","1","生鮮肉",7883,2.2,8270,2.3,5707,1.8,8952,2.1,5685,1.5
"2","6","1","3","2","加工肉",1424,0.4,1452,0.4,1220,0.4,1360,0.3,1588,0.4
"2","5","1","4","0","乳卵類",4539,1.3,4686,1.3,3380,1.0,4265,1.0,5780,1.5
