"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",611,-,-,80,-,94,-,91,-,90,-,86,-,86,-,84,-
"0","0","世帯人員",2.92,-,-,2.70,-,2.65,-,2.66,-,3.05,-,3.00,-,3.08,-,3.30,-
"0","0","有業人員",1.41,-,-,1.33,-,1.32,-,0.93,-,1.54,-,1.52,-,1.54,-,1.69,-
"0","0","世帯主平均年齢",61.2,-,-,63.9,-,63.9,-,66.6,-,59.8,-,59.9,-,59.0,-,55.1,-
"0","0","消費支出",339381,-,8.0,95129,-,163177,-,218000,-,274171,-,338655,-,434534,-,849891,-
"0","0","公共的料金",85693,25.2,-3.8,22735,23.9,45628,28.0,56221,25.8,71791,26.2,81944,24.2,91377,21.0,229603,27.0
"1","0","公共料金等",55519,16.4,-5.2,19461,20.5,38991,23.9,45984,21.1,51521,18.8,60679,17.9,68880,15.9,102807,12.1
"1","1","米",2024,0.6,18.9,1439,1.5,1659,1.0,2560,1.2,1750,0.6,2235,0.7,2058,0.5,2468,0.3
"1","1","食塩",35,0.0,-10.3,17,0.0,33,0.0,37,0.0,26,0.0,19,0.0,40,0.0,73,0.0
"1","1","学校給食",359,0.1,-45.1,-,-,284,0.2,210,0.1,319,0.1,874,0.3,442,0.1,381,0.0
"1","1","公営家賃",392,0.1,-73.7,387,0.4,1549,0.9,813,0.4,-,-,-,-,-,-,-,-
"1","1","電気代",10370,3.1,-2.4,4880,5.1,9313,5.7,9951,4.6,12100,4.4,11381,3.4,12704,2.9,12198,1.4
"1","1","都市ガス",5886,1.7,-10.3,2964,3.1,4712,2.9,6165,2.8,5112,1.9,7492,2.2,6648,1.5,8095,1.0
"1","1","上下水道料",4370,1.3,-17.3,1592,1.7,3357,2.1,4540,2.1,3908,1.4,5617,1.7,5143,1.2,6414,0.8
"1","1","医科診療代",3915,1.2,-7.9,1381,1.5,2602,1.6,4728,2.2,4983,1.8,4235,1.3,4086,0.9,5370,0.6
"1","1","歯科診療代",4751,1.4,141.9,331,0.3,400,0.2,671,0.3,3993,1.5,987,0.3,5803,1.3,21017,2.5
"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","1","他の入院料",1118,0.3,90.5,-,-,389,0.2,678,0.3,2051,0.7,3044,0.9,-,-,1642,0.2
"1","1","鉄道運賃",3410,1.0,-23.3,648,0.7,2269,1.4,1534,0.7,1279,0.5,3557,1.1,5626,1.3,8941,1.1
"1","1","鉄道通学定期代",327,0.1,73.9,-,-,-,-,58,0.0,-,-,249,0.1,395,0.1,1588,0.2
"1","1","鉄道通勤定期代",1517,0.4,-8.7,-,-,801,0.5,791,0.4,1353,0.5,839,0.2,2194,0.5,4630,0.5
"1","1","バス代",320,0.1,-24.2,39,0.0,2,0.0,328,0.2,109,0.0,177,0.1,442,0.1,1146,0.1
"1","1","バス通学定期代",19,0.0,137.5,-,-,-,-,68,0.0,-,-,-,-,-,-,65,0.0
"1","1","バス通勤定期代",213,0.1,...,-,-,-,-,-,-,-,-,226,0.1,-,-,1267,0.1
"1","1","タクシー代",678,0.2,14.7,157,0.2,517,0.3,509,0.2,412,0.2,1262,0.4,577,0.1,1306,0.2
"1","1","航空運賃",964,0.3,-7.6,-,-,-,-,-,-,128,0.0,374,0.1,1000,0.2,5236,0.6
"1","1","郵便料",146,0.0,-8.8,116,0.1,87,0.1,74,0.0,97,0.0,198,0.1,209,0.0,244,0.0
"1","1","固定電話通信料",1157,0.3,-11.2,811,0.9,770,0.5,1455,0.7,1239,0.5,1267,0.4,1464,0.3,1092,0.1
"1","1","携帯電話通信料",8425,2.5,-11.0,3097,3.3,6633,4.1,7043,3.2,9158,3.3,9275,2.7,10327,2.4,13386,1.6
"1","1","ＮＨＫ放送受信料",681,0.2,-19.6,212,0.2,722,0.4,1016,0.5,318,0.1,778,0.2,928,0.2,797,0.1
"1","1","ケーブルテレビ放送受信料",1169,0.3,-5.5,745,0.8,1271,0.8,1432,0.7,946,0.3,1396,0.4,1486,0.3,905,0.1
"1","1","他の放送受信料",145,0.0,-19.9,132,0.1,46,0.0,163,0.1,138,0.1,200,0.1,133,0.0,201,0.0
"1","1","国公立小学校",468,0.1,-22.5,11,0.0,191,0.1,280,0.1,415,0.2,431,0.1,1254,0.3,691,0.1
"1","1","国公立中学校",422,0.1,5.5,-,-,79,0.0,-,-,160,0.1,890,0.3,212,0.0,1611,0.2
"1","1","国公立高校",639,0.2,-6.3,-,-,169,0.1,-,-,-,-,1696,0.5,1705,0.4,900,0.1
"1","1","国公立大学",296,0.1,-70.8,-,-,-,-,-,-,-,-,-,-,2070,0.5,-,-
"1","1","たばこ",1302,0.4,13.7,502,0.5,1137,0.7,880,0.4,1527,0.6,1981,0.6,1935,0.4,1144,0.1
"2","0","準公共料金等",30174,8.9,-1.1,3274,3.4,6637,4.1,10237,4.7,20270,7.4,21265,6.3,22497,5.2,126795,14.9
"2","1","牛乳",1481,0.4,7.2,1044,1.1,1066,0.7,1730,0.8,1431,0.5,1395,0.4,2001,0.5,1702,0.2
"2","1","灯油",21,0.0,-41.7,-,-,-,-,129,0.1,-,-,-,-,16,0.0,-,-
"2","1","プロパンガス",395,0.1,11.0,219,0.2,395,0.2,559,0.3,756,0.3,232,0.1,524,0.1,74,0.0
"2","1","理髪料",389,0.1,-18.8,110,0.1,189,0.1,380,0.2,449,0.2,166,0.0,612,0.1,813,0.1
"2","1","パーマネント代",225,0.1,-22.1,26,0.0,279,0.2,65,0.0,621,0.2,118,0.0,221,0.1,236,0.0
"2","1","洗濯代",1259,0.4,45.7,261,0.3,548,0.3,487,0.2,1004,0.4,992,0.3,2741,0.6,2768,0.3
"2","1","新聞",2119,0.6,4.1,1490,1.6,1774,1.1,2129,1.0,2493,0.9,2213,0.7,2521,0.6,2208,0.3
"2","1","私立小学校",270,0.1,462.5,-,-,-,-,-,-,-,-,889,0.3,-,-,998,0.1
"2","1","私立中学校",1744,0.5,384.4,-,-,-,-,-,-,-,-,-,-,494,0.1,11708,1.4
"2","1","私立高校",6281,1.9,193.9,-,-,602,0.4,-,-,38,0.0,321,0.1,-,-,42971,5.1
"2","1","私立大学",5677,1.7,-42.2,-,-,-,-,-,-,623,0.2,-,-,-,-,39083,4.6
"2","1","幼児教育費用",478,0.1,-33.8,124,0.1,185,0.1,670,0.3,523,0.2,1166,0.3,387,0.1,291,0.0
"2","1","民営家賃",9553,2.8,-17.9,-,-,1599,1.0,4087,1.9,12007,4.4,13434,4.0,12979,3.0,22639,2.7
"2","1","地代",282,0.1,-18.0,-,-,-,-,-,-,327,0.1,339,0.1,-,-,1304,0.2
"","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 6年 5月","","","","","","","","","","","","","","","","","","",""
"第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","","","","",""
