"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",611,-,-,80,-,94,-,91,-,90,-,86,-,86,-,84,-
"0","0","0","0","0","世帯人員",2.92,-,-,2.70,-,2.65,-,2.66,-,3.05,-,3.00,-,3.08,-,3.30,-
"0","0","0","0","0","有業人員",1.41,-,-,1.33,-,1.32,-,0.93,-,1.54,-,1.52,-,1.54,-,1.69,-
"0","0","0","0","0","世帯主平均年齢",61.2,-,-,63.9,-,63.9,-,66.6,-,59.8,-,59.9,-,59.0,-,55.1,-
"2","2","0","0","0","生計支出",339381,-,7.2,95129,-,163177,-,218000,-,274171,-,338655,-,434534,-,849891,-
"2","3","0","0","0","消費支出",339381,100.0,8.0,95129,100.0,163177,100.0,218000,100.0,274171,100.0,338655,100.0,434534,100.0,849891,100.0
"2","4","1","0","0","食料",98243,28.9,1.9,53062,55.8,65048,39.9,86623,39.7,92014,33.6,108664,32.1,135309,31.1,146615,17.3
"2","5","1","1","0","穀類",7670,2.3,5.7,5304,5.6,5801,3.6,8009,3.7,7413,2.7,8533,2.5,8877,2.0,9744,1.1
"2","6","1","1","1","米類",2011,0.6,18.2,1439,1.5,1643,1.0,2542,1.2,1750,0.6,2235,0.7,2016,0.5,2455,0.3
"2","6","1","1","2","パン",3388,1.0,0.9,2127,2.2,2375,1.5,3309,1.5,3200,1.2,4002,1.2,4008,0.9,4686,0.6
"2","6","1","1","3","麺類",1761,0.5,-0.2,1473,1.5,1357,0.8,1804,0.8,1932,0.7,1816,0.5,2064,0.5,1878,0.2
"2","6","1","1","4","他の穀類",511,0.2,17.7,265,0.3,426,0.3,354,0.2,532,0.2,479,0.1,790,0.2,725,0.1
"2","5","1","2","0","魚介類",6566,1.9,4.8,4456,4.7,5192,3.2,6153,2.8,6444,2.4,6606,2.0,9063,2.1,8031,0.9
"2","6","1","2","1","生鮮魚介",3803,1.1,4.3,2724,2.9,2710,1.7,3438,1.6,3701,1.3,3574,1.1,5274,1.2,5189,0.6
"2","6","1","2","2","塩干魚介",1155,0.3,1.5,731,0.8,825,0.5,1026,0.5,1153,0.4,1183,0.3,1886,0.4,1280,0.2
"2","6","1","2","3","魚肉練製品",660,0.2,10.6,444,0.5,703,0.4,724,0.3,617,0.2,805,0.2,739,0.2,584,0.1
"2","6","1","2","4","他の魚介加工品",948,0.3,7.5,557,0.6,953,0.6,966,0.4,973,0.4,1043,0.3,1164,0.3,977,0.1
"2","5","1","3","0","肉類",8907,2.6,-1.6,5502,5.8,5775,3.5,8175,3.8,8371,3.1,9027,2.7,11506,2.6,13970,1.6
