"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","都平均／持家／実数（円）","都平均／持家／構成比（％）","300万円未満／実数（円）","300万円未満／構成比（％）","300万円未満／持家／実数（円）","300万円未満／持家／構成比（％）","300万円以上／実数（円）","300万円以上／構成比（％）","300万円以上／持家／実数（円）","300万円以上／持家／構成比（％）","（再掲）持家以外／実数（円）","（再掲）持家以外／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,9463,-,2918,-,2616,-,7082,-,6848,-,537,-
"0","0","0","0","0","調査世帯数",207,-,-,196,-,56,-,50,-,151,-,146,-,11,-
"0","0","0","0","0","世帯人員",2.35,-,-,2.35,-,2.29,-,2.32,-,2.37,-,2.36,-,2.25,-
"0","0","0","0","0","有業人員",0.43,-,-,0.42,-,0.26,-,0.27,-,0.49,-,0.47,-,0.62,-
"0","0","0","0","0","世帯主平均年齢",76.8,-,-,76.9,-,76.6,-,77.1,-,76.8,-,76.8,-,74.1,-
"1","0","0","0","0","受取",540741,-,8.0,554004,-,316855,-,314928,-,632967,-,645327,-,306952,-
"1","1","0","0","0","実収入",53186,100.0,-27.8,52946,100.0,29821,100.0,23210,100.0,62811,100.0,64305,100.0,57412,100.0
"1","2","0","0","0","経常収入",41645,78.3,-27.9,41220,77.9,20842,69.9,14219,61.3,50214,79.9,51533,80.1,49136,85.6
"1","3","0","0","0","勤め先収入",25709,48.3,-20.8,27168,51.3,9495,31.8,10591,45.6,32389,51.6,33500,52.1,-,-
"1","4","0","0","0","世帯主収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","6","0","0","0","うち男",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","定期収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","臨時収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","賞与",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",5697,10.7,-69.8,6020,11.4,733,2.5,817,3.5,7742,12.3,8008,12.5,-,-
"1","6","0","0","0","うち女",5697,10.7,-69.8,6020,11.4,733,2.5,817,3.5,7742,12.3,8008,12.5,-,-
"1","4","0","0","0","他の世帯員収入",20012,37.6,47.7,21147,39.9,8762,29.4,9774,42.1,24646,39.2,25492,39.6,-,-
"1","3","0","0","0","事業・内職収入",7454,14.0,13.9,7582,14.3,2729,9.2,1977,8.5,9400,15.0,9722,15.1,5200,9.1
"1","4","0","0","0","家賃収入",2849,5.4,0.4,3011,5.7,-,-,-,-,4023,6.4,4161,6.5,-,-
"1","4","0","0","0","他の事業収入",427,0.8,-30.7,451,0.9,-,-,-,-,602,1.0,623,1.0,-,-
"1","4","0","0","0","内職収入",4178,7.9,35.2,4120,7.8,2729,9.2,1977,8.5,4774,7.6,4938,7.7,5200,9.1
"1","3","0","0","0","他の経常収入",8482,15.9,-54.8,6470,12.2,8618,28.9,1651,7.1,8426,13.4,8311,12.9,43936,76.5
"1","4","0","0","0","財産収入",4045,7.6,64.0,4274,8.1,243,0.8,271,1.2,5611,8.9,5803,9.0,-,-
"1","4","0","0","0","社会保障給付",3715,7.0,-75.5,1725,3.3,7227,24.2,100,0.4,2268,3.6,2345,3.6,38790,67.6
