"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,4436,-,2764,-,1999,-,801,-
"0","0","0","0","0","調査世帯数",595,-,264,-,158,-,126,-,47,-
"0","0","0","0","0","世帯人員",2.93,-,2.00,-,3.00,-,4.00,-,5.17,-
"0","0","0","0","0","有業人員",1.38,-,0.81,-,1.61,-,2.03,-,2.14,-
"0","0","0","0","0","世帯主平均年齢",61.6,-,69.9,-,58.6,-,51.9,-,50.2,-
"2","2","0","0","0","生計支出",423343,-,323600,-,506966,-,514914,-,458584,-
"2","3","0","0","0","消費支出",392937,100.0,323600,100.0,396970,100.0,514914,100.0,458584,100.0
"2","4","1","0","0","食料",93288,23.7,80665,24.9,99286,25.0,104135,20.2,115422,25.2
"2","5","1","1","0","穀類",7488,1.9,6278,1.9,7625,1.9,9054,1.8,9814,2.1
"2","6","1","1","1","米類",2025,0.5,1775,0.5,1986,0.5,2463,0.5,2446,0.5
"2","6","1","1","2","パン",3325,0.8,2691,0.8,3549,0.9,3933,0.8,4551,1.0
"2","6","1","1","3","麺類",1696,0.4,1435,0.4,1670,0.4,2207,0.4,1955,0.4
"2","6","1","1","4","他の穀類",443,0.1,377,0.1,420,0.1,452,0.1,862,0.2
"2","5","1","2","0","魚介類",6436,1.6,6637,2.1,6419,1.6,5604,1.1,7449,1.6
"2","6","1","2","1","生鮮魚介",3787,1.0,4034,1.2,3425,0.9,3245,0.6,5013,1.1
"2","6","1","2","2","塩干魚介",1089,0.3,998,0.3,1259,0.3,1013,0.2,1195,0.3
"2","6","1","2","3","魚肉練製品",615,0.2,649,0.2,645,0.2,548,0.1,497,0.1
"2","6","1","2","4","他の魚介加工品",945,0.2,956,0.3,1091,0.3,797,0.2,744,0.2
"2","5","1","3","0","肉類",8433,2.1,6447,2.0,8510,2.1,10987,2.1,12792,2.8
"2","6","1","3","1","生鮮肉",6895,1.8,5181,1.6,6946,1.7,9144,1.8,10602,2.3
"2","6","1","3","2","加工肉",1538,0.4,1266,0.4,1565,0.4,1843,0.4,2191,0.5
"2","5","1","4","0","乳卵類",4692,1.2,4087,1.3,4888,1.2,5191,1.0,6121,1.3
"2","6","1","4","1","牛乳",1423,0.4,1326,0.4,1299,0.3,1633,0.3,1864,0.4
"2","6","1","4","2","乳製品",2359,0.6,1941,0.6,2715,0.7,2510,0.5,3062,0.7
"2","6","1","4","3","卵",911,0.2,820,0.3,874,0.2,1048,0.2,1195,0.3
"2","5","1","5","0","野菜・海藻",10812,2.8,10389,3.2,11238,2.8,10989,2.1,11245,2.5
"2","6","1","5","1","生鮮野菜",7596,1.9,7259,2.2,8052,2.0,7615,1.5,7848,1.7
"2","6","1","5","2","乾物・海藻",802,0.2,743,0.2,756,0.2,910,0.2,1023,0.2
"2","6","1","5","3","大豆加工品",1192,0.3,1063,0.3,1227,0.3,1360,0.3,1365,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1221,0.3,1324,0.4,1203,0.3,1104,0.2,1008,0.2
"2","5","1","6","0","果物",3598,0.9,3436,1.1,3933,1.0,3242,0.6,4230,0.9
"2","6","1","6","1","生鮮果物",3154,0.8,2987,0.9,3407,0.9,2865,0.6,3927,0.9
"2","6","1","6","2","果物加工品",444,0.1,449,0.1,526,0.1,377,0.1,304,0.1
"2","5","1","7","0","油脂・調味料",4191,1.1,3845,1.2,4159,1.0,4663,0.9,5043,1.1
"2","6","1","7","1","油脂",472,0.1,456,0.1,442,0.1,526,0.1,526,0.1
"2","6","1","7","2","調味料",3720,0.9,3390,1.0,3717,0.9,4137,0.8,4517,1.0
