"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","都平均／持家／実数（円）","都平均／持家／構成比（％）","300万円未満／実数（円）","300万円未満／構成比（％）","300万円未満／持家／実数（円）","300万円未満／持家／構成比（％）","300万円以上／実数（円）","300万円以上／構成比（％）","300万円以上／持家／実数（円）","300万円以上／持家／構成比（％）","（再掲）持家以外／実数（円）","（再掲）持家以外／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,9392,-,2971,-,2633,-,7029,-,6759,-,608,-
"0","0","0","0","0","調査世帯数",205,-,-,193,-,56,-,50,-,149,-,143,-,12,-
"0","0","0","0","0","世帯人員",2.35,-,-,2.36,-,2.25,-,2.28,-,2.39,-,2.38,-,2.22,-
"0","0","0","0","0","有業人員",0.44,-,-,0.42,-,0.26,-,0.27,-,0.51,-,0.48,-,0.61,-
"0","0","0","0","0","世帯主平均年齢",76.7,-,-,76.8,-,76.0,-,76.3,-,77.0,-,77.0,-,75.2,-
"1","0","0","0","0","受取",969389,-,18.4,1000308,-,761876,-,788036,-,1057091,-,1083014,-,491694,-
"1","1","0","0","0","実収入",409581,100.0,9.7,421595,100.0,302271,100.0,306183,100.0,454934,100.0,466562,100.0,223966,100.0
"1","2","0","0","0","経常収入",384936,94.0,6.6,395434,93.8,265164,87.7,264343,86.3,435556,95.7,446510,95.7,222755,99.5
"1","3","0","0","0","勤め先収入",21506,5.3,-2.7,22898,5.4,1067,0.4,1204,0.4,30144,6.6,31350,6.7,-,-
"1","4","0","0","0","世帯主収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","6","0","0","0","うち男",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","定期収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","臨時収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","賞与",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",3397,0.8,-74.3,3617,0.9,-,-,-,-,4832,1.1,5026,1.1,-,-
"1","6","0","0","0","うち女",3397,0.8,-74.3,3617,0.9,-,-,-,-,4832,1.1,5026,1.1,-,-
"1","4","0","0","0","他の世帯員収入",18109,4.4,103.9,19281,4.6,1067,0.4,1204,0.4,25312,5.6,26325,5.6,-,-
"1","3","0","0","0","事業・内職収入",11651,2.8,183.6,11936,2.8,4454,1.5,3770,1.2,14692,3.2,15118,3.2,7245,3.2
"1","4","0","0","0","家賃収入",6388,1.6,409.0,6801,1.6,-,-,-,-,9087,2.0,9451,2.0,-,-
"1","4","0","0","0","他の事業収入",468,0.1,-64.2,498,0.1,-,-,-,-,665,0.1,692,0.1,-,-
"1","4","0","0","0","内職収入",4795,1.2,210.4,4637,1.1,4454,1.5,3770,1.2,4939,1.1,4974,1.1,7245,3.2
"1","3","0","0","0","他の経常収入",351780,85.9,5.1,360600,85.5,259642,85.9,259369,84.7,390720,85.9,400042,85.7,215510,96.2
"1","4","0","0","0","財産収入",3633,0.9,37.0,3868,0.9,1501,0.5,1693,0.6,4534,1.0,4716,1.0,2,0.0
"1","4","0","0","0","社会保障給付",347373,84.8,4.6,355908,84.4,257893,85.3,257396,84.1,385191,84.7,394291,84.5,215508,96.2
"1","5","0","0","0","公的年金給付",342684,83.7,5.8,353190,83.8,250623,82.9,257305,84.0,381592,83.9,390549,83.7,180368,80.5
"1","5","0","0","0","他の社会保障給付",4689,1.1,-42.6,2718,0.6,7271,2.4,90,0.0,3598,0.8,3742,0.8,35140,15.7
"1","4","0","0","0","仕送り金",773,0.2,866.3,823,0.2,249,0.1,280,0.1,995,0.2,1035,0.2,-,-
"1","2","0","0","0","特別収入",24644,6.0,98.4,26161,6.2,37107,12.3,41840,13.7,19377,4.3,20052,4.3,1211,0.5
"1","3","0","0","0","受贈金",11797,2.9,...,12561,3.0,35913,11.9,40515,13.2,1605,0.4,1669,0.4,-,-
"1","3","0","0","0","他の特別収入",12847,3.1,4.9,13600,3.2,1194,0.4,1325,0.4,17772,3.9,18383,3.9,1211,0.5
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",471040,-,40.5,487516,-,381895,-,399626,-,508715,-,521759,-,216483,-
"1","2","0","0","0","預貯金引出",336961,-,42.9,346716,-,314613,-,326885,-,346407,-,354442,-,186257,-
"1","2","0","0","0","保険金",45020,-,7.5,47854,-,30051,-,33616,-,51347,-,53402,-,1238,-
"1","3","0","0","0","個人・企業年金保険金",35349,-,-8.1,37557,-,24946,-,27857,-,39746,-,41336,-,1238,-
"1","3","0","0","0","他の保険金",9671,-,184.4,10297,-,5105,-,5759,-,11601,-,12066,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",87745,-,71.3,91548,-,34510,-,36055,-,110244,-,113169,-,28988,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",1313,-,-3.6,1398,-,2722,-,3071,-,717,-,746,-,-,-
"1","1","0","0","0","繰入金",88769,-,-19.3,91197,-,77709,-,82227,-,93443,-,94692,-,51245,-
"2","0","0","0","0","支払",969389,-,18.4,1000308,-,761876,-,788036,-,1057091,-,1083014,-,491694,-
"2","1","0","0","0","実支出",379046,-,31.6,389535,-,384300,-,404070,-,376826,-,383872,-,216998,-
"2","2","0","0","0","生計支出",343778,-,33.0,352331,-,366767,-,384868,-,334062,-,339653,-,211645,-
"2","3","0","0","0","消費支出",343778,100.0,33.0,352331,100.0,366767,100.0,384868,100.0,334062,100.0,339653,100.0,211645,100.0
"2","4","1","0","0","食料",84272,24.5,5.3,85937,24.4,66600,18.2,66956,17.4,91741,27.5,93333,27.5,58548,27.7
"2","5","1","1","0","穀類",7593,2.2,26.4,7596,2.2,7059,1.9,6749,1.8,7819,2.3,7926,2.3,7547,3.6
"2","6","1","1","1","米類",2239,0.7,44.4,2193,0.6,1766,0.5,1461,0.4,2439,0.7,2478,0.7,2958,1.4
"2","6","1","1","2","パン",3215,0.9,17.6,3222,0.9,3187,0.9,3141,0.8,3227,1.0,3253,1.0,3113,1.5
"2","6","1","1","3","麺類",1759,0.5,22.9,1796,0.5,1798,0.5,1843,0.5,1743,0.5,1778,0.5,1185,0.6
"2","6","1","1","4","他の穀類",380,0.1,30.6,386,0.1,309,0.1,304,0.1,410,0.1,417,0.1,291,0.1
"2","5","1","2","0","魚介類",7395,2.2,6.2,7588,2.2,5563,1.5,5756,1.5,8169,2.4,8302,2.4,4404,2.1
"2","6","1","2","1","生鮮魚介",4086,1.2,2.2,4188,1.2,2997,0.8,3129,0.8,4546,1.4,4601,1.4,2497,1.2
"2","6","1","2","2","塩干魚介",1292,0.4,-3.7,1331,0.4,947,0.3,977,0.3,1437,0.4,1469,0.4,678,0.3
"2","6","1","2","3","魚肉練製品",879,0.3,26.3,906,0.3,604,0.2,636,0.2,995,0.3,1012,0.3,458,0.2
"2","6","1","2","4","他の魚介加工品",1138,0.3,23.2,1162,0.3,1015,0.3,1014,0.3,1190,0.4,1220,0.4,770,0.4
"2","5","1","3","0","肉類",7345,2.1,6.3,7451,2.1,6245,1.7,6328,1.6,7809,2.3,7889,2.3,5700,2.7
"2","6","1","3","1","生鮮肉",5812,1.7,5.5,5881,1.7,5067,1.4,5087,1.3,6127,1.8,6191,1.8,4748,2.2
"2","6","1","3","2","加工肉",1532,0.4,9.1,1570,0.4,1178,0.3,1241,0.3,1682,0.5,1698,0.5,952,0.4
"2","5","1","4","0","乳卵類",4858,1.4,13.9,4959,1.4,3833,1.0,3840,1.0,5291,1.6,5395,1.6,3291,1.6
"2","6","1","4","1","牛乳",1477,0.4,11.0,1532,0.4,1174,0.3,1227,0.3,1605,0.5,1651,0.5,633,0.3
"2","6","1","4","2","乳製品",2418,0.7,29.7,2461,0.7,1880,0.5,1884,0.5,2645,0.8,2686,0.8,1751,0.8
"2","6","1","4","3","卵",963,0.3,-10.1,966,0.3,779,0.2,729,0.2,1040,0.3,1059,0.3,908,0.4
"2","5","1","5","0","野菜・海藻",12094,3.5,10.3,12218,3.5,10523,2.9,10327,2.7,12758,3.8,12955,3.8,10171,4.8
"2","6","1","5","1","生鮮野菜",8347,2.4,8.9,8415,2.4,7242,2.0,7040,1.8,8814,2.6,8950,2.6,7296,3.4
"2","6","1","5","2","乾物・海藻",979,0.3,24.6,1011,0.3,681,0.2,705,0.2,1105,0.3,1131,0.3,474,0.2
"2","6","1","5","3","大豆加工品",1349,0.4,11.0,1359,0.4,1168,0.3,1168,0.3,1425,0.4,1434,0.4,1189,0.6
"2","6","1","5","4","他の野菜・海藻加工品",1420,0.4,9.6,1433,0.4,1433,0.4,1414,0.4,1414,0.4,1440,0.4,1212,0.6
"2","5","1","6","0","果物",4011,1.2,-10.9,4141,1.2,3340,0.9,3433,0.9,4295,1.3,4416,1.3,2008,0.9
"2","6","1","6","1","生鮮果物",3521,1.0,-13.9,3630,1.0,3170,0.9,3272,0.9,3669,1.1,3769,1.1,1841,0.9
"2","6","1","6","2","果物加工品",490,0.1,18.1,511,0.1,170,0.0,161,0.0,625,0.2,647,0.2,167,0.1
"2","5","1","7","0","油脂・調味料",4137,1.2,19.2,4157,1.2,3577,1.0,3448,0.9,4374,1.3,4433,1.3,3831,1.8
"2","6","1","7","1","油脂",501,0.1,-2.0,508,0.1,321,0.1,297,0.1,577,0.2,589,0.2,405,0.2
"2","6","1","7","2","調味料",3636,1.1,22.8,3649,1.0,3255,0.9,3150,0.8,3797,1.1,3844,1.1,3427,1.6
"2","5","1","8","0","菓子類",7108,2.1,15.7,7304,2.1,5520,1.5,5601,1.5,7779,2.3,7968,2.3,4072,1.9
"2","5","1","9","0","調理食品",12908,3.8,17.9,13136,3.7,10232,2.8,10334,2.7,14039,4.2,14227,4.2,9390,4.4
"2","6","1","9","1","主食的調理食品",5965,1.7,22.6,6047,1.7,5281,1.4,5355,1.4,6255,1.9,6316,1.9,4713,2.2
"2","6","1","9","2","他の調理食品",6943,2.0,14.1,7089,2.0,4950,1.3,4979,1.3,7784,2.3,7911,2.3,4677,2.2
"2","5","1","10","0","飲料",4720,1.4,15.2,4818,1.4,3469,0.9,3448,0.9,5248,1.6,5351,1.6,3206,1.5
"2","6","1","10","1","茶類",1188,0.3,14.0,1228,0.3,960,0.3,1045,0.3,1284,0.4,1299,0.4,571,0.3
"2","6","1","10","2","コーヒー・ココア",1330,0.4,64.6,1362,0.4,757,0.2,713,0.2,1572,0.5,1615,0.5,834,0.4
"2","6","1","10","3","他の飲料",2202,0.6,-2.0,2228,0.6,1752,0.5,1690,0.4,2392,0.7,2437,0.7,1801,0.9
"2","5","1","11","0","酒類",3302,1.0,-10.7,3434,1.0,2849,0.8,3156,0.8,3494,1.0,3542,1.0,1266,0.6
"2","5","1","12","0","外食",8802,2.6,-27.1,9135,2.6,4389,1.2,4536,1.2,10668,3.2,10927,3.2,3661,1.7
"2","6","1","12","1","一般外食",8802,2.6,-27.1,9135,2.6,4389,1.2,4536,1.2,10668,3.2,10927,3.2,3661,1.7
"2","6","1","12","2","学校給食",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"2","4","2","0","0","住居",54919,16.0,124.3,54419,15.4,90743,24.7,95570,24.8,39778,11.9,38386,11.3,62633,29.6
"2","5","2","1","0","家賃地代",4273,1.2,-51.7,610,0.2,7115,1.9,1610,0.4,3072,0.9,220,0.1,60873,28.8
"2","5","2","2","0","設備修繕・維持",50645,14.7,223.9,53809,15.3,83628,22.8,93960,24.4,36705,11.0,38165,11.2,1761,0.8
"2","6","2","2","1","設備材料",11175,3.3,124.0,11892,3.4,10305,2.8,11626,3.0,11542,3.5,11995,3.5,98,0.0
"2","6","2","2","2","工事その他のサービス",39470,11.5,270.6,41918,11.9,73323,20.0,82334,21.4,25163,7.5,26170,7.7,1663,0.8
"2","4","3","0","0","光熱・水道",24732,7.2,-2.3,24975,7.1,21080,5.7,21439,5.6,26275,7.9,26353,7.8,20972,9.9
"2","5","3","1","0","電気代",11528,3.4,-12.8,11579,3.3,10231,2.8,10349,2.7,12076,3.6,12059,3.6,10729,5.1
"2","5","3","2","0","ガス代",8258,2.4,14.5,8376,2.4,6548,1.8,6551,1.7,8980,2.7,9087,2.7,6431,3.0
"2","5","3","3","0","他の光熱",103,0.0,-61.6,110,0.0,68,0.0,77,0.0,118,0.0,123,0.0,-,-
"2","5","3","4","0","上下水道料",4843,1.4,4.9,4910,1.4,4233,1.2,4462,1.2,5101,1.5,5084,1.5,3811,1.8
