"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,3520,-,4885,-,770,-,55,-,825,-,4048,-
"0","0","0","0","0","調査世帯数",611,-,214,-,302,-,47,-,3,-,48,-,246,-
"0","0","0","0","0","世帯人員",2.92,-,2.00,-,3.64,-,2.30,-,2.40,-,3.15,-,3.34,-
"0","0","0","0","0","有業人員",1.41,-,0.81,-,1.86,-,1.21,-,1.00,-,1.47,-,2.24,-
"0","0","0","0","0","世帯主平均年齢",61.2,-,69.2,-,53.1,-,70.4,-,43.0,-,65.8,-,51.9,-
"2","2","0","0","0","生計支出",339381,-,291625,-,403636,-,235641,-,142591,-,259487,-,396167,-
"2","3","0","0","0","消費支出",339381,100.0,291625,100.0,403636,100.0,235641,100.0,142591,100.0,259487,100.0,396167,100.0
"2","4","1","0","0","食料",98243,28.9,89507,30.7,108192,26.8,78817,33.4,39691,27.8,94746,36.5,104697,26.4
"2","5","1","1","0","穀類",7670,2.3,6863,2.4,8362,2.1,6569,2.8,2955,2.1,8048,3.1,7924,2.0
"2","6","1","1","1","米類",2011,0.6,1847,0.6,2072,0.5,1951,0.8,1104,0.8,2408,0.9,1959,0.5
"2","6","1","1","2","パン",3388,1.0,3135,1.1,3813,0.9,2385,1.0,990,0.7,2887,1.1,3651,0.9
"2","6","1","1","3","麺類",1761,0.5,1480,0.5,1886,0.5,1768,0.8,603,0.4,2212,0.9,1837,0.5
"2","6","1","1","4","他の穀類",511,0.2,401,0.1,591,0.1,465,0.2,258,0.2,541,0.2,476,0.1
"2","5","1","2","0","魚介類",6566,1.9,7353,2.5,5969,1.5,5757,2.4,1282,0.9,7502,2.9,5829,1.5
"2","6","1","2","1","生鮮魚介",3803,1.1,4290,1.5,3452,0.9,3533,1.5,814,0.6,4054,1.6,3512,0.9
"2","6","1","2","2","塩干魚介",1155,0.3,1214,0.4,1120,0.3,864,0.4,113,0.1,1386,0.5,1049,0.3
"2","6","1","2","3","魚肉練製品",660,0.2,817,0.3,533,0.1,595,0.3,-,-,798,0.3,515,0.1
"2","6","1","2","4","他の魚介加工品",948,0.3,1032,0.4,863,0.2,765,0.3,355,0.2,1264,0.5,754,0.2
"2","5","1","3","0","肉類",8907,2.6,7071,2.4,10325,2.6,9537,4.0,6828,4.8,7762,3.0,9306,2.3
"2","6","1","3","1","生鮮肉",7308,2.2,5691,2.0,8570,2.1,7644,3.2,5847,4.1,6423,2.5,7715,1.9
"2","6","1","3","2","加工肉",1599,0.5,1380,0.5,1755,0.4,1893,0.8,981,0.7,1340,0.5,1591,0.4
"2","5","1","4","0","乳卵類",4774,1.4,4294,1.5,5291,1.3,3986,1.7,1957,1.4,4497,1.7,4407,1.1
"2","6","1","4","1","牛乳",1481,0.4,1290,0.4,1610,0.4,1570,0.7,711,0.5,1451,0.6,1327,0.3
"2","6","1","4","2","乳製品",2361,0.7,2121,0.7,2713,0.7,1542,0.7,880,0.6,2062,0.8,2220,0.6
"2","6","1","4","3","卵",932,0.3,883,0.3,967,0.2,874,0.4,366,0.3,984,0.4,860,0.2
"2","5","1","5","0","野菜・海藻",11245,3.3,11370,3.9,11192,2.8,9622,4.1,5378,3.8,12540,4.8,9785,2.5
"2","6","1","5","1","生鮮野菜",7868,2.3,7778,2.7,8017,2.0,6441,2.7,4403,3.1,8699,3.4,7036,1.8
