"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",595,-,-,77,-,88,-,89,-,86,-,88,-,85,-,82,-
"0","0","0","0","0","世帯人員",2.93,-,-,2.64,-,2.72,-,2.82,-,2.98,-,2.98,-,3.02,-,3.34,-
"0","0","0","0","0","有業人員",1.38,-,-,1.20,-,1.31,-,1.24,-,1.20,-,1.68,-,1.43,-,1.61,-
"0","0","0","0","0","世帯主平均年齢",61.6,-,-,64.6,-,65.7,-,64.0,-,59.6,-,58.7,-,60.2,-,58.6,-
"2","2","0","0","0","生計支出",423343,-,14.7,98729,-,164039,-,213945,-,269493,-,349590,-,469834,-,1392248,-
"2","3","0","0","0","消費支出",392937,100.0,6.5,98729,100.0,164039,100.0,213945,100.0,269493,100.0,349590,100.0,469834,100.0,1180054,100.0
"2","4","1","0","0","食料",93288,23.7,-0.4,52409,53.1,67053,40.9,83960,39.2,95472,35.4,100853,28.8,124987,26.6,127764,10.8
"2","5","1","1","0","穀類",7488,1.9,6.5,4633,4.7,6688,4.1,7458,3.5,8119,3.0,7525,2.2,8717,1.9,9253,0.8
"2","6","1","1","1","米類",2025,0.5,23.9,1335,1.4,1551,0.9,1990,0.9,2240,0.8,2152,0.6,2458,0.5,2438,0.2
"2","6","1","1","2","パン",3325,0.8,1.9,1979,2.0,2858,1.7,3556,1.7,3694,1.4,3043,0.9,3962,0.8,4173,0.4
"2","6","1","1","3","麺類",1696,0.4,0.8,1136,1.2,1932,1.2,1525,0.7,1802,0.7,1795,0.5,1649,0.4,2031,0.2
"2","6","1","1","4","他の穀類",443,0.1,-1.8,183,0.2,347,0.2,387,0.2,383,0.1,536,0.2,647,0.1,612,0.1
"2","5","1","2","0","魚介類",6436,1.6,3.8,4560,4.6,5384,3.3,5710,2.7,6162,2.3,6765,1.9,8804,1.9,7637,0.6
"2","6","1","2","1","生鮮魚介",3787,1.0,4.5,2742,2.8,3330,2.0,3117,1.5,3355,1.2,3783,1.1,5481,1.2,4683,0.4
"2","6","1","2","2","塩干魚介",1089,0.3,-3.5,757,0.8,870,0.5,845,0.4,1141,0.4,1259,0.4,1311,0.3,1437,0.1
"2","6","1","2","3","魚肉練製品",615,0.2,3.0,542,0.5,564,0.3,773,0.4,592,0.2,614,0.2,648,0.1,573,0.0
