"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","都平均／持家／実数（円）","都平均／持家／構成比（％）","300万円未満／実数（円）","300万円未満／構成比（％）","300万円未満／持家／実数（円）","300万円未満／持家／構成比（％）","300万円以上／実数（円）","300万円以上／構成比（％）","300万円以上／持家／実数（円）","300万円以上／持家／構成比（％）","（再掲）持家以外／実数（円）","（再掲）持家以外／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,9486,-,2841,-,2602,-,7159,-,6885,-,514,-
"0","0","0","0","0","調査世帯数",201,-,-,191,-,54,-,50,-,147,-,141,-,10,-
"0","0","0","0","0","世帯人員",2.34,-,-,2.36,-,2.31,-,2.34,-,2.35,-,2.37,-,2.00,-
"0","0","0","0","0","有業人員",0.43,-,-,0.43,-,0.37,-,0.38,-,0.45,-,0.45,-,0.47,-
"0","0","0","0","0","世帯主平均年齢",76.1,-,-,76.5,-,75.6,-,76.1,-,76.3,-,76.6,-,69.2,-
"1","0","0","0","0","受取",474798,-,4.5,484063,-,328696,-,326189,-,532779,-,543723,-,303636,-
"1","1","0","0","0","実収入",46663,100.0,-13.5,46185,100.0,21410,100.0,17810,100.0,56685,100.0,56907,100.0,55500,100.0
"1","2","0","0","0","経常収入",42379,90.8,-14.4,41744,90.4,19986,93.3,16255,91.3,51265,90.4,51376,90.3,54099,97.5
"1","3","0","0","0","勤め先収入",22951,49.2,-19.3,24193,52.4,10037,46.9,10960,61.5,28076,49.5,29194,51.3,-,-
"1","4","0","0","0","世帯主収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","6","0","0","0","うち男",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","定期収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","臨時収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","賞与",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",7178,15.4,-38.4,7567,16.4,2893,13.5,3159,17.7,8879,15.7,9233,16.2,-,-
"1","6","0","0","0","うち女",7178,15.4,-38.4,7567,16.4,2893,13.5,3159,17.7,8879,15.7,9233,16.2,-,-
"1","4","0","0","0","他の世帯員収入",15773,33.8,-6.0,16626,36.0,7144,33.4,7801,43.8,19197,33.9,19961,35.1,-,-
"1","3","0","0","0","事業・内職収入",12988,27.8,101.4,13180,28.5,3445,16.1,2755,15.5,16775,29.6,17119,30.1,9438,17.0
"1","4","0","0","0","家賃収入",8187,17.5,290.0,8630,18.7,-,-,-,-,11436,20.2,11891,20.9,-,-
"1","4","0","0","0","他の事業収入",414,0.9,...,437,0.9,-,-,-,-,578,1.0,602,1.1,-,-
"1","4","0","0","0","内職収入",4387,9.4,0.9,4114,8.9,3445,16.1,2755,15.5,4761,8.4,4627,8.1,9438,17.0
"1","3","0","0","0","他の経常収入",6440,13.8,-55.9,4371,9.5,6504,30.4,2540,14.3,6414,11.3,5063,8.9,44662,80.5
"1","4","0","0","0","財産収入",3349,7.2,-4.8,3530,7.6,36,0.2,40,0.2,4663,8.2,4849,8.5,-,-
"1","4","0","0","0","社会保障給付",2502,5.4,-77.0,481,1.0,5265,24.6,1187,6.7,1406,2.5,214,0.4,39841,71.8
"1","5","0","0","0","公的年金給付",15,0.0,-99.4,16,0.0,-,-,-,-,21,0.0,22,0.0,-,-
"1","5","0","0","0","他の社会保障給付",2487,5.3,-69.6,465,1.0,5265,24.6,1187,6.7,1385,2.4,192,0.3,39841,71.8
"1","4","0","0","0","仕送り金",589,1.3,183.2,360,0.8,1202,5.6,1313,7.4,346,0.6,-,-,4821,8.7
"1","2","0","0","0","特別収入",4284,9.2,-4.5,4440,9.6,1424,6.7,1555,8.7,5419,9.6,5531,9.7,1401,2.5
"1","3","0","0","0","受贈金",1255,2.7,65.1,1323,2.9,12,0.1,13,0.1,1748,3.1,1818,3.2,-,-
