"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,8725,-,945,-,165,-,165,-
"0","0","0","0","0","調査世帯数",611,-,539,-,53,-,10,-,9,-
"0","0","0","0","0","世帯人員",2.92,-,2.93,-,2.91,-,2.40,-,3.13,-
"0","0","0","0","0","有業人員",1.41,-,1.38,-,1.65,-,1.13,-,2.07,-
"0","0","0","0","0","世帯主平均年齢",61.2,-,62.4,-,49.3,-,71.7,-,50.4,-
"2","2","0","0","0","生計支出",339381,-,340029,-,354374,-,178816,-,379809,-
"2","3","0","0","0","消費支出",339381,100.0,340029,100.0,354374,100.0,178816,100.0,379809,100.0
"2","4","1","0","0","食料",98243,28.9,98332,28.9,102216,28.8,57865,32.4,111192,29.3
"2","5","1","1","0","穀類",7670,2.3,7732,2.3,7372,2.1,7275,4.1,6501,1.7
"2","6","1","1","1","米類",2011,0.6,2054,0.6,1527,0.4,2885,1.6,1647,0.4
"2","6","1","1","2","パン",3388,1.0,3389,1.0,3637,1.0,2839,1.6,2427,0.6
"2","6","1","1","3","麺類",1761,0.5,1779,0.5,1678,0.5,1346,0.8,1683,0.4
"2","6","1","1","4","他の穀類",511,0.2,510,0.1,531,0.1,204,0.1,743,0.2
"2","5","1","2","0","魚介類",6566,1.9,6785,2.0,5004,1.4,4565,2.6,5935,1.6
"2","6","1","2","1","生鮮魚介",3803,1.1,3952,1.2,2773,0.8,2001,1.1,3634,1.0
"2","6","1","2","2","塩干魚介",1155,0.3,1191,0.4,973,0.3,946,0.5,515,0.1
"2","6","1","2","3","魚肉練製品",660,0.2,681,0.2,501,0.1,529,0.3,594,0.2
"2","6","1","2","4","他の魚介加工品",948,0.3,961,0.3,758,0.2,1089,0.6,1192,0.3
"2","5","1","3","0","肉類",8907,2.6,8919,2.6,9055,2.6,6172,3.5,10176,2.7
"2","6","1","3","1","生鮮肉",7308,2.2,7286,2.1,7576,2.1,5379,3.0,8867,2.3
"2","6","1","3","2","加工肉",1599,0.5,1633,0.5,1479,0.4,793,0.4,1308,0.3
"2","5","1","4","0","乳卵類",4774,1.4,4891,1.4,3930,1.1,2784,1.6,5405,1.4
"2","6","1","4","1","牛乳",1481,0.4,1534,0.5,1118,0.3,808,0.5,1453,0.4
"2","6","1","4","2","乳製品",2361,0.7,2426,0.7,1918,0.5,1062,0.6,2750,0.7
"2","6","1","4","3","卵",932,0.3,931,0.3,895,0.3,913,0.5,1202,0.3
"2","5","1","5","0","野菜・海藻",11245,3.3,11541,3.4,9071,2.6,8182,4.6,11102,2.9
"2","6","1","5","1","生鮮野菜",7868,2.3,8061,2.4,6566,1.9,5316,3.0,7660,2.0
"2","6","1","5","2","乾物・海藻",800,0.2,821,0.2,647,0.2,437,0.2,902,0.2
"2","6","1","5","3","大豆加工品",1233,0.4,1266,0.4,924,0.3,1006,0.6,1496,0.4
"2","6","1","5","4","他の野菜・海藻加工品",1345,0.4,1393,0.4,935,0.3,1422,0.8,1043,0.3
"2","5","1","6","0","果物",3600,1.1,3773,1.1,2632,0.7,1004,0.6,2633,0.7
"2","6","1","6","1","生鮮果物",3192,0.9,3346,1.0,2371,0.7,969,0.5,1954,0.5
"2","6","1","6","2","果物加工品",408,0.1,426,0.1,261,0.1,35,0.0,679,0.2
"2","5","1","7","0","油脂・調味料",4147,1.2,4229,1.2,3650,1.0,2278,1.3,4527,1.2
"2","6","1","7","1","油脂",507,0.1,539,0.2,270,0.1,458,0.3,273,0.1
"2","6","1","7","2","調味料",3639,1.1,3690,1.1,3380,1.0,1820,1.0,4253,1.1
"2","5","1","8","0","菓子類",8112,2.4,8082,2.4,9375,2.6,3660,2.0,6963,1.8
"2","5","1","9","0","調理食品",13947,4.1,13890,4.1,15438,4.4,10501,5.9,11836,3.1
"2","6","1","9","1","主食的調理食品",6213,1.8,6139,1.8,7580,2.1,3744,2.1,4732,1.2
"2","6","1","9","2","他の調理食品",7734,2.3,7751,2.3,7858,2.2,6758,3.8,7104,1.9
"2","5","1","10","0","飲料",6228,1.8,6147,1.8,7159,2.0,3044,1.7,8385,2.2
"2","6","1","10","1","茶類",1431,0.4,1399,0.4,1573,0.4,735,0.4,2975,0.8
"2","6","1","10","2","コーヒー・ココア",1329,0.4,1288,0.4,1842,0.5,959,0.5,897,0.2
"2","6","1","10","3","他の飲料",3469,1.0,3459,1.0,3744,1.1,1350,0.8,4513,1.2
"2","5","1","11","0","酒類",4420,1.3,4336,1.3,5573,1.6,2692,1.5,4021,1.1
"2","5","1","12","0","外食",18626,5.5,18007,5.3,23956,6.8,5709,3.2,33709,8.9
"2","6","1","12","1","一般外食",18267,5.4,17629,5.2,23701,6.7,5709,3.2,33424,8.8
"2","6","1","12","2","学校給食",359,0.1,378,0.1,255,0.1,-,-,284,0.1
"2","4","2","0","0","住居",16971,5.0,7151,2.1,101338,28.6,23768,13.3,46102,12.1
"2","5","2","1","0","家賃地代",11054,3.3,422,0.1,101049,28.5,23754,13.3,44901,11.8
