"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","35歳未満／実数（円）","35歳未満／構成比（％）","35～39歳／実数（円）","35～39歳／構成比（％）","40～44歳／実数（円）","40～44歳／構成比（％）","45～49歳／実数（円）","45～49歳／構成比（％）","50～54歳／実数（円）","50～54歳／構成比（％）","55～59歳／実数（円）","55～59歳／構成比（％）","60～64歳／実数（円）","60～64歳／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,541,-,1019,-,1144,-,1745,-,1892,-,1539,-,1206,-,915,-
"0","0","0","0","0","調査世帯数",324,-,19,-,34,-,39,-,52,-,60,-,50,-,41,-,29,-
"0","0","0","0","0","世帯人員",3.28,-,3.04,-,3.41,-,3.98,-,3.58,-,3.48,-,3.00,-,2.83,-,2.48,-
"0","0","0","0","0","有業人員",1.80,-,1.81,-,1.61,-,1.53,-,1.68,-,1.90,-,1.89,-,2.17,-,1.70,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,32.0,-,37.4,-,42.1,-,47.3,-,52.0,-,57.1,-,61.8,-,69.4,-
"1","0","0","0","0","受取",1426579,-,1134638,-,1765827,-,1490650,-,1401485,-,1605448,-,1647841,-,1117591,-,854443,-
"1","1","0","0","0","実収入",653422,100.0,607102,100.0,674473,100.0,781438,100.0,694407,100.0,643348,100.0,841210,100.0,489032,100.0,340805,100.0
"1","2","0","0","0","経常収入",625172,95.7,594388,97.9,622077,92.2,690478,88.4,667270,96.1,629645,97.9,817465,97.2,483010,98.8,339609,99.6
"1","3","0","0","0","勤め先収入",600559,91.9,589940,97.2,592132,87.8,681826,87.3,615565,88.6,614717,95.5,809868,96.3,442782,90.5,312680,91.7
"1","4","0","0","0","世帯主収入",486287,74.4,399516,65.8,468209,69.4,553460,70.8,484615,69.8,516815,80.3,703288,83.6,353055,72.2,224478,65.9
"1","6","0","0","0","うち男",460320,70.4,332569,54.8,443605,65.8,504341,64.5,450798,64.9,492235,76.5,701442,83.4,338931,69.3,206107,60.5
"1","5","0","0","0","定期収入",473407,72.5,397833,65.5,439110,65.1,534952,68.5,466970,67.2,510222,79.3,683329,81.2,352961,72.2,221220,64.9
"1","5","0","0","0","臨時収入",3924,0.6,1684,0.3,6707,1.0,2816,0.4,6355,0.9,6592,1.0,1058,0.1,93,0.0,3257,1.0
"1","5","0","0","0","賞与",8955,1.4,-,-,22392,3.3,15692,2.0,11291,1.6,-,-,18901,2.2,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",101386,15.5,151037,24.9,123923,18.4,128366,16.4,130950,18.9,94519,14.7,79907,9.5,72029,14.7,45804,13.4
"1","6","0","0","0","うち女",90217,13.8,138745,22.9,115907,17.2,97515,12.5,116886,16.8,74941,11.6,79907,9.5,72029,14.7,45804,13.4
"1","4","0","0","0","他の世帯員収入",12887,2.0,39387,6.5,-,-,-,-,-,-,3384,0.5,26673,3.2,17698,3.6,42399,12.4
"1","3","0","0","0","事業・内職収入",16644,2.5,4448,0.7,915,0.1,-,-,43718,6.3,8535,1.3,5517,0.7,32504,6.6,25111,7.4
"1","4","0","0","0","家賃収入",1571,0.2,-,-,-,-,-,-,1994,0.3,3880,0.6,3181,0.4,-,-,-,-
"1","4","0","0","0","他の事業収入",13940,2.1,4448,0.7,915,0.1,-,-,41723,6.0,568,0.1,-,-,32504,6.6,25111,7.4
"1","4","0","0","0","内職収入",1132,0.2,-,-,-,-,-,-,-,-,4086,0.6,2336,0.3,-,-,-,-
"1","3","0","0","0","他の経常収入",7969,1.2,-,-,29030,4.3,8652,1.1,7988,1.2,6393,1.0,2080,0.2,7724,1.6,1817,0.5
"1","4","0","0","0","財産収入",2672,0.4,-,-,-,-,0,0.0,6454,0.9,1433,0.2,1999,0.2,7668,1.6,457,0.1
"1","4","0","0","0","社会保障給付",4142,0.6,-,-,29030,4.3,365,0.0,1534,0.2,4518,0.7,81,0.0,57,0.0,-,-
"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",4142,0.6,-,-,29030,4.3,365,0.0,1534,0.2,4518,0.7,81,0.0,57,0.0,-,-
"1","4","0","0","0","仕送り金",1156,0.2,-,-,-,-,8286,1.1,-,-,442,0.1,-,-,-,-,1361,0.4
"1","2","0","0","0","特別収入",28249,4.3,12714,2.1,52396,7.8,90961,11.6,27137,3.9,13703,2.1,23745,2.8,6022,1.2,1196,0.4
"1","3","0","0","0","受贈金",4514,0.7,2200,0.4,1221,0.2,25827,3.3,4700,0.7,979,0.2,1666,0.2,103,0.0,454,0.1
"1","3","0","0","0","他の特別収入",23736,3.6,10514,1.7,51175,7.6,65134,8.3,22437,3.2,12724,2.0,22079,2.6,5919,1.2,742,0.2
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",532135,-,418161,-,475838,-,581752,-,510175,-,630371,-,625061,-,438406,-,406252,-
"1","2","0","0","0","預貯金引出",375023,-,295779,-,334414,-,414800,-,396456,-,389997,-,434475,-,342375,-,288574,-
"1","2","0","0","0","保険金",6367,-,-,-,-,-,-,-,-,-,33663,-,-,-,-,-,-,-
