"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",324,-,-,47,-,49,-,49,-,45,-,44,-,46,-,44,-
"0","0","0","0","0","世帯人員",3.28,-,-,2.87,-,3.06,-,3.59,-,2.99,-,3.48,-,3.71,-,3.26,-
"0","0","0","0","0","有業人員",1.80,-,-,1.50,-,1.82,-,1.59,-,1.80,-,1.99,-,1.94,-,1.94,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,-,57.9,-,53.0,-,48.7,-,48.8,-,48.6,-,49.2,-,51.2,-
"1","0","0","0","0","受取",1426579,-,-2.2,461776,-,964003,-,1247998,-,1381541,-,1894317,-,1817853,-,2199068,-
"1","1","0","0","0","実収入",653422,100.0,11.1,85348,100.0,402292,100.0,543157,100.0,625010,100.0,750546,100.0,898660,100.0,1257741,100.0
"1","2","0","0","0","経常収入",625172,95.7,9.2,81640,95.7,374509,93.1,509385,93.8,594247,95.1,716569,95.5,866941,96.5,1222070,97.2
"1","3","0","0","0","勤め先収入",600559,91.9,7.9,78250,91.7,336350,83.6,464927,85.6,582902,93.3,712197,94.9,826042,91.9,1192538,94.8
"1","4","0","0","0","世帯主収入",486287,74.4,11.5,73926,86.6,304253,75.6,418622,77.1,482119,77.1,533039,71.0,631948,70.3,951972,75.7
"1","6","0","0","0","うち男",460320,70.4,9.6,60171,70.5,249836,62.1,405282,74.6,473525,75.8,515215,68.6,603208,67.1,906651,72.1
"1","5","0","0","0","定期収入",473407,72.5,12.1,73830,86.5,301904,75.0,417496,76.9,479432,76.7,524792,69.9,626594,69.7,881976,70.1
"1","5","0","0","0","臨時収入",3924,0.6,10.8,96,0.1,2349,0.6,1126,0.2,2687,0.4,5629,0.7,4190,0.5,11324,0.9
"1","5","0","0","0","賞与",8955,1.4,-11.4,-,-,-,-,-,-,-,-,2618,0.3,1164,0.1,58672,4.7
"1","4","0","0","0","世帯主の配偶者の収入",101386,15.5,-8.2,2697,3.2,26569,6.6,40553,7.5,88798,14.2,165241,22.0,176399,19.6,207108,16.5
"1","6","0","0","0","うち女",90217,13.8,-14.9,2697,3.2,26569,6.6,40553,7.5,80809,12.9,160579,21.4,153618,17.1,164657,13.1
"1","4","0","0","0","他の世帯員収入",12887,2.0,24.2,1627,1.9,5528,1.4,5752,1.1,11985,1.9,13916,1.9,17695,2.0,33458,2.7
"1","3","0","0","0","事業・内職収入",16644,2.5,119.3,-,-,19743,4.9,29482,5.4,5424,0.9,2427,0.3,31901,3.5,27327,2.2
