"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,3465,-,4899,-,801,-,57,-,835,-,3826,-
"0","0","0","0","0","調査世帯数",595,-,207,-,294,-,48,-,4,-,46,-,226,-
"0","0","0","0","0","世帯人員",2.93,-,2.00,-,3.66,-,2.35,-,2.80,-,3.07,-,3.39,-
"0","0","0","0","0","有業人員",1.38,-,0.78,-,1.84,-,1.21,-,1.00,-,1.35,-,2.27,-
"0","0","0","0","0","世帯主平均年齢",61.6,-,69.8,-,54.0,-,70.9,-,41.4,-,63.3,-,52.4,-
"2","2","0","0","0","生計支出",423343,-,349861,-,525576,-,295924,-,161909,-,250720,-,427247,-
"2","3","0","0","0","消費支出",392937,100.0,349861,100.0,463508,100.0,295924,100.0,161909,100.0,250720,100.0,427247,100.0
"2","4","1","0","0","食料",93288,23.7,85845,24.5,104372,22.5,72675,24.6,49864,30.8,78933,31.5,99331,23.2
"2","5","1","1","0","穀類",7488,1.9,6589,1.9,8405,1.8,5716,1.9,2857,1.8,7543,3.0,7584,1.8
"2","6","1","1","1","米類",2025,0.5,1835,0.5,2192,0.5,1646,0.6,385,0.2,2194,0.9,1830,0.4
"2","6","1","1","2","パン",3325,0.8,2944,0.8,3805,0.8,2083,0.7,1470,0.9,3285,1.3,3557,0.8
"2","6","1","1","3","麺類",1696,0.4,1417,0.4,1923,0.4,1602,0.5,798,0.5,1614,0.6,1754,0.4
"2","6","1","1","4","他の穀類",443,0.1,393,0.1,486,0.1,385,0.1,203,0.1,451,0.2,442,0.1
"2","5","1","2","0","魚介類",6436,1.6,7236,2.1,6143,1.3,5760,1.9,3137,1.9,5481,2.2,5760,1.3
"2","6","1","2","1","生鮮魚介",3787,1.0,4462,1.3,3575,0.8,3415,1.2,1744,1.1,2586,1.0,3575,0.8
"2","6","1","2","2","塩干魚介",1089,0.3,1073,0.3,1143,0.2,960,0.3,1042,0.6,963,0.4,1013,0.2
"2","6","1","2","3","魚肉練製品",615,0.2,701,0.2,550,0.1,563,0.2,158,0.1,689,0.3,430,0.1
"2","6","1","2","4","他の魚介加工品",945,0.2,1000,0.3,875,0.2,822,0.3,193,0.1,1244,0.5,742,0.2
"2","5","1","3","0","肉類",8433,2.1,6876,2.0,9930,2.1,8001,2.7,5561,3.4,6525,2.6,8863,2.1
"2","6","1","3","1","生鮮肉",6895,1.8,5565,1.6,8181,1.8,6524,2.2,4335,2.7,5230,2.1,7286,1.7
"2","6","1","3","2","加工肉",1538,0.4,1311,0.4,1750,0.4,1476,0.5,1226,0.8,1295,0.5,1578,0.4
"2","5","1","4","0","乳卵類",4692,1.2,4216,1.2,5216,1.1,4507,1.5,3650,2.3,3769,1.5,4570,1.1
"2","6","1","4","1","牛乳",1423,0.4,1294,0.4,1502,0.3,1572,0.5,1211,0.7,1357,0.5,1338,0.3
"2","6","1","4","2","乳製品",2359,0.6,2061,0.6,2722,0.6,2060,0.7,1435,0.9,1746,0.7,2342,0.5
