"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2056,-,6970,-,454,-,108,-,519,-,6104,-
"0","0","0","0","0","調査世帯数",312,-,64,-,219,-,14,-,4,-,15,-,192,-
"0","0","0","0","0","世帯人員",3.28,-,2.00,-,3.71,-,2.57,-,2.80,-,3.17,-,3.44,-
"0","0","0","0","0","有業人員",1.85,-,1.58,-,1.94,-,1.86,-,1.00,-,1.71,-,2.21,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,56.9,-,49.0,-,56.5,-,41.4,-,50.5,-,50.2,-
"1","0","0","0","0","受取",1609490,-,1439405,-,1762468,-,636039,-,704591,-,1081469,-,1701356,-
"1","1","0","0","0","実収入",705282,100.0,710520,100.0,742203,100.0,294526,100.0,203756,100.0,548431,100.0,788601,100.0
"1","2","0","0","0","経常収入",696422,98.7,707707,99.6,730777,98.5,289436,98.3,203016,99.6,546754,99.7,779213,98.8
"1","3","0","0","0","勤め先収入",644232,91.3,582149,81.9,706110,95.1,240825,81.8,172938,84.9,412507,75.2,743118,94.2
"1","4","0","0","0","世帯主収入",505879,71.7,474478,66.8,550533,74.2,179527,61.0,172938,84.9,316432,57.7,528399,67.0
"1","6","0","0","0","うち男",488178,69.2,466718,65.7,540992,72.9,47053,16.0,-,-,250267,45.6,515928,65.4
"1","5","0","0","0","定期収入",466398,66.1,439937,61.9,506435,68.2,172957,58.7,166224,81.6,290553,53.0,480720,61.0
"1","5","0","0","0","臨時収入",12925,1.8,8709,1.2,15469,2.1,6570,2.2,6713,3.3,1040,0.2,16719,2.1
"1","5","0","0","0","賞与",26556,3.8,25831,3.6,28629,3.9,-,-,-,-,24839,4.5,30960,3.9
"1","4","0","0","0","世帯主の配偶者の収入",125906,17.9,107671,15.2,143328,19.3,-,-,-,-,74444,13.6,205638,26.1
"1","6","0","0","0","うち女",116843,16.6,98221,13.8,133113,17.9,-,-,-,-,74444,13.6,190791,24.2
"1","4","0","0","0","他の世帯員収入",12447,1.8,-,-,12249,1.7,61297,20.8,-,-,21631,3.9,9082,1.2
"1","3","0","0","0","事業・内職収入",7301,1.0,9756,1.4,7596,1.0,-,-,-,-,-,-,6236,0.8
"1","4","0","0","0","家賃収入",3145,0.4,7587,1.1,2274,0.3,-,-,-,-,-,-,1318,0.2
"1","4","0","0","0","他の事業収入",3116,0.4,1470,0.2,4037,0.5,-,-,-,-,-,-,4918,0.6
"1","4","0","0","0","内職収入",1040,0.1,699,0.1,1286,0.2,-,-,-,-,-,-,-,-
"1","3","0","0","0","他の経常収入",44889,6.4,115802,16.3,17071,2.3,48612,16.5,30078,14.8,134247,24.5,29859,3.8
"1","4","0","0","0","財産収入",2393,0.3,9581,1.3,607,0.1,-,-,-,-,-,-,1680,0.2
"1","4","0","0","0","社会保障給付",42170,6.0,106220,14.9,16464,2.2,41438,14.1,-,-,134247,24.5,28179,3.6
"1","5","0","0","0","公的年金給付",32121,4.6,94638,13.3,5465,0.7,41438,14.1,-,-,134247,24.5,23482,3.0
"1","5","0","0","0","他の社会保障給付",10049,1.4,11583,1.6,11000,1.5,-,-,-,-,-,-,4698,0.6
"1","4","0","0","0","仕送り金",326,0.0,-,-,-,-,7174,2.4,30078,14.8,-,-,-,-
"1","2","0","0","0","特別収入",8860,1.3,2812,0.4,11425,1.5,5089,1.7,740,0.4,1677,0.3,9388,1.2
"1","3","0","0","0","受贈金",1230,0.2,210,0.0,1299,0.2,4752,1.6,-,-,1248,0.2,1604,0.2
"1","3","0","0","0","他の特別収入",7631,1.1,2602,0.4,10126,1.4,338,0.1,740,0.4,429,0.1,7784,1.0
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",646273,-,565487,-,724690,-,240955,-,306088,-,268255,-,622017,-
"1","2","0","0","0","預貯金引出",489481,-,397152,-,561987,-,152413,-,255911,-,176788,-,450500,-
"1","2","0","0","0","保険金",8359,-,21296,-,5424,-,-,-,-,-,3840,-,8421,-
"1","3","0","0","0","個人・企業年金保険金",4971,-,21296,-,563,-,-,-,-,-,3840,-,2871,-
"1","3","0","0","0","他の保険金",3388,-,-,-,4861,-,-,-,-,-,-,-,5550,-
"1","2","0","0","0","有価証券売却",3106,-,-,-,4456,-,-,-,-,-,-,-,5088,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",144819,-,146951,-,152119,-,88542,-,50178,-,87627,-,157779,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",508,-,88,-,703,-,-,-,-,-,-,-,228,-
"1","1","0","0","0","繰入金",257935,-,163398,-,295576,-,100558,-,194747,-,264783,-,290738,-
"2","0","0","0","0","支払",1609490,-,1439405,-,1762468,-,636039,-,704591,-,1081469,-,1701356,-
"2","1","0","0","0","実支出",631316,-,513839,-,714935,-,253992,-,184329,-,304261,-,614475,-
"2","2","0","0","0","生計支出",484616,-,381111,-,551992,-,206555,-,161909,-,233414,-,450374,-
"2","3","0","0","0","消費支出",426309,100.0,381111,100.0,468338,100.0,206555,100.0,161909,100.0,233414,100.0,450374,100.0
"2","4","1","0","0","食料",96060,22.5,88267,23.2,101826,21.7,62306,30.2,49864,30.8,79049,33.9,99033,22.0
"2","5","1","1","0","穀類",7253,1.7,4903,1.3,8032,1.7,5654,2.7,2857,1.8,7498,3.2,7353,1.6
"2","6","1","1","1","米類",1736,0.4,1001,0.3,1957,0.4,1982,1.0,385,0.2,1455,0.6,1648,0.4
"2","6","1","1","2","パン",3438,0.8,2422,0.6,3817,0.8,1670,0.8,1470,0.9,3927,1.7,3576,0.8
"2","6","1","1","3","麺類",1616,0.4,1090,0.3,1765,0.4,1584,0.8,798,0.5,1723,0.7,1678,0.4
"2","6","1","1","4","他の穀類",463,0.1,389,0.1,494,0.1,417,0.2,203,0.1,392,0.2,451,0.1
"2","5","1","2","0","魚介類",5385,1.3,5855,1.5,5495,1.2,2856,1.4,3137,1.9,4249,1.8,5521,1.2
"2","6","1","2","1","生鮮魚介",3261,0.8,3686,1.0,3335,0.7,1698,0.8,1744,1.1,1955,0.8,3432,0.8
"2","6","1","2","2","塩干魚介",945,0.2,905,0.2,1020,0.2,423,0.2,1042,0.6,544,0.2,969,0.2
"2","6","1","2","3","魚肉練製品",449,0.1,521,0.1,427,0.1,234,0.1,158,0.1,650,0.3,428,0.1
"2","6","1","2","4","他の魚介加工品",730,0.2,742,0.2,713,0.2,500,0.2,193,0.1,1101,0.5,692,0.2
"2","5","1","3","0","肉類",8495,2.0,5670,1.5,9770,2.1,6669,3.2,5561,3.4,4153,1.8,8832,2.0
"2","6","1","3","1","生鮮肉",7007,1.6,4609,1.2,8120,1.7,5234,2.5,4335,2.7,3111,1.3,7312,1.6
"2","6","1","3","2","加工肉",1488,0.3,1061,0.3,1650,0.4,1435,0.7,1226,0.8,1042,0.4,1519,0.3
"2","5","1","4","0","乳卵類",4515,1.1,3230,0.8,5018,1.1,3961,1.9,3650,2.3,3325,1.4,4620,1.0
"2","6","1","4","1","牛乳",1366,0.3,896,0.2,1462,0.3,1764,0.9,1211,0.7,1592,0.7,1353,0.3
"2","6","1","4","2","乳製品",2272,0.5,1559,0.4,2625,0.6,1097,0.5,1435,0.9,1378,0.6,2359,0.5
"2","6","1","4","3","卵",877,0.2,774,0.2,931,0.2,1099,0.5,1004,0.6,355,0.2,908,0.2
"2","5","1","5","0","野菜・海藻",9515,2.2,8953,2.3,10043,2.1,6344,3.1,7095,4.4,7429,3.2,9515,2.1
"2","6","1","5","1","生鮮野菜",6794,1.6,6354,1.7,7211,1.5,4414,2.1,4926,3.0,5016,2.1,6892,1.5
"2","6","1","5","2","乾物・海藻",635,0.1,556,0.1,670,0.1,698,0.3,893,0.6,411,0.2,652,0.1
"2","6","1","5","3","大豆加工品",1097,0.3,917,0.2,1183,0.3,678,0.3,803,0.5,1020,0.4,1079,0.2
"2","6","1","5","4","他の野菜・海藻加工品",990,0.2,1126,0.3,979,0.2,555,0.3,473,0.3,982,0.4,892,0.2
"2","5","1","6","0","果物",2961,0.7,2270,0.6,3281,0.7,1872,0.9,1961,1.2,2355,1.0,2974,0.7
"2","6","1","6","1","生鮮果物",2574,0.6,1734,0.5,2923,0.6,1602,0.8,1644,1.0,2072,0.9,2607,0.6
"2","6","1","6","2","果物加工品",387,0.1,536,0.1,358,0.1,270,0.1,317,0.2,283,0.1,367,0.1
"2","5","1","7","0","油脂・調味料",3976,0.9,3758,1.0,4148,0.9,3150,1.5,1775,1.1,3253,1.4,4027,0.9
"2","6","1","7","1","油脂",428,0.1,371,0.1,462,0.1,435,0.2,161,0.1,185,0.1,424,0.1
"2","6","1","7","2","調味料",3549,0.8,3388,0.9,3686,0.8,2715,1.3,1614,1.0,3068,1.3,3603,0.8
"2","5","1","8","0","菓子類",7924,1.9,7163,1.9,8386,1.8,4495,2.2,5373,3.3,7739,3.3,8578,1.9
"2","5","1","9","0","調理食品",14341,3.4,13359,3.5,14648,3.1,11573,5.6,6079,3.8,16538,7.1,14092,3.1
"2","6","1","9","1","主食的調理食品",6181,1.4,6503,1.7,5960,1.3,6121,3.0,2243,1.4,7932,3.4,6224,1.4
"2","6","1","9","2","他の調理食品",8160,1.9,6857,1.8,8688,1.9,5452,2.6,3836,2.4,8606,3.7,7868,1.7
"2","5","1","10","0","飲料",6131,1.4,6258,1.6,6113,1.3,4124,2.0,2563,1.6,7637,3.3,6251,1.4
"2","6","1","10","1","茶類",1284,0.3,1550,0.4,1242,0.3,830,0.4,982,0.6,1197,0.5,1312,0.3
"2","6","1","10","2","コーヒー・ココア",1298,0.3,1743,0.5,1190,0.3,705,0.3,300,0.2,1518,0.7,1293,0.3
"2","6","1","10","3","他の飲料",3549,0.8,2966,0.8,3681,0.8,2589,1.3,1281,0.8,4922,2.1,3646,0.8
"2","5","1","11","0","酒類",3985,0.9,6553,1.7,3409,0.7,1506,0.7,785,0.5,3723,1.6,3990,0.9
"2","5","1","12","0","外食",21579,5.1,20294,5.3,23482,5.0,10104,4.9,9027,5.6,11152,4.8,23280,5.2
"2","6","1","12","1","一般外食",21434,5.0,20294,5.3,23274,5.0,10104,4.9,9027,5.6,11152,4.8,23083,5.1
"2","6","1","12","2","学校給食",145,0.0,-,-,208,0.0,-,-,-,-,-,-,197,0.0
"2","4","2","0","0","住居",29732,7.0,28990,7.6,32350,6.9,17316,8.4,2038,1.3,8398,3.6,35119,7.8
"2","5","2","1","0","家賃地代",17799,4.2,16828,4.4,18918,4.0,16820,8.1,-,-,7488,3.2,16135,3.6
"2","5","2","2","0","設備修繕・維持",11933,2.8,12162,3.2,13432,2.9,496,0.2,2038,1.3,910,0.4,18984,4.2
"2","6","2","2","1","設備材料",918,0.2,436,0.1,1171,0.3,185,0.1,738,0.5,73,0.0,1314,0.3
"2","6","2","2","2","工事その他のサービス",11015,2.6,11726,3.1,12261,2.6,310,0.2,1301,0.8,837,0.4,17670,3.9
"2","4","3","0","0","光熱・水道",24742,5.8,22443,5.9,25364,5.4,24235,11.7,11518,7.1,25941,11.1,23757,5.3
"2","5","3","1","0","電気代",11286,2.6,10315,2.7,11609,2.5,11712,5.7,7381,4.6,10423,4.5,10552,2.3
"2","5","3","2","0","ガス代",7824,1.8,7018,1.8,7999,1.7,7738,3.7,2534,1.6,8743,3.7,7797,1.7
"2","5","3","3","0","他の光熱",59,0.0,104,0.0,54,0.0,5,0.0,-,-,-,-,41,0.0
"2","5","3","4","0","上下水道料",5573,1.3,5007,1.3,5702,1.2,4779,2.3,1604,1.0,6776,2.9,5366,1.2
"2","4","4","0","0","家具・家事用品",14617,3.4,11565,3.0,16608,3.5,6820,3.3,5807,3.6,6789,2.9,16672,3.7
"2","5","4","1","0","家庭用耐久財",4992,1.2,2746,0.7,6327,1.4,-,-,-,-,333,0.1,6341,1.4
"2","6","4","1","1","家事用耐久財",3543,0.8,2459,0.6,4357,0.9,-,-,-,-,-,-,4257,0.9
"2","6","4","1","2","冷暖房用器具",884,0.2,258,0.1,1192,0.3,-,-,-,-,-,-,1157,0.3
"2","6","4","1","3","一般家具",565,0.1,29,0.0,778,0.2,-,-,-,-,333,0.1,926,0.2
