"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,4701,-,2546,-,2046,-,707,-
"0","0","0","0","0","調査世帯数",611,-,286,-,156,-,126,-,43,-
"0","0","0","0","0","世帯人員",2.90,-,2.00,-,3.00,-,4.00,-,5.32,-
"0","0","0","0","0","有業人員",1.34,-,0.85,-,1.56,-,1.98,-,1.91,-
"0","0","0","0","0","世帯主平均年齢",60.9,-,68.4,-,58.7,-,50.1,-,49.9,-
"2","2","0","0","0","生計支出",332613,-,299162,-,322745,-,363953,-,499818,-
"2","3","0","0","0","消費支出",332613,100.0,299162,100.0,322745,100.0,363953,100.0,499818,100.0
"2","4","1","0","0","食料",90041,27.1,79086,26.4,96316,29.8,104170,28.6,99396,19.9
"2","5","1","1","0","穀類",6479,1.9,5537,1.9,7191,2.2,7399,2.0,7510,1.5
"2","6","1","1","1","米類",1417,0.4,1176,0.4,1605,0.5,1709,0.5,1498,0.3
"2","6","1","1","2","パン",3009,0.9,2660,0.9,3415,1.1,3143,0.9,3472,0.7
"2","6","1","1","3","麺類",1563,0.5,1292,0.4,1697,0.5,1863,0.5,2018,0.4
"2","6","1","1","4","他の穀類",490,0.1,409,0.1,474,0.1,685,0.2,521,0.1
"2","5","1","2","0","魚介類",6415,1.9,6421,2.1,6482,2.0,5863,1.6,7728,1.5
"2","6","1","2","1","生鮮魚介",3725,1.1,3644,1.2,3774,1.2,3448,0.9,4886,1.0
"2","6","1","2","2","塩干魚介",1095,0.3,1072,0.4,1175,0.4,985,0.3,1275,0.3
"2","6","1","2","3","魚肉練製品",686,0.2,718,0.2,658,0.2,660,0.2,654,0.1
"2","6","1","2","4","他の魚介加工品",909,0.3,987,0.3,875,0.3,771,0.2,914,0.2
"2","5","1","3","0","肉類",8773,2.6,6787,2.3,9144,2.8,11794,3.2,11903,2.4
"2","6","1","3","1","生鮮肉",7464,2.2,5779,1.9,7706,2.4,10063,2.8,10273,2.1
