"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2243,-,6856,-,377,-,63,-,524,-,6352,-
"0","0","0","0","0","調査世帯数",324,-,72,-,224,-,12,-,2,-,16,-,206,-
"0","0","0","0","0","世帯人員",3.22,-,2.00,-,3.66,-,2.33,-,x,-,3.24,-,3.34,-
"0","0","0","0","0","有業人員",1.86,-,1.61,-,1.94,-,1.72,-,x,-,2.04,-,2.18,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,56.2,-,48.5,-,57.2,-,x,-,57.7,-,49.9,-
"1","0","0","0","0","受取",1481041,-,1307110,-,1636201,-,533043,-,x,-,877901,-,1595229,-
"1","1","0","0","0","実収入",632295,100.0,555128,100.0,697141,100.0,223546,100.0,x,x,408426,100.0,696028,100.0
"1","2","0","0","0","経常収入",625243,98.9,550955,99.2,689157,98.9,206659,92.4,x,x,408333,100.0,688622,98.9
"1","3","0","0","0","勤め先収入",609448,96.4,537312,96.8,672033,96.4,180291,80.7,x,x,408333,100.0,676562,97.2
"1","4","0","0","0","世帯主収入",484368,76.6,427726,77.0,531278,76.2,167223,74.8,x,x,341381,83.6,486849,69.9
"1","6","0","0","0","うち男",469194,74.2,422230,76.1,521940,74.9,53269,23.8,-,-,279528,68.4,475829,68.4
"1","5","0","0","0","定期収入",460982,72.9,419099,75.5,500122,71.7,165934,74.2,x,x,340583,83.4,452969,65.1
"1","5","0","0","0","臨時収入",7312,1.2,8627,1.6,7783,1.1,-,-,-,-,799,0.2,8710,1.3
"1","5","0","0","0","賞与",16073,2.5,-,-,23374,3.4,1290,0.6,x,x,-,-,25171,3.6
"1","4","0","0","0","世帯主の配偶者の収入",117033,18.5,109586,19.7,129737,18.6,-,-,-,-,66952,16.4,183204,26.3
"1","6","0","0","0","うち女",111922,17.7,101202,18.2,125025,17.9,-,-,-,-,66952,16.4,175158,25.2
"1","4","0","0","0","他の世帯員収入",8046,1.3,-,-,11017,1.6,13068,5.8,-,-,-,-,6510,0.9
"1","3","0","0","0","事業・内職収入",7119,1.1,10615,1.9,6911,1.0,-,-,-,-,-,-,6633,1.0
"1","4","0","0","0","家賃収入",2594,0.4,6764,1.2,1571,0.2,-,-,-,-,-,-,2316,0.3
"1","4","0","0","0","他の事業収入",3523,0.6,3851,0.7,3878,0.6,-,-,-,-,-,-,4123,0.6
"1","4","0","0","0","内職収入",1003,0.2,-,-,1463,0.2,-,-,-,-,-,-,194,0.0
"1","3","0","0","0","他の経常収入",8676,1.4,3028,0.5,10213,1.5,26368,11.8,x,x,-,-,5427,0.8
"1","4","0","0","0","財産収入",1001,0.2,2952,0.5,494,0.1,-,-,-,-,-,-,125,0.0
"1","4","0","0","0","社会保障給付",7417,1.2,76,0.0,9650,1.4,20789,9.3,x,x,-,-,5227,0.8
"1","5","0","0","0","公的年金給付",1291,0.2,-,-,1882,0.3,-,-,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",6127,1.0,76,0.0,7767,1.1,20789,9.3,x,x,-,-,5227,0.8
"1","4","0","0","0","仕送り金",258,0.0,-,-,69,0.0,5580,2.5,x,x,-,-,74,0.0
"1","2","0","0","0","特別収入",7052,1.1,4174,0.8,7984,1.1,16887,7.6,x,x,93,0.0,7407,1.1
"1","3","0","0","0","受贈金",2332,0.4,2816,0.5,2480,0.4,-,-,-,-,-,-,2195,0.3
"1","3","0","0","0","他の特別収入",4720,0.7,1358,0.2,5504,0.8,16887,7.6,x,x,93,0.0,5212,0.7
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",609938,-,567502,-,665665,-,217314,-,x,-,345090,-,649593,-
"1","2","0","0","0","預貯金引出",433325,-,396104,-,475538,-,145655,-,x,-,247432,-,462339,-
"1","2","0","0","0","保険金",3341,-,2727,-,3981,-,-,-,-,-,-,-,4092,-
"1","3","0","0","0","個人・企業年金保険金",741,-,2727,-,189,-,-,-,-,-,-,-,-,-
"1","3","0","0","0","他の保険金",2599,-,-,-,3791,-,-,-,-,-,-,-,4092,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",3408,-,-,-,4970,-,-,-,-,-,-,-,5364,-
"1","2","0","0","0","クレジット購入借入金",169196,-,168390,-,180294,-,71659,-,x,-,97658,-,177648,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",668,-,281,-,882,-,-,-,-,-,-,-,151,-
"1","1","0","0","0","繰入金",238809,-,184479,-,273395,-,92183,-,x,-,124385,-,249607,-
"2","0","0","0","0","支払",1481041,-,1307110,-,1636201,-,533043,-,x,-,877901,-,1595229,-
"2","1","0","0","0","実支出",550646,-,493293,-,602426,-,245640,-,x,-,338224,-,581523,-
"2","2","0","0","0","生計支出",400235,-,353202,-,437068,-,180817,-,x,-,277606,-,423830,-
"2","3","0","0","0","消費支出",400235,100.0,353202,100.0,437068,100.0,180817,100.0,x,x,277606,100.0,423830,100.0
"2","4","1","0","0","食料",103751,25.9,96039,27.2,107990,24.7,63608,35.2,x,x,110196,39.7,106780,25.2
"2","5","1","1","0","穀類",7536,1.9,5980,1.7,8094,1.9,5251,2.9,x,x,8540,3.1,7943,1.9
"2","6","1","1","1","米類",1864,0.5,1358,0.4,1990,0.5,1450,0.8,x,x,2682,1.0,1924,0.5
"2","6","1","1","2","パン",3432,0.9,2857,0.8,3762,0.9,1703,0.9,x,x,2818,1.0,3721,0.9
"2","6","1","1","3","麺類",1721,0.4,1257,0.4,1806,0.4,1737,1.0,x,x,2581,0.9,1792,0.4
