"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",312,-,-,46,-,45,-,42,-,48,-,43,-,44,-,44,-
"0","0","世帯人員",3.28,-,-,2.88,-,3.05,-,3.60,-,3.18,-,3.42,-,3.45,-,3.35,-
"0","0","有業人員",1.85,-,-,1.54,-,1.85,-,1.70,-,1.86,-,1.83,-,2.12,-,2.03,-
"0","0","世帯主平均年齢",51.0,-,-,56.4,-,52.2,-,49.2,-,48.7,-,49.4,-,51.7,-,49.7,-
"0","0","消費支出",426309,-,7.3,241856,-,296864,-,471587,-,408756,-,462452,-,566135,-,530232,-
"0","0","公共的料金",156352,36.7,8.8,67622,28.0,86361,29.1,178450,37.8,163140,39.9,157254,34.0,288830,51.0,152257,28.7
"1","0","公共料金等",66798,15.7,-2.6,39921,16.5,67915,22.9,53357,11.3,54028,13.2,74688,16.2,86044,15.2,91029,17.2
"1","1","米",1736,0.4,6.1,1908,0.8,2154,0.7,1506,0.3,1371,0.3,1686,0.4,1826,0.3,1713,0.3
"1","1","食塩",33,0.0,13.8,68,0.0,10,0.0,45,0.0,18,0.0,29,0.0,36,0.0,26,0.0
"1","1","学校給食",145,0.0,-77.5,93,0.0,240,0.1,144,0.0,202,0.0,80,0.0,80,0.0,176,0.0
"1","1","公営家賃",181,0.0,-84.3,-,-,1289,0.4,-,-,-,-,-,-,-,-,-,-
"1","1","電気代",11286,2.6,-11.9,8071,3.3,15682,5.3,8968,1.9,11154,2.7,10849,2.3,12681,2.2,11660,2.2
"1","1","都市ガス",7397,1.7,-10.9,6324,2.6,7915,2.7,7473,1.6,6092,1.5,7532,1.6,8117,1.4,8305,1.6
"1","1","上下水道料",5573,1.3,17.3,4520,1.9,4373,1.5,4299,0.9,5796,1.4,5740,1.2,7307,1.3,6946,1.3
"1","1","医科診療代",3942,0.9,-5.1,3754,1.6,9790,3.3,1462,0.3,2432,0.6,2184,0.5,4403,0.8,3701,0.7
"1","1","歯科診療代",1073,0.3,-43.5,327,0.1,1308,0.4,975,0.2,1132,0.3,1108,0.2,1435,0.3,1218,0.2
"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
