"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",617,-,-,82,-,91,-,90,-,89,-,90,-,87,-,88,-
"0","0","0","0","0","世帯人員",2.92,-,-,2.75,-,2.83,-,2.72,-,2.76,-,3.09,-,2.82,-,3.48,-
"0","0","0","0","0","有業人員",1.38,-,-,1.24,-,1.27,-,1.19,-,1.47,-,1.40,-,1.42,-,1.68,-
"0","0","0","0","0","世帯主平均年齢",61.0,-,-,62.7,-,63.9,-,63.6,-,62.9,-,59.6,-,60.0,-,54.2,-
"2","2","0","0","0","生計支出",306814,-,3.4,94501,-,154636,-,206762,-,252846,-,302433,-,386775,-,745967,-
"2","3","0","0","0","消費支出",306814,100.0,3.4,94501,100.0,154636,100.0,206762,100.0,252846,100.0,302433,100.0,386775,100.0,745967,100.0
"2","4","1","0","0","食料",91276,29.7,7.9,49643,52.5,64383,41.6,80483,38.9,93083,36.8,95291,31.5,122348,31.6,133176,17.9
"2","5","1","1","0","穀類",6687,2.2,3.0,4480,4.7,5522,3.6,6432,3.1,6844,2.7,7289,2.4,8004,2.1,8205,1.1
"2","6","1","1","1","米類",1575,0.5,3.2,880,0.9,1481,1.0,1312,0.6,1820,0.7,1898,0.6,1862,0.5,1770,0.2
"2","6","1","1","2","パン",3130,1.0,3.3,2167,2.3,2412,1.6,3225,1.6,3281,1.3,3093,1.0,3814,1.0,3903,0.5
"2","6","1","1","3","麺類",1488,0.5,0.9,1174,1.2,1213,0.8,1374,0.7,1375,0.5,1703,0.6,1712,0.4,1861,0.2
"2","6","1","1","4","他の穀類",494,0.2,6.5,259,0.3,416,0.3,521,0.3,369,0.1,596,0.2,615,0.2,672,0.1
"2","5","1","2","0","魚介類",6484,2.1,16.6,3854,4.1,4756,3.1,6022,2.9,6258,2.5,6552,2.2,9647,2.5,8268,1.1
"2","6","1","2","1","生鮮魚介",3624,1.2,17.7,2277,2.4,2557,1.7,3336,1.6,3313,1.3,3746,1.2,5389,1.4,4730,0.6
"2","6","1","2","2","塩干魚介",1193,0.4,15.0,614,0.6,992,0.6,1119,0.5,1113,0.4,1048,0.3,1789,0.5,1670,0.2
"2","6","1","2","3","魚肉練製品",703,0.2,17.0,508,0.5,617,0.4,671,0.3,1041,0.4,763,0.3,785,0.2,536,0.1
"2","6","1","2","4","他の魚介加工品",965,0.3,14.1,456,0.5,591,0.4,896,0.4,791,0.3,995,0.3,1685,0.4,1332,0.2
"2","5","1","3","0","肉類",8558,2.8,5.3,4807,5.1,6203,4.0,8520,4.1,9064,3.6,9238,3.1,10989,2.8,11034,1.5
"2","6","1","3","1","生鮮肉",7145,2.3,6.9,4009,4.2,5198,3.4,6935,3.4,7629,3.0,7713,2.6,9339,2.4,9151,1.2
"2","6","1","3","2","加工肉",1413,0.5,-2.0,798,0.8,1005,0.6,1585,0.8,1435,0.6,1525,0.5,1650,0.4,1883,0.3
"2","5","1","4","0","乳卵類",4594,1.5,7.9,2797,3.0,4205,2.7,4316,2.1,4445,1.8,5090,1.7,5646,1.5,5632,0.8
"2","6","1","4","1","牛乳",1320,0.4,4.0,919,1.0,1316,0.9,1308,0.6,1232,0.5,1333,0.4,1563,0.4,1566,0.2
"2","6","1","4","2","乳製品",2346,0.8,13.3,1308,1.4,2029,1.3,2136,1.0,2329,0.9,2732,0.9,2912,0.8,2962,0.4
"2","6","1","4","3","卵",927,0.3,0.9,570,0.6,860,0.6,872,0.4,883,0.3,1025,0.3,1171,0.3,1105,0.1
"2","5","1","5","0","野菜・海藻",9921,3.2,7.5,6264,6.6,8089,5.2,9731,4.7,10776,4.3,11113,3.7,12126,3.1,11301,1.5
"2","6","1","5","1","生鮮野菜",6887,2.2,7.7,4238,4.5,5517,3.6,7006,3.4,7309,2.9,7817,2.6,8542,2.2,7740,1.0
"2","6","1","5","2","乾物・海藻",773,0.3,11.9,477,0.5,664,0.4,590,0.3,807,0.3,1013,0.3,944,0.2,912,0.1
"2","6","1","5","3","大豆加工品",1148,0.4,10.2,712,0.8,985,0.6,1174,0.6,1247,0.5,1241,0.4,1344,0.3,1330,0.2
"2","6","1","5","4","他の野菜・海藻加工品",1113,0.4,1.0,838,0.9,922,0.6,961,0.5,1413,0.6,1042,0.3,1296,0.3,1319,0.2
"2","5","1","6","0","果物",3575,1.2,3.0,2031,2.1,2775,1.8,3503,1.7,3511,1.4,4148,1.4,5324,1.4,3714,0.5
"2","6","1","6","1","生鮮果物",3088,1.0,0.1,1737,1.8,2447,1.6,3150,1.5,3129,1.2,3513,1.2,4451,1.2,3173,0.4
"2","6","1","6","2","果物加工品",487,0.2,26.2,294,0.3,327,0.2,353,0.2,382,0.2,636,0.2,873,0.2,540,0.1
"2","5","1","7","0","油脂・調味料",4228,1.4,10.9,2251,2.4,3398,2.2,4232,2.0,4247,1.7,4759,1.6,5390,1.4,5287,0.7
"2","6","1","7","1","油脂",434,0.1,16.7,205,0.2,263,0.2,543,0.3,376,0.1,443,0.1,613,0.2,587,0.1
"2","6","1","7","2","調味料",3794,1.2,10.3,2046,2.2,3135,2.0,3689,1.8,3871,1.5,4316,1.4,4776,1.2,4701,0.6
"2","5","1","8","0","菓子類",8359,2.7,8.5,4831,5.1,5943,3.8,7520,3.6,7849,3.1,8654,2.9,11187,2.9,12475,1.7
"2","5","1","9","0","調理食品",14252,4.6,11.2,8447,8.9,11171,7.2,13297,6.4,18004,7.1,12808,4.2,18505,4.8,17524,2.3
"2","6","1","9","1","主食的調理食品",6594,2.1,6.5,3959,4.2,4478,2.9,5993,2.9,8466,3.3,5659,1.9,8617,2.2,8989,1.2
"2","6","1","9","2","他の調理食品",7657,2.5,15.5,4489,4.8,6693,4.3,7304,3.5,9539,3.8,7149,2.4,9888,2.6,8534,1.1
"2","5","1","10","0","飲料",4914,1.6,2.2,2816,3.0,4231,2.7,3918,1.9,5100,2.0,4400,1.5,6407,1.7,7513,1.0
"2","6","1","10","1","茶類",1142,0.4,0.3,826,0.9,1066,0.7,918,0.4,1251,0.5,926,0.3,1446,0.4,1565,0.2
"2","6","1","10","2","コーヒー・ココア",1185,0.4,0.3,559,0.6,937,0.6,994,0.5,1217,0.5,1123,0.4,1508,0.4,1952,0.3
"2","6","1","10","3","他の飲料",2586,0.8,4.0,1430,1.5,2228,1.4,2006,1.0,2632,1.0,2352,0.8,3453,0.9,3996,0.5
"2","5","1","11","0","酒類",3593,1.2,10.1,1879,2.0,3037,2.0,2857,1.4,3433,1.4,3734,1.2,4503,1.2,5688,0.8
"2","5","1","12","0","外食",16111,5.3,6.9,5187,5.5,5054,3.3,10134,4.9,13552,5.4,17506,5.8,24621,6.4,36536,4.9
"2","6","1","12","1","一般外食",15756,5.1,10.2,5187,5.5,4899,3.2,9818,4.7,13347,5.3,16868,5.6,23972,6.2,36025,4.8
"2","6","1","12","2","学校給食",355,0.1,-54.4,-,-,154,0.1,316,0.2,204,0.1,638,0.2,649,0.2,511,0.1
"2","4","2","0","0","住居",19782,6.4,-18.2,734,0.8,4486,2.9,7822,3.8,15361,6.1,19219,6.4,15616,4.0,74826,10.0
"2","5","2","1","0","家賃地代",10637,3.5,-31.9,565,0.6,3931,2.5,7097,3.4,13891,5.5,15259,5.0,11747,3.0,21809,2.9
"2","5","2","2","0","設備修繕・維持",9145,3.0,6.7,169,0.2,555,0.4,724,0.4,1470,0.6,3960,1.3,3869,1.0,53017,7.1
"2","6","2","2","1","設備材料",3477,1.1,35.2,13,0.0,96,0.1,64,0.0,50,0.0,1003,0.3,2773,0.7,20254,2.7
"2","6","2","2","2","工事その他のサービス",5667,1.8,-5.5,156,0.2,459,0.3,661,0.3,1420,0.6,2957,1.0,1097,0.3,32763,4.4
"2","4","3","0","0","光熱・水道",25399,8.3,-23.7,11583,12.3,23270,15.0,26033,12.6,25967,10.3,28201,9.3,27505,7.1,35004,4.7
"2","5","3","1","0","電気代",11735,3.8,-27.9,5484,5.8,9953,6.4,12586,6.1,11874,4.7,12514,4.1,12846,3.3,16774,2.2
"2","5","3","2","0","ガス代",8285,2.7,-23.7,3992,4.2,7409,4.8,7870,3.8,8538,3.4,9017,3.0,9633,2.5,11476,1.5
"2","5","3","3","0","他の光熱",517,0.2,-12.7,193,0.2,905,0.6,501,0.2,507,0.2,717,0.2,396,0.1,398,0.1
"2","5","3","4","0","上下水道料",4862,1.6,-12.3,1913,2.0,5002,3.2,5077,2.5,5047,2.0,5952,2.0,4630,1.2,6356,0.9
"2","4","4","0","0","家具・家事用品",12228,4.0,50.4,3165,3.3,4482,2.9,8206,4.0,8608,3.4,10090,3.3,15758,4.1,35113,4.7
"2","5","4","1","0","家庭用耐久財",4393,1.4,139.5,240,0.3,122,0.1,996,0.5,1957,0.8,1952,0.6,6042,1.6,19365,2.6
"2","6","4","1","1","家事用耐久財",2416,0.8,207.4,215,0.2,53,0.0,832,0.4,1946,0.8,1077,0.4,4141,1.1,8625,1.2
"2","6","4","1","2","冷暖房用器具",1670,0.5,224.9,-,-,61,0.0,164,0.1,-,-,434,0.1,1755,0.5,9237,1.2
"2","6","4","1","3","一般家具",307,0.1,-42.5,25,0.0,8,0.0,-,-,11,0.0,441,0.1,147,0.0,1504,0.2
"2","5","4","2","0","室内装備・装飾品",370,0.1,20.1,140,0.1,271,0.2,438,0.2,348,0.1,254,0.1,291,0.1,840,0.1
"2","5","4","3","0","寝具類",1216,0.4,297.4,146,0.2,110,0.1,984,0.5,39,0.0,392,0.1,1399,0.4,5410,0.7
"2","5","4","4","0","家事雑貨",2551,0.8,23.5,890,0.9,1572,1.0,2216,1.1,2493,1.0,2944,1.0,3513,0.9,4202,0.6
"2","5","4","5","0","家事用消耗品",3061,1.0,6.0,1650,1.7,2200,1.4,3054,1.5,3471,1.4,3051,1.0,4035,1.0,3955,0.5
"2","5","4","6","0","家事サービス",637,0.2,-12.7,99,0.1,207,0.1,518,0.3,300,0.1,1497,0.5,478,0.1,1341,0.2
"2","4","5","0","0","被服及び履物",10892,3.6,35.8,2118,2.2,2514,1.6,4561,2.2,6104,2.4,11892,3.9,21347,5.5,27559,3.7
"2","5","5","1","0","和服",8,0.0,-94.0,-,-,-,-,11,0.0,-,-,-,-,23,0.0,21,0.0
"2","5","5","2","0","洋服",5321,1.7,48.0,770,0.8,981,0.6,1680,0.8,2802,1.1,6539,2.2,9903,2.6,14489,1.9
"2","6","5","2","1","男子用洋服",2132,0.7,100.6,78,0.1,496,0.3,404,0.2,1417,0.6,2865,0.9,3758,1.0,5868,0.8
"2","6","5","2","2","婦人用洋服",2834,0.9,29.8,617,0.7,447,0.3,1099,0.5,1220,0.5,2831,0.9,6034,1.6,7552,1.0
"2","6","5","2","3","子供用洋服",356,0.1,1.7,75,0.1,39,0.0,177,0.1,165,0.1,843,0.3,111,0.0,1068,0.1
"2","5","5","3","0","シャツ・セーター類",1654,0.5,37.8,487,0.5,447,0.3,537,0.3,692,0.3,2370,0.8,2894,0.7,4124,0.6
"2","6","5","3","1","男子用シャツ・セーター類",550,0.2,64.7,197,0.2,123,0.1,97,0.0,205,0.1,735,0.2,1186,0.3,1300,0.2
"2","6","5","3","2","婦人用シャツ・セーター類",951,0.3,18.6,259,0.3,264,0.2,350,0.2,452,0.2,1468,0.5,1548,0.4,2295,0.3
"2","6","5","3","3","子供用シャツ・セーター類",154,0.1,140.6,30,0.0,60,0.0,90,0.0,35,0.0,167,0.1,160,0.0,529,0.1
"2","5","5","4","0","下着類",889,0.3,7.5,269,0.3,336,0.2,760,0.4,621,0.2,831,0.3,1672,0.4,1725,0.2
"2","6","5","4","1","男子用下着類",345,0.1,41.4,183,0.2,150,0.1,355,0.2,162,0.1,533,0.2,817,0.2,208,0.0
"2","6","5","4","2","婦人用下着類",460,0.1,-14.7,82,0.1,186,0.1,356,0.2,340,0.1,215,0.1,814,0.2,1223,0.2
"2","6","5","4","3","子供用下着類",84,0.0,90.9,3,0.0,-,-,48,0.0,119,0.0,84,0.0,40,0.0,293,0.0
"2","5","5","5","0","生地・糸類",49,0.0,-58.8,21,0.0,30,0.0,26,0.0,63,0.0,64,0.0,33,0.0,104,0.0
"2","5","5","6","0","他の被服",727,0.2,17.3,197,0.2,211,0.1,520,0.3,561,0.2,552,0.2,1350,0.3,1694,0.2
"2","5","5","7","0","履物類",1477,0.5,29.6,138,0.1,445,0.3,467,0.2,980,0.4,1169,0.4,2774,0.7,4352,0.6
"2","5","5","8","0","被服関連サービス",766,0.2,99.0,236,0.2,64,0.0,561,0.3,385,0.2,367,0.1,2697,0.7,1050,0.1
