"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,8335,-,1298,-,43,-,324,-
"0","0","0","0","0","調査世帯数",312,-,265,-,37,-,1,-,9,-
"0","0","0","0","0","世帯人員",3.28,-,3.30,-,3.00,-,x,-,3.67,-
"0","0","0","0","0","有業人員",1.85,-,1.87,-,1.65,-,x,-,2.07,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,51.9,-,46.0,-,x,-,49.6,-
"1","0","0","0","0","受取",1609490,-,1605766,-,1695966,-,x,-,1498283,-
"1","1","0","0","0","実収入",705282,100.0,711563,100.0,612049,100.0,x,x,964478,100.0
"1","2","0","0","0","経常収入",696422,98.7,701729,98.6,609477,99.6,x,x,954297,98.9
"1","3","0","0","0","勤め先収入",644232,91.3,643490,90.4,599198,97.9,x,x,882912,91.5
"1","4","0","0","0","世帯主収入",505879,71.7,505863,71.1,460983,75.3,x,x,725329,75.2
"1","6","0","0","0","うち男",488178,69.2,491826,69.1,440573,72.0,x,x,621939,64.5
"1","5","0","0","0","定期収入",466398,66.1,463211,65.1,450120,73.5,x,x,647555,67.1
"1","5","0","0","0","臨時収入",12925,1.8,14043,2.0,9230,1.5,-,-,719,0.1
"1","5","0","0","0","賞与",26556,3.8,28609,4.0,1633,0.3,-,-,77055,8.0
"1","4","0","0","0","世帯主の配偶者の収入",125906,17.9,124588,17.5,129561,21.2,x,x,143536,14.9
"1","6","0","0","0","うち女",116843,16.6,118255,16.6,129561,21.2,x,x,26839,2.8
"1","4","0","0","0","他の世帯員収入",12447,1.8,13039,1.8,8653,1.4,-,-,14047,1.5
"1","3","0","0","0","事業・内職収入",7301,1.0,8629,1.2,-,-,-,-,3351,0.3
"1","4","0","0","0","家賃収入",3145,0.4,3773,0.5,-,-,-,-,-,-
"1","4","0","0","0","他の事業収入",3116,0.4,3608,0.5,-,-,-,-,3351,0.3
"1","4","0","0","0","内職収入",1040,0.1,1248,0.2,-,-,-,-,-,-
"1","3","0","0","0","他の経常収入",44889,6.4,49610,7.0,10279,1.7,-,-,68034,7.1
"1","4","0","0","0","財産収入",2393,0.3,2871,0.4,-,-,-,-,0,0.0
