"区分","項目","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",617,-,-,82,-,91,-,90,-,89,-,90,-,87,-,88,-
"0","0","世帯人員",2.92,-,-,2.75,-,2.83,-,2.72,-,2.76,-,3.09,-,2.82,-,3.48,-
"0","0","有業人員",1.38,-,-,1.24,-,1.27,-,1.19,-,1.47,-,1.40,-,1.42,-,1.68,-
"0","0","世帯主平均年齢",61.0,-,-,62.7,-,63.9,-,63.6,-,62.9,-,59.6,-,60.0,-,54.2,-
"0","0","消費支出",292187,100.0,3.2,91977,100.0,147583,100.0,196728,100.0,236614,100.0,289635,100.0,365199,100.0,713911,100.0
"1","0","商品",160422,54.9,3.8,71316,77.5,104666,70.9,130894,66.5,148925,62.9,166804,57.6,215204,58.9,283783,39.8
"1","1","耐久財",13737,4.7,35.2,1252,1.4,670,0.5,2439,1.2,3122,1.3,11563,4.0,16114,4.4,60678,8.5
"1","2","半耐久財",21064,7.2,13.5,4314,4.7,6370,4.3,10347,5.3,13514,5.7,23097,8.0,35440,9.7,54065,7.6
"1","3","非耐久財",125620,43.0,-0.2,65750,71.5,97626,66.1,118108,60.0,132289,55.9,132144,45.6,163650,44.8,169040,23.7
"1","0","サービス",131765,45.1,2.6,20661,22.5,42917,29.1,65834,33.5,87689,37.1,122832,42.4,149996,41.1,430127,60.2
"2","0","食料",95646,32.7,9.8,50721,55.1,66190,44.8,82415,41.9,96672,40.9,99368,34.3,130510,35.7,143087,20.0
"2","3","非耐久財",77566,26.5,8.9,45126,49.1,60476,41.0,71677,36.4,81668,34.5,79714,27.5,103364,28.3,100593,14.1
"2","4","サービス",18080,6.2,13.6,5595,6.1,5714,3.9,10738,5.5,15004,6.3,19655,6.8,27146,7.4,42495,6.0
"2","0","住居",19782,6.8,-18.2,734,0.8,4486,3.0,7822,4.0,15361,6.5,19219,6.6,15622,4.3,74826,10.5
"2","1","耐久財",3243,1.1,37.0,-,-,-,-,11,0.0,-,-,452,0.2,2428,0.7,19726,2.8
"2","2","半耐久財",235,0.1,15.2,13,0.0,96,0.1,52,0.0,50,0.0,551,0.2,350,0.1,529,0.1
"2","4","サービス",16304,5.6,-24.6,722,0.8,4390,3.0,7758,3.9,15311,6.5,18216,6.3,12844,3.5,54572,7.6
