"区分","項目","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",595,-,-,77,-,88,-,89,-,86,-,88,-,85,-,82,-
"0","0","世帯人員",2.93,-,-,2.64,-,2.72,-,2.82,-,2.98,-,2.98,-,3.02,-,3.34,-
"0","0","有業人員",1.38,-,-,1.20,-,1.31,-,1.24,-,1.20,-,1.68,-,1.43,-,1.61,-
"0","0","世帯主平均年齢",61.6,-,-,64.6,-,65.7,-,64.0,-,59.6,-,58.7,-,60.2,-,58.6,-
"0","0","消費支出",369287,100.0,6.1,96048,100.0,155910,100.0,201938,100.0,255017,100.0,331653,100.0,426334,100.0,1113578,100.0
"1","0","商品",166908,45.2,0.6,76147,79.3,105570,67.7,130589,64.7,154231,60.5,178207,53.7,225767,53.0,296559,26.6
"1","1","耐久財",17881,4.8,44.6,365,0.4,930,0.6,1812,0.9,6763,2.7,12134,3.7,18925,4.4,83901,7.5
"1","2","半耐久財",22261,6.0,-11.4,4071,4.2,8164,5.2,12206,6.0,14961,5.9,29330,8.8,38467,9.0,48321,4.3
"1","3","非耐久財",126767,34.3,-1.3,71711,74.7,96476,61.9,116572,57.7,132507,52.0,136744,41.2,168375,39.5,164337,14.8
"1","0","サービス",202378,54.8,11.0,19902,20.7,50340,32.3,71348,35.3,100786,39.5,153446,46.3,200568,47.0,817019,73.4
"2","0","食料",96883,26.2,-1.3,52970,55.1,68236,43.8,85707,42.4,98090,38.5,106556,32.1,131683,30.9,134367,12.1
"2","3","非耐久財",78620,21.3,0.8,48562,50.6,60550,38.8,74312,36.8,81520,32.0,82017,24.7,101195,23.7,101815,9.1
"2","4","サービス",18263,4.9,-9.1,4408,4.6,7686,4.9,11395,5.6,16569,6.5,24538,7.4,30488,7.2,32552,2.9
"2","0","住居",34957,9.5,41.4,865,0.9,5005,3.2,8311,4.1,15151,5.9,20986,6.3,17200,4.0,176568,15.9
"2","1","耐久財",4104,1.1,145.2,-,-,15,0.0,-,-,869,0.3,1356,0.4,2316,0.5,24091,2.2
"2","2","半耐久財",268,0.1,-18.8,18,0.0,36,0.0,95,0.0,879,0.3,278,0.1,160,0.0,414,0.0
"2","4","サービス",30584,8.3,34.6,846,0.9,4954,3.2,8216,4.1,13403,5.3,19352,5.8,14724,3.5,152062,13.7
"2","0","光熱・水道（非耐久財）",24660,6.7,-7.7,13431,14.0,20583,13.2,23224,11.5,27279,10.7,26356,7.9,33639,7.9,28000,2.5
"2","0","家具・家事用品",13050,3.5,7.9,3073,3.2,4683,3.0,6899,3.4,9694,3.8,13692,4.1,18217,4.3,34927,3.1
"2","1","耐久財",5421,1.5,10.7,347,0.4,416,0.3,1372,0.7,2581,1.0,5355,1.6,6451,1.5,21327,1.9
"2","2","半耐久財",3455,0.9,16.5,878,0.9,1550,1.0,2072,1.0,2653,1.0,3861,1.2,5714,1.3,7419,0.7
