"区分","項目","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",612,-,-,81,-,88,-,93,-,93,-,89,-,87,-,81,-
"0","0","世帯人員",2.93,-,-,2.83,-,2.68,-,2.88,-,2.81,-,2.98,-,3.08,-,3.22,-
"0","0","有業人員",1.39,-,-,1.19,-,1.17,-,1.29,-,1.40,-,1.49,-,1.59,-,1.62,-
"0","0","世帯主平均年齢",60.9,-,-,63.4,-,66.0,-,63.2,-,58.3,-,61.2,-,56.9,-,57.8,-
"0","0","消費支出",355600,100.0,9.6,101380,100.0,159931,100.0,209652,100.0,275035,100.0,348102,100.0,436611,100.0,953674,100.0
"1","0","商品",216758,61.0,17.7,78288,77.2,116951,73.1,135899,64.8,168574,61.3,196594,56.5,224222,51.4,594082,62.3
"1","1","耐久財",51913,14.6,135.2,243,0.2,4285,2.7,2253,1.1,7436,2.7,14020,4.0,23017,5.3,310581,32.6
"1","2","半耐久財",26426,7.4,1.4,3476,3.4,6288,3.9,14502,6.9,21841,7.9,29380,8.4,33427,7.7,75669,7.9
"1","3","非耐久財",138419,38.9,1.7,74569,73.6,106377,66.5,119145,56.8,139297,50.6,153194,44.0,167778,38.4,207833,21.8
"1","0","サービス",138842,39.0,-1.1,23092,22.8,42980,26.9,73753,35.2,106461,38.7,151509,43.5,212389,48.6,359592,37.7
"2","0","食料",105320,29.6,7.0,57165,56.4,73352,45.9,88209,42.1,108288,39.4,113356,32.6,137247,31.4,158982,16.7
"2","3","非耐久財",83467,23.5,6.6,51204,50.5,65738,41.1,76947,36.7,83606,30.4,90470,26.0,99149,22.7,116784,12.2
"2","4","サービス",21853,6.1,8.6,5961,5.9,7614,4.8,11262,5.4,24682,9.0,22886,6.6,38098,8.7,42198,4.4
"2","0","住居",25829,7.3,24.9,1008,1.0,2855,1.8,11476,5.5,15414,5.6,17016,4.9,30212,6.9,102257,10.7
"2","1","耐久財",8709,2.4,112.6,-,-,8,0.0,-,-,1396,0.5,781,0.2,1080,0.2,57419,6.0
"2","2","半耐久財",254,0.1,-16.4,12,0.0,51,0.0,187,0.1,308,0.1,340,0.1,40,0.0,835,0.1
"2","4","サービス",16867,4.7,3.6,996,1.0,2795,1.7,11289,5.4,13710,5.0,15895,4.6,29091,6.7,44003,4.6
"2","0","光熱・水道（非耐久財）",26955,7.6,-19.0,12534,12.4,23148,14.5,21276,10.1,30797,11.2,30542,8.8,31362,7.2,38902,4.1
"2","0","家具・家事用品",13738,3.9,31.1,3484,3.4,5195,3.2,7492,3.6,10076,3.7,13493,3.9,18697,4.3,37527,3.9
"2","1","耐久財",5270,1.5,32.1,37,0.0,579,0.4,1375,0.7,3048,1.1,2844,0.8,8615,2.0,20265,2.1
"2","2","半耐久財",3990,1.1,43.7,1107,1.1,1377,0.9,2232,1.1,3350,1.2,5428,1.6,4634,1.1,9753,1.0
"2","3","非耐久財",3740,1.1,14.6,1981,2.0,3073,1.9,3133,1.5,3520,1.3,4388,1.3,4840,1.1,5225,0.5
"2","4","サービス",738,0.2,62.6,360,0.4,166,0.1,751,0.4,158,0.1,832,0.2,607,0.1,2284,0.2
"2","0","被服及び履物",13393,3.8,-0.2,1489,1.5,3513,2.2,5927,2.8,9457,3.4,13460,3.9,18679,4.3,40992,4.3
"2","2","半耐久財",11679,3.3,-6.1,1302,1.3,3448,2.2,5560,2.7,8903,3.2,12823,3.7,17634,4.0,31895,3.3
"2","4","サービス",1714,0.5,75.3,187,0.2,65,0.0,367,0.2,554,0.2,637,0.2,1045,0.2,9097,1.0
"2","0","保健医療",20507,5.8,15.2,4441,4.4,9502,5.9,13231,6.3,15155,5.5,22402,6.4,25522,5.8,53024,5.6
"2","1","耐久財",1405,0.4,21.9,16,0.0,918,0.6,299,0.1,776,0.3,655,0.2,1784,0.4,5354,0.6
"2","2","半耐久財",175,0.0,-15.0,3,0.0,95,0.1,79,0.0,145,0.1,255,0.1,301,0.1,345,0.0
"2","3","非耐久財",7620,2.1,22.2,2721,2.7,4023,2.5,6434,3.1,6389,2.3,8750,2.5,9460,2.2,15494,1.6
"2","4","サービス",11307,3.2,10.8,1701,1.7,4465,2.8,6420,3.1,7845,2.9,12742,3.7,13977,3.2,31831,3.3
"2","0","交通・通信",63027,17.7,59.0,4863,4.8,12695,7.9,20619,9.8,21934,8.0,33707,9.7,57632,13.2,288225,30.2
"2","1","耐久財",30917,8.7,388.5,31,0.0,475,0.3,147,0.1,367,0.1,1037,0.3,6907,1.6,206432,21.6
"2","2","半耐久財",2458,0.7,-22.0,20,0.0,73,0.0,2371,1.1,500,0.2,1824,0.5,1872,0.4,10490,1.1
"2","3","非耐久財",2189,0.6,8.8,449,0.4,884,0.6,1410,0.7,2212,0.8,2564,0.7,3868,0.9,3913,0.4
"2","4","サービス",27463,7.7,-2.4,4364,4.3,11263,7.0,16690,8.0,18855,6.9,28282,8.1,44985,10.3,67390,7.1
"2","0","教育",15770,4.4,-13.6,95,0.1,1058,0.7,3173,1.5,2241,0.8,16282,4.7,13811,3.2,73345,7.7
"2","3","非耐久財",802,0.2,-21.4,24,0.0,63,0.0,248,0.1,318,0.1,1158,0.3,557,0.1,3230,0.3
"2","4","サービス",14968,4.2,-13.1,71,0.1,995,0.6,2925,1.4,1923,0.7,15124,4.3,13254,3.0,70115,7.4
"2","0","教養娯楽",42591,12.0,-6.6,8740,8.6,14838,9.3,20730,9.9,30575,11.1,48576,14.0,64971,14.9,109069,11.4
"2","1","耐久財",4897,1.4,-14.1,68,0.1,1831,1.1,232,0.1,1611,0.6,6406,1.8,3377,0.8,20660,2.2
"2","2","半耐久財",4255,1.2,-15.4,679,0.7,860,0.5,2930,1.4,3716,1.4,3426,1.0,4511,1.0,13596,1.4
"2","3","非耐久財",6610,1.9,9.0,3085,3.0,4648,2.9,5516,2.6,6066,2.2,7331,2.1,8729,2.0,10849,1.1
"2","4","サービス",26828,7.5,-6.9,4908,4.8,7499,4.7,12052,5.7,19182,7.0,31413,9.0,48354,11.1,63963,6.7
"2","0","諸雑費",28471,8.0,5.6,7561,7.5,13775,8.6,17518,8.4,31098,11.3,39268,11.3,38478,8.8,51351,5.4
"2","1","耐久財",716,0.2,-11.3,91,0.1,474,0.3,200,0.1,239,0.1,2297,0.7,1254,0.3,451,0.0
"2","2","半耐久財",3616,1.0,68.3,354,0.3,384,0.2,1143,0.5,4917,1.8,5283,1.5,4434,1.0,8754,0.9
"2","3","非耐久財",7035,2.0,20.2,2572,2.5,4799,3.0,4179,2.0,6389,2.3,7989,2.3,9813,2.2,13437,1.4
"2","4","サービス",17104,4.8,-5.7,4545,4.5,8117,5.1,11996,5.7,19553,7.1,23698,6.8,22977,5.3,28710,3.0
"","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 6年 3月","","","","","","","","","","","","","","","","","","",""
"第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―　全　世　帯　―","","","","","","","","","","","","","","","","","","",""
"注1)財・サービス別結果は、品目別分類を再分類して集計した。","","","","","","","","","","","","","","","","","","",""
"注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）","","","","","","","","","","","","","","","","","","",""
