"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","35歳未満／実数（円）","35歳未満／構成比（％）","35～39歳／実数（円）","35～39歳／構成比（％）","40～44歳／実数（円）","40～44歳／構成比（％）","45～49歳／実数（円）","45～49歳／構成比（％）","50～54歳／実数（円）","50～54歳／構成比（％）","55～59歳／実数（円）","55～59歳／構成比（％）","60～64歳／実数（円）","60～64歳／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,566,-,901,-,1530,-,1404,-,1615,-,1908,-,1216,-,859,-
"0","0","0","0","0","調査世帯数",324,-,19,-,27,-,47,-,45,-,56,-,62,-,41,-,27,-
"0","0","0","0","0","世帯人員",3.22,-,3.19,-,3.30,-,3.64,-,3.40,-,3.55,-,3.08,-,2.76,-,2.44,-
"0","0","0","0","0","有業人員",1.86,-,1.63,-,1.84,-,1.60,-,1.63,-,2.10,-,2.11,-,2.03,-,1.63,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,31.9,-,37.2,-,42.3,-,47.0,-,52.5,-,56.9,-,61.8,-,69.5,-
"1","0","0","0","0","受取",1481041,-,1551088,-,2119949,-,1555826,-,1486034,-,1582258,-,1457180,-,1127265,-,987285,-
"1","1","0","0","0","実収入",632295,100.0,585037,100.0,717307,100.0,768972,100.0,593137,100.0,657965,100.0,667258,100.0,518985,100.0,429519,100.0
"1","2","0","0","0","経常収入",625243,98.9,569699,97.4,706885,98.5,765219,99.5,587595,99.1,650378,98.8,661179,99.1,506845,97.7,429170,99.9
"1","3","0","0","0","勤め先収入",609448,96.4,542872,92.8,698391,97.4,737911,96.0,579541,97.7,646091,98.2,656608,98.4,481477,92.8,387833,90.3
"1","4","0","0","0","世帯主収入",484368,76.6,435168,74.4,492100,68.6,584013,75.9,471781,79.5,517215,78.6,538566,80.7,374315,72.1,325583,75.8
"1","6","0","0","0","うち男",469194,74.2,435168,74.4,483106,67.3,579591,75.4,471781,79.5,475898,72.3,528021,79.1,341160,65.7,314303,73.2
"1","5","0","0","0","定期収入",460982,72.9,431097,73.7,461454,64.3,510530,66.4,450767,76.0,504763,76.7,532048,79.7,373078,71.9,293031,68.2
"1","5","0","0","0","臨時収入",7312,1.2,4071,0.7,30646,4.3,5493,0.7,10004,1.7,1462,0.2,6331,0.9,1237,0.2,5603,1.3
"1","5","0","0","0","賞与",16073,2.5,-,-,-,-,67989,8.8,11010,1.9,10991,1.7,187,0.0,-,-,26949,6.3
"1","4","0","0","0","世帯主の配偶者の収入",117033,18.5,107704,18.4,206290,28.8,153898,20.0,107760,18.2,125544,19.1,91645,13.7,92061,17.7,54859,12.8
"1","6","0","0","0","うち女",111922,17.7,107704,18.4,206290,28.8,153898,20.0,102886,17.3,106257,16.1,91645,13.7,81280,15.7,54859,12.8
"1","4","0","0","0","他の世帯員収入",8046,1.3,-,-,-,-,-,-,-,-,3331,0.5,26398,4.0,15101,2.9,7391,1.7
"1","3","0","0","0","事業・内職収入",7119,1.1,-,-,4522,0.6,5387,0.7,282,0.0,3897,0.6,4057,0.6,7482,1.4,41131,9.6
"1","4","0","0","0","家賃収入",2594,0.4,-,-,2806,0.4,5387,0.7,-,-,-,-,1564,0.2,-,-,14182,3.3
"1","4","0","0","0","他の事業収入",3523,0.6,-,-,351,0.0,-,-,-,-,-,-,1390,0.2,7482,1.4,26949,6.3
