"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","都平均／持家／実数（円）","都平均／持家／構成比（％）","300万円未満／実数（円）","300万円未満／構成比（％）","300万円未満／持家／実数（円）","300万円未満／持家／構成比（％）","300万円以上／実数（円）","300万円以上／構成比（％）","300万円以上／持家／実数（円）","300万円以上／持家／構成比（％）","（再掲）持家以外／実数（円）","（再掲）持家以外／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,9327,-,2948,-,2532,-,7052,-,6796,-,673,-
"0","0","0","0","0","調査世帯数",210,-,-,197,-,60,-,52,-,150,-,145,-,13,-
"0","0","0","0","0","世帯人員",2.31,-,-,2.31,-,2.25,-,2.27,-,2.34,-,2.33,-,2.29,-
"0","0","0","0","0","有業人員",0.43,-,-,0.42,-,0.34,-,0.37,-,0.47,-,0.44,-,0.57,-
"0","0","0","0","0","世帯主平均年齢",75.8,-,-,76.2,-,75.7,-,77.0,-,75.9,-,75.9,-,71.0,-
"1","0","0","0","0","受取",588473,-,25.8,591373,-,433718,-,398487,-,653163,-,663227,-,548245,-
"1","1","0","0","0","実収入",55611,100.0,-18.3,52600,100.0,32309,100.0,20636,100.0,65351,100.0,64508,100.0,97356,100.0
"1","2","0","0","0","経常収入",43664,78.5,-24.9,41406,78.7,22217,68.8,14795,71.7,52629,80.5,51319,79.6,74969,77.0
"1","3","0","0","0","勤め先収入",28511,51.3,-18.5,27876,53.0,11683,36.2,11620,56.3,35545,54.4,33932,52.6,37306,38.3
"1","4","0","0","0","世帯主収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","6","0","0","0","うち男",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","定期収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","臨時収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","賞与",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",13408,24.1,-35.0,13836,26.3,8239,25.5,7610,36.9,15569,23.8,16156,25.0,7468,7.7
"1","6","0","0","0","うち女",13408,24.1,-35.0,13836,26.3,8239,25.5,7610,36.9,15569,23.8,16156,25.0,7468,7.7
"1","4","0","0","0","他の世帯員収入",15103,27.2,5.2,14040,26.7,3443,10.7,4010,19.4,19976,30.6,17776,27.6,29837,30.6
"1","3","0","0","0","事業・内職収入",7224,13.0,-0.9,7745,14.7,1184,3.7,1378,6.7,9749,14.9,10116,15.7,-,-
"1","4","0","0","0","家賃収入",3102,5.6,-10.5,3326,6.3,-,-,-,-,4398,6.7,4564,7.1,-,-
"1","4","0","0","0","他の事業収入",368,0.7,-39.2,394,0.7,-,-,-,-,521,0.8,541,0.8,-,-
"1","4","0","0","0","内職収入",3754,6.8,16.5,4025,7.7,1184,3.7,1378,6.7,4829,7.4,5011,7.8,-,-
"1","3","0","0","0","他の経常収入",7929,14.3,-50.0,5785,11.0,9351,28.9,1798,8.7,7335,11.2,7271,11.3,37663,38.7
"1","4","0","0","0","財産収入",828,1.5,-79.0,888,1.7,142,0.4,166,0.8,1115,1.7,1157,1.8,-,-
"1","4","0","0","0","社会保障給付",5625,10.1,-49.8,3563,6.8,7807,24.2,-,-,4712,7.2,4890,7.6,34218,35.1
"1","5","0","0","0","公的年金給付",64,0.1,-99.2,69,0.1,-,-,-,-,91,0.1,94,0.1,-,-
"1","5","0","0","0","他の社会保障給付",5561,10.0,70.0,3494,6.6,7807,24.2,-,-,4622,7.1,4796,7.4,34218,35.1
"1","4","0","0","0","仕送り金",1476,2.7,101.4,1334,2.5,1401,4.3,1632,7.9,1508,2.3,1223,1.9,3446,3.5
"1","2","0","0","0","特別収入",11947,21.5,19.9,11194,21.3,10092,31.2,5841,28.3,12722,19.5,13188,20.4,22387,23.0
"1","3","0","0","0","受贈金",216,0.4,-96.1,232,0.4,558,1.7,650,3.1,73,0.1,76,0.1,-,-
"1","3","0","0","0","他の特別収入",11731,21.1,163.0,10962,20.8,9533,29.5,5191,25.2,12649,19.4,13112,20.3,22387,23.0
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",382259,-,31.9,382445,-,239183,-,199645,-,442068,-,450541,-,379677,-
"1","2","0","0","0","預貯金引出",265819,-,18.2,259513,-,202979,-,161300,-,292087,-,296098,-,353277,-
"1","2","0","0","0","保険金",35559,-,518.3,38124,-,3857,-,4491,-,48812,-,50652,-,-,-
"1","3","0","0","0","個人・企業年金保険金",35559,-,518.3,38124,-,3857,-,4491,-,48812,-,50652,-,-,-
"1","3","0","0","0","他の保険金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",80734,-,39.8,84652,-,32347,-,33855,-,100961,-,103575,-,26400,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",146,-,-88.5,157,-,-,-,-,-,207,-,215,-,-,-
"1","1","0","0","0","繰入金",150603,-,37.1,156328,-,162226,-,178205,-,145744,-,148178,-,71212,-
"2","0","0","0","0","支払",588473,-,25.8,591373,-,433718,-,398487,-,653163,-,663227,-,548245,-
"2","1","0","0","0","実支出",304841,-,10.9,306775,-,222122,-,211088,-,339420,-,342420,-,278021,-
"2","2","0","0","0","生計支出",285177,-,11.3,286106,-,217697,-,206051,-,313385,-,315927,-,272294,-
