"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","35歳未満／実数（円）","35歳未満／構成比（％）","35～39歳／実数（円）","35～39歳／構成比（％）","40～44歳／実数（円）","40～44歳／構成比（％）","45～49歳／実数（円）","45～49歳／構成比（％）","50～54歳／実数（円）","50～54歳／構成比（％）","55～59歳／実数（円）","55～59歳／構成比（％）","60～64歳／実数（円）","60～64歳／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,498,-,1016,-,1579,-,1342,-,1754,-,1775,-,1083,-,952,-
"0","0","0","0","0","調査世帯数",312,-,16,-,28,-,47,-,43,-,58,-,56,-,36,-,28,-
"0","0","0","0","0","世帯人員",3.28,-,3.18,-,3.36,-,3.73,-,3.42,-,3.70,-,3.07,-,2.80,-,2.43,-
"0","0","0","0","0","有業人員",1.85,-,1.61,-,1.68,-,1.53,-,1.76,-,2.17,-,2.00,-,2.02,-,1.73,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,31.4,-,37.3,-,42.3,-,47.2,-,52.6,-,56.9,-,61.9,-,69.6,-
"1","0","0","0","0","受取",1609490,-,1085034,-,1855465,-,1605227,-,1555648,-,1676702,-,1909758,-,1440995,-,1212132,-
"1","1","0","0","0","実収入",705282,100.0,538507,100.0,717196,100.0,765234,100.0,628109,100.0,744974,100.0,739615,100.0,665635,100.0,697089,100.0
"1","2","0","0","0","経常収入",696422,98.7,531828,98.8,711768,99.2,741474,96.9,619333,98.6,738801,99.2,732827,99.1,661692,99.4,693617,99.5
"1","3","0","0","0","勤め先収入",644232,91.3,511753,95.0,685533,95.6,714760,93.4,609954,97.1,724961,97.3,706074,95.5,594744,89.3,392959,56.4
"1","4","0","0","0","世帯主収入",505879,71.7,391420,72.7,499621,69.7,560228,73.2,453981,72.3,583809,78.4,594105,80.3,457742,68.8,302073,43.3
"1","6","0","0","0","うち男",488178,69.2,391420,72.7,499621,69.7,533452,69.7,446538,71.1,556383,74.7,582404,78.7,423691,63.7,282137,40.5
"1","5","0","0","0","定期収入",466398,66.1,367570,68.3,455319,63.5,539596,70.5,434351,69.2,520409,69.9,531046,71.8,411710,61.9,295790,42.4
"1","5","0","0","0","臨時収入",12925,1.8,4534,0.8,44302,6.2,7979,1.0,15641,2.5,13708,1.8,6564,0.9,6186,0.9,6283,0.9
"1","5","0","0","0","賞与",26556,3.8,19316,3.6,-,-,12653,1.7,3989,0.6,49692,6.7,56495,7.6,39846,6.0,-,-
