"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",332,-,-,47,-,49,-,48,-,46,-,49,-,46,-,47,-
"0","0","0","0","0","世帯人員",3.25,-,-,2.76,-,3.11,-,3.38,-,3.32,-,3.43,-,3.50,-,3.21,-
"0","0","0","0","0","有業人員",1.83,-,-,1.50,-,1.79,-,1.73,-,1.99,-,1.96,-,1.89,-,1.97,-
"0","0","0","0","0","世帯主平均年齢",51.1,-,-,58.6,-,50.8,-,49.1,-,49.6,-,48.9,-,49.0,-,51.6,-
"1","0","0","0","0","受取",1498326,-,5.1,756309,-,972691,-,1173768,-,1389721,-,1740426,-,2146722,-,2281933,-
"1","1","0","0","0","実収入",686511,100.0,6.8,299359,100.0,449885,100.0,537904,100.0,600678,100.0,735143,100.0,847405,100.0,1319503,100.0
"1","2","0","0","0","経常収入",678606,98.8,7.7,275841,92.1,444758,98.9,533502,99.2,599712,99.8,728945,99.2,840502,99.2,1311078,99.4
"1","3","0","0","0","勤め先収入",600012,87.4,6.3,99171,33.1,345429,76.8,461953,85.9,569210,94.8,686908,93.4,807639,95.3,1212663,91.9
"1","4","0","0","0","世帯主収入",475356,69.2,7.3,96838,32.3,294682,65.5,398567,74.1,451979,75.2,503505,68.5,616664,72.8,951832,72.1
"1","6","0","0","0","うち男",453598,66.1,6.7,73661,24.6,272322,60.5,379850,70.6,432805,72.1,490631,66.7,599251,70.7,913513,69.2
"1","5","0","0","0","定期収入",470933,68.6,8.5,96112,32.1,290957,64.7,397740,73.9,447233,74.5,497389,67.7,612717,72.3,941064,71.3
"1","5","0","0","0","臨時収入",3973,0.6,50.9,726,0.2,3725,0.8,827,0.2,4747,0.8,2954,0.4,3948,0.5,10731,0.8
"1","5","0","0","0","賞与",451,0.1,-92.9,-,-,-,-,-,-,-,-,3162,0.4,-,-,37,0.0
"1","4","0","0","0","世帯主の配偶者の収入",110017,16.0,-2.4,2332,0.8,37931,8.4,56687,10.5,91393,15.2,164041,22.3,190975,22.5,223328,16.9
"1","6","0","0","0","うち女",97997,14.3,-7.6,2332,0.8,33261,7.4,56687,10.5,79329,13.2,155108,21.1,174307,20.6,182198,13.8
"1","4","0","0","0","他の世帯員収入",14639,2.1,64.2,-,-,12816,2.8,6699,1.2,25837,4.3,19362,2.6,-,-,37503,2.8
"1","3","0","0","0","事業・内職収入",21929,3.2,315.6,8344,2.8,16902,3.8,35608,6.6,1089,0.2,7229,1.0,5179,0.6,78203,5.9
"1","4","0","0","0","家賃収入",7204,1.0,195.6,8344,2.8,7243,1.6,6520,1.2,-,-,7229,1.0,-,-,21012,1.6
"1","4","0","0","0","他の事業収入",13411,2.0,901.6,-,-,9659,2.1,27732,5.2,1089,0.2,-,-,-,-,54633,4.1
"1","4","0","0","0","内職収入",1314,0.2,-12.4,-,-,-,-,1356,0.3,-,-,-,-,5179,0.6,2558,0.2
"1","3","0","0","0","他の経常収入",56664,8.3,-5.4,168326,56.2,82427,18.3,35941,6.7,29412,4.9,34808,4.7,27684,3.3,20212,1.5
"1","4","0","0","0","財産収入",3391,0.5,...,1,0.0,7769,1.7,1997,0.4,0,0.0,1688,0.2,102,0.0,12035,0.9
"1","4","0","0","0","社会保障給付",52052,7.6,-12.7,164021,54.8,74658,16.6,29644,5.5,29412,4.9,33120,4.5,27582,3.3,8177,0.6
"1","5","0","0","0","公的年金給付",34089,5.0,-24.5,151231,50.5,43682,9.7,3506,0.7,10731,1.8,21700,3.0,6483,0.8,3561,0.3
"1","5","0","0","0","他の社会保障給付",17963,2.6,24.4,12790,4.3,30976,6.9,26138,4.9,18682,3.1,11419,1.6,21099,2.5,4616,0.3
"1","4","0","0","0","仕送り金",1221,0.2,...,4304,1.4,-,-,4300,0.8,-,-,-,-,-,-,-,-
"1","2","0","0","0","特別収入",7905,1.2,-39.5,23518,7.9,5128,1.1,4402,0.8,966,0.2,6198,0.8,6903,0.8,8425,0.6
"1","3","0","0","0","受贈金",185,0.0,-95.8,86,0.0,-,-,-,-,-,-,370,0.1,832,0.1,-,-
"1","3","0","0","0","他の特別収入",7721,1.1,-10.5,23432,7.8,5128,1.1,4402,0.8,966,0.2,5828,0.8,6071,0.7,8425,0.6
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",534043,-,6.0,334463,-,398089,-,436561,-,434149,-,612944,-,711659,-,802573,-
"1","2","0","0","0","預貯金引出",380990,-,-0.4,245189,-,292327,-,307519,-,337206,-,381882,-,487996,-,608314,-
"1","2","0","0","0","保険金",4767,-,24.9,24199,-,-,-,4677,-,-,-,3473,-,1386,-,-,-
"1","3","0","0","0","個人・企業年金保険金",4566,-,31.7,24199,-,-,-,4677,-,-,-,3473,-,-,-,-,-
"1","3","0","0","0","他の保険金",201,-,-42.7,-,-,-,-,-,-,-,-,-,-,1386,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",5000,-,...,-,-,-,-,-,-,8490,-,26884,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",142459,-,21.6,65014,-,105763,-,124364,-,87391,-,200683,-,219707,-,192249,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",827,-,447.7,61,-,-,-,-,-,1063,-,23,-,2570,-,2010,-
"1","1","0","0","0","繰入金",277772,-,-0.3,122487,-,124716,-,199303,-,354894,-,392339,-,587658,-,159857,-
