"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",312,-,-,46,-,45,-,42,-,48,-,43,-,44,-,44,-
"0","0","0","0","0","世帯人員",3.28,-,-,2.88,-,3.05,-,3.60,-,3.18,-,3.42,-,3.45,-,3.35,-
"0","0","0","0","0","有業人員",1.85,-,-,1.54,-,1.85,-,1.70,-,1.86,-,1.83,-,2.12,-,2.03,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,-,56.4,-,52.2,-,49.2,-,48.7,-,49.4,-,51.7,-,49.7,-
"1","0","0","0","0","受取",1609490,-,10.2,1076178,-,1016755,-,1427459,-,1371249,-,2120750,-,1814869,-,2404734,-
"1","1","0","0","0","実収入",705282,100.0,12.2,241046,100.0,422704,100.0,546886,100.0,615614,100.0,777886,100.0,899461,100.0,1406648,100.0
"1","2","0","0","0","経常収入",696422,98.7,12.0,235244,97.6,413097,97.7,536377,98.1,608240,98.8,769693,98.9,896552,99.7,1389419,98.8
"1","3","0","0","0","勤め先収入",644232,91.3,15.6,93720,38.9,350871,83.0,490124,89.6,594231,96.5,735328,94.5,869926,96.7,1347596,95.8
"1","4","0","0","0","世帯主収入",505879,71.7,14.0,85445,35.4,298174,70.5,445235,81.4,489498,79.5,576498,74.1,668871,74.4,957988,68.1
"1","6","0","0","0","うち男",488178,69.2,15.4,61931,25.7,293675,69.5,409100,74.8,489498,79.5,575272,74.0,652313,72.5,917094,65.2
"1","5","0","0","0","定期収入",466398,66.1,8.5,85342,35.4,290432,68.7,441009,80.6,479123,77.8,551705,70.9,626795,69.7,775697,55.1
"1","5","0","0","0","臨時収入",12925,1.8,104.1,103,0.0,7742,1.8,2763,0.5,7334,1.2,12732,1.6,24183,2.7,35014,2.5
"1","5","0","0","0","賞与",26556,3.8,252.9,-,-,-,-,1462,0.3,3041,0.5,12061,1.6,17893,2.0,147277,10.5
"1","4","0","0","0","世帯主の配偶者の収入",125906,17.9,25.8,8275,3.4,48842,11.6,44889,8.2,95965,15.6,151810,19.5,170171,18.9,353565,25.1
"1","6","0","0","0","うち女",116843,16.6,22.9,8275,3.4,43819,10.4,44889,8.2,95965,15.6,142330,18.3,165983,18.5,309977,22.0
"1","4","0","0","0","他の世帯員収入",12447,1.8,-7.4,-,-,3856,0.9,-,-,8768,1.4,7019,0.9,30884,3.4,36043,2.6
"1","3","0","0","0","事業・内職収入",7301,1.0,-16.6,-,-,5314,1.3,8084,1.5,-,-,5957,0.8,6372,0.7,24700,1.8
"1","4","0","0","0","家賃収入",3145,0.4,-42.3,-,-,3519,0.8,5550,1.0,-,-,5923,0.8,-,-,6793,0.5
"1","4","0","0","0","他の事業収入",3116,0.4,90.7,-,-,772,0.2,2535,0.5,-,-,35,0.0,-,-,17907,1.3
"1","4","0","0","0","内職収入",1040,0.1,-37.7,-,-,1022,0.2,-,-,-,-,-,-,6372,0.7,-,-
"1","3","0","0","0","他の経常収入",44889,6.4,-19.4,141524,58.7,56912,13.5,38168,7.0,14009,2.3,28408,3.7,20254,2.3,17123,1.2
"1","4","0","0","0","財産収入",2393,0.3,531.4,3928,1.6,0,0.0,1967,0.4,1198,0.2,4486,0.6,115,0.0,4942,0.4
"1","4","0","0","0","社会保障給付",42170,6.0,-23.8,135280,56.1,56912,13.5,36202,6.6,12811,2.1,23922,3.1,20138,2.2,12181,0.9
"1","5","0","0","0","公的年金給付",32121,4.6,-34.9,124475,51.6,55083,13.0,13862,2.5,3626,0.6,6846,0.9,19829,2.2,3771,0.3
"1","5","0","0","0","他の社会保障給付",10049,1.4,67.5,10805,4.5,1830,0.4,22340,4.1,9185,1.5,17076,2.2,309,0.0,8410,0.6
"1","4","0","0","0","仕送り金",326,0.0,...,2316,1.0,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","特別収入",8860,1.3,34.7,5802,2.4,9606,2.3,10509,1.9,7374,1.2,8193,1.1,2910,0.3,17229,1.2
"1","3","0","0","0","受贈金",1230,0.2,-27.9,92,0.0,1535,0.4,1700,0.3,2699,0.4,1976,0.3,-,-,587,0.0
"1","3","0","0","0","他の特別収入",7631,1.1,56.6,5710,2.4,8072,1.9,8810,1.6,4675,0.8,6218,0.8,2910,0.3,16642,1.2
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",646273,-,17.0,742782,-,439557,-,520958,-,537755,-,716382,-,782341,-,782374,-
"1","2","0","0","0","預貯金引出",489481,-,18.3,647117,-,291330,-,390877,-,395900,-,523278,-,615848,-,562610,-
"1","2","0","0","0","保険金",8359,-,-20.0,16838,-,22738,-,-,-,3172,-,12546,-,1357,-,2398,-
"1","3","0","0","0","個人・企業年金保険金",4971,-,-37.3,16838,-,1886,-,-,-,-,-,12546,-,1357,-,2398,-
"1","3","0","0","0","他の保険金",3388,-,33.7,-,-,20853,-,-,-,3172,-,-,-,-,-,-,-
