"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,4342,-,2982,-,1854,-,822,-
"0","0","0","0","0","調査世帯数",612,-,267,-,177,-,119,-,49,-
"0","0","0","0","0","世帯人員",2.93,-,2.00,-,3.00,-,4.00,-,5.12,-
"0","0","0","0","0","有業人員",1.39,-,0.85,-,1.60,-,1.99,-,2.17,-
"0","0","0","0","0","世帯主平均年齢",60.9,-,69.4,-,58.2,-,50.2,-,50.4,-
"2","2","0","0","0","生計支出",374244,-,332293,-,423001,-,382414,-,400560,-
"2","3","0","0","0","消費支出",374244,100.0,332293,100.0,423001,100.0,382414,100.0,400560,100.0
"2","4","1","0","0","食料",100476,26.8,86236,26.0,104724,24.8,116854,30.6,123346,30.8
"2","5","1","1","0","穀類",7718,2.1,6642,2.0,8011,1.9,9142,2.4,9127,2.3
"2","6","1","1","1","米類",1905,0.5,1602,0.5,2122,0.5,2191,0.6,2076,0.5
"2","6","1","1","2","パン",3568,1.0,3178,1.0,3781,0.9,4040,1.1,3788,0.9
"2","6","1","1","3","麺類",1711,0.5,1387,0.4,1619,0.4,2263,0.6,2508,0.6
"2","6","1","1","4","他の穀類",534,0.1,475,0.1,489,0.1,647,0.2,755,0.2
"2","5","1","2","0","魚介類",6869,1.8,6789,2.0,6777,1.6,6337,1.7,8827,2.2
"2","6","1","2","1","生鮮魚介",3882,1.0,3769,1.1,3777,0.9,3635,1.0,5420,1.4
"2","6","1","2","2","塩干魚介",1224,0.3,1171,0.4,1299,0.3,1049,0.3,1626,0.4
"2","6","1","2","3","魚肉練製品",710,0.2,708,0.2,709,0.2,696,0.2,759,0.2
"2","6","1","2","4","他の魚介加工品",1053,0.3,1142,0.3,992,0.2,958,0.3,1022,0.3
"2","5","1","3","0","肉類",8659,2.3,6740,2.0,8907,2.1,11179,2.9,12208,3.0
"2","6","1","3","1","生鮮肉",7168,1.9,5442,1.6,7392,1.7,9430,2.5,10370,2.6
"2","6","1","3","2","加工肉",1491,0.4,1299,0.4,1515,0.4,1750,0.5,1837,0.5
"2","5","1","4","0","乳卵類",4849,1.3,4302,1.3,4901,1.2,5455,1.4,6180,1.5
"2","6","1","4","1","牛乳",1388,0.4,1323,0.4,1264,0.3,1517,0.4,1891,0.5
"2","6","1","4","2","乳製品",2522,0.7,2118,0.6,2702,0.6,2913,0.8,3120,0.8
"2","6","1","4","3","卵",939,0.3,861,0.3,935,0.2,1026,0.3,1169,0.3
"2","5","1","5","0","野菜・海藻",10521,2.8,10148,3.1,10778,2.5,10892,2.8,10718,2.7
"2","6","1","5","1","生鮮野菜",7221,1.9,6843,2.1,7575,1.8,7406,1.9,7523,1.9
"2","6","1","5","2","乾物・海藻",870,0.2,894,0.3,795,0.2,876,0.2,1002,0.3
"2","6","1","5","3","大豆加工品",1173,0.3,1082,0.3,1239,0.3,1298,0.3,1135,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1256,0.3,1330,0.4,1169,0.3,1312,0.3,1057,0.3
"2","5","1","6","0","果物",3814,1.0,4044,1.2,3798,0.9,3294,0.9,3829,1.0
"2","6","1","6","1","生鮮果物",3274,0.9,3446,1.0,3257,0.8,2843,0.7,3399,0.8
"2","6","1","6","2","果物加工品",540,0.1,598,0.2,540,0.1,451,0.1,430,0.1
"2","5","1","7","0","油脂・調味料",4598,1.2,4042,1.2,4666,1.1,5529,1.4,5183,1.3
"2","6","1","7","1","油脂",569,0.2,486,0.1,583,0.1,740,0.2,578,0.1
"2","6","1","7","2","調味料",4028,1.1,3556,1.1,4083,1.0,4790,1.3,4605,1.1
"2","5","1","8","0","菓子類",8760,2.3,7468,2.2,8638,2.0,10270,2.7,12625,3.2
"2","5","1","9","0","調理食品",15385,4.1,13357,4.0,16361,3.9,17813,4.7,17088,4.3
"2","6","1","9","1","主食的調理食品",7021,1.9,6337,1.9,7019,1.7,8497,2.2,7309,1.8
"2","6","1","9","2","他の調理食品",8365,2.2,7020,2.1,9342,2.2,9315,2.4,9779,2.4
"2","5","1","10","0","飲料",5701,1.5,5074,1.5,6144,1.5,6149,1.6,6396,1.6
"2","6","1","10","1","茶類",1357,0.4,1183,0.4,1609,0.4,1386,0.4,1303,0.3
"2","6","1","10","2","コーヒー・ココア",1373,0.4,1435,0.4,1211,0.3,1598,0.4,1129,0.3
"2","6","1","10","3","他の飲料",2970,0.8,2456,0.7,3324,0.8,3166,0.8,3964,1.0
"2","5","1","11","0","酒類",4221,1.1,4512,1.4,3786,0.9,4190,1.1,4331,1.1
"2","5","1","12","0","外食",19381,5.2,13117,3.9,21956,5.2,26603,7.0,26835,6.7
"2","6","1","12","1","一般外食",19210,5.1,13117,3.9,21827,5.2,26144,6.8,26265,6.6
"2","6","1","12","2","学校給食",171,0.0,-,-,130,0.0,459,0.1,570,0.1
"2","4","2","0","0","住居",25786,6.9,28808,8.7,27795,6.6,23357,6.1,8017,2.0
"2","5","2","1","0","家賃地代",10663,2.8,9830,3.0,13108,3.1,11699,3.1,3857,1.0
"2","5","2","2","0","設備修繕・維持",15123,4.0,18978,5.7,14688,3.5,11657,3.0,4159,1.0
"2","6","2","2","1","設備材料",8920,2.4,10663,3.2,12209,2.9,3142,0.8,809,0.2
"2","6","2","2","2","工事その他のサービス",6204,1.7,8315,2.5,2479,0.6,8516,2.2,3350,0.8
"2","4","3","0","0","光熱・水道",26955,7.2,25291,7.6,28398,6.7,27996,7.3,28169,7.0
"2","5","3","1","0","電気代",13188,3.5,12697,3.8,13760,3.3,13518,3.5,12966,3.2
"2","5","3","2","0","ガス代",8243,2.2,7908,2.4,8489,2.0,8541,2.2,8444,2.1
"2","5","3","3","0","他の光熱",463,0.1,728,0.2,451,0.1,54,0.0,34,0.0
"2","5","3","4","0","上下水道料",5061,1.4,3958,1.2,5697,1.3,5882,1.5,6725,1.7
"2","4","4","0","0","家具・家事用品",13555,3.6,12370,3.7,14894,3.5,13144,3.4,15887,4.0
