"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,8727,-,914,-,217,-,141,-
"0","0","0","0","0","調査世帯数",611,-,536,-,55,-,12,-,8,-
"0","0","0","0","0","世帯人員",2.90,-,2.90,-,2.83,-,2.75,-,3.62,-
"0","0","0","0","0","有業人員",1.34,-,1.29,-,1.68,-,1.10,-,2.15,-
"0","0","0","0","0","世帯主平均年齢",60.9,-,62.2,-,51.4,-,56.9,-,45.9,-
"2","2","0","0","0","生計支出",332613,-,332303,-,325028,-,340382,-,388866,-
"2","3","0","0","0","消費支出",332613,100.0,332303,100.0,325028,100.0,340382,100.0,388866,100.0
"2","4","1","0","0","食料",90041,27.1,90799,27.3,81401,25.0,75004,22.0,122264,31.4
"2","5","1","1","0","穀類",6479,1.9,6528,2.0,5638,1.7,7140,2.1,7833,2.0
"2","6","1","1","1","米類",1417,0.4,1447,0.4,1281,0.4,1003,0.3,1089,0.3
"2","6","1","1","2","パン",3009,0.9,3008,0.9,2762,0.8,3368,1.0,4071,1.0
"2","6","1","1","3","麺類",1563,0.5,1574,0.5,1265,0.4,2016,0.6,2149,0.6
"2","6","1","1","4","他の穀類",490,0.1,500,0.2,330,0.1,754,0.2,524,0.1
"2","5","1","2","0","魚介類",6415,1.9,6730,2.0,3650,1.1,4349,1.3,7997,2.1
"2","6","1","2","1","生鮮魚介",3725,1.1,3929,1.2,2009,0.6,1795,0.5,5156,1.3
"2","6","1","2","2","塩干魚介",1095,0.3,1124,0.3,672,0.2,1437,0.4,1534,0.4
"2","6","1","2","3","魚肉練製品",686,0.2,713,0.2,553,0.2,316,0.1,448,0.1
"2","6","1","2","4","他の魚介加工品",909,0.3,964,0.3,416,0.1,801,0.2,858,0.2
"2","5","1","3","0","肉類",8773,2.6,9062,2.7,6669,2.1,6992,2.1,7273,1.9
"2","6","1","3","1","生鮮肉",7464,2.2,7737,2.3,5522,1.7,5841,1.7,5685,1.5
"2","6","1","3","2","加工肉",1309,0.4,1326,0.4,1147,0.4,1151,0.3,1588,0.4
"2","5","1","4","0","乳卵類",4527,1.4,4636,1.4,3647,1.1,3029,0.9,5780,1.5
"2","6","1","4","1","牛乳",1356,0.4,1392,0.4,1112,0.3,724,0.2,1672,0.4
"2","6","1","4","2","乳製品",2254,0.7,2306,0.7,1812,0.6,1389,0.4,3214,0.8
"2","6","1","4","3","卵",917,0.3,938,0.3,724,0.2,916,0.3,894,0.2
"2","5","1","5","0","野菜・海藻",9928,3.0,10287,3.1,7118,2.2,7741,2.3,9284,2.4
"2","6","1","5","1","生鮮野菜",6800,2.0,7055,2.1,4776,1.5,5125,1.5,6698,1.7
"2","6","1","5","2","乾物・海藻",765,0.2,798,0.2,496,0.2,664,0.2,574,0.1
