"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","都平均／持家／実数（円）","都平均／持家／構成比（％）","300万円未満／実数（円）","300万円未満／構成比（％）","300万円未満／持家／実数（円）","300万円未満／持家／構成比（％）","300万円以上／実数（円）","300万円以上／構成比（％）","300万円以上／持家／実数（円）","300万円以上／持家／構成比（％）","（再掲）持家以外／実数（円）","（再掲）持家以外／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,9469,-,2823,-,2491,-,7177,-,6978,-,531,-
"0","0","0","0","0","調査世帯数",206,-,-,196,-,55,-,49,-,151,-,147,-,10,-
"0","0","0","0","0","世帯人員",2.35,-,-,2.35,-,2.27,-,2.31,-,2.37,-,2.37,-,2.25,-
"0","0","0","0","0","有業人員",0.45,-,-,0.44,-,0.31,-,0.32,-,0.50,-,0.48,-,0.62,-
"0","0","0","0","0","世帯主平均年齢",76.7,-,-,76.8,-,76.9,-,77.4,-,76.6,-,76.6,-,74.4,-
"1","0","0","0","0","受取",897039,-,11.4,917221,-,577140,-,570708,-,1022839,-,1040901,-,537242,-
"1","1","0","0","0","実収入",396181,100.0,2.8,404095,100.0,275919,100.0,269798,100.0,443475,100.0,452029,100.0,255109,100.0
"1","2","0","0","0","経常収入",387181,97.7,1.9,395096,97.8,263009,95.3,257030,95.3,436012,98.3,444374,98.3,246086,96.5
"1","3","0","0","0","勤め先収入",29946,7.6,-8.5,31626,7.8,7457,2.7,8450,3.1,38790,8.7,39898,8.8,-,-
"1","4","0","0","0","世帯主収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","6","0","0","0","うち男",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","定期収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","臨時収入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","賞与",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",8213,2.1,-48.5,8673,2.1,2246,0.8,2545,0.9,10559,2.4,10861,2.4,-,-
"1","6","0","0","0","うち女",8213,2.1,-48.5,8673,2.1,2246,0.8,2545,0.9,10559,2.4,10861,2.4,-,-
"1","4","0","0","0","他の世帯員収入",21733,5.5,29.5,22953,5.7,5211,1.9,5905,2.2,28231,6.4,29037,6.4,-,-
"1","3","0","0","0","事業・内職収入",9742,2.5,-6.0,10019,2.5,4832,1.8,4451,1.6,11673,2.6,12007,2.7,4810,1.9
"1","4","0","0","0","家賃収入",2508,0.6,-62.0,2649,0.7,-,-,-,-,3495,0.8,3594,0.8,-,-
"1","4","0","0","0","他の事業収入",848,0.2,-15.7,895,0.2,-,-,-,-,1181,0.3,1215,0.3,-,-
"1","4","0","0","0","内職収入",6386,1.6,132.4,6475,1.6,4832,1.8,4451,1.6,6997,1.6,7197,1.6,4810,1.9
"1","3","0","0","0","他の経常収入",347493,87.7,3.2,353451,87.5,250719,90.9,244130,90.5,385549,86.9,392470,86.8,241275,94.6
"1","4","0","0","0","財産収入",3208,0.8,-22.6,3387,0.8,1511,0.5,1712,0.6,3875,0.9,3986,0.9,4,0.0
"1","4","0","0","0","社会保障給付",343065,86.6,3.4,349029,86.4,248993,90.2,242174,89.8,380059,85.7,387168,85.7,236749,92.8
"1","5","0","0","0","公的年金給付",338799,85.5,3.0,345713,85.6,245052,88.8,242174,89.8,375666,84.7,382669,84.7,215547,84.5
"1","5","0","0","0","他の社会保障給付",4266,1.1,55.2,3315,0.8,3941,1.4,-,-,4393,1.0,4499,1.0,21203,8.3
"1","4","0","0","0","仕送り金",1220,0.3,22.4,1035,0.3,215,0.1,244,0.1,1615,0.4,1317,0.3,4522,1.8
"1","2","0","0","0","特別収入",9000,2.3,63.1,8999,2.2,12911,4.7,12768,4.7,7463,1.7,7654,1.7,9024,3.5
"1","3","0","0","0","受贈金",76,0.0,-33.3,80,0.0,-,-,-,-,105,0.0,108,0.0,-,-
"1","3","0","0","0","他の特別収入",8925,2.3,65.2,8919,2.2,12911,4.7,12768,4.7,7358,1.7,7546,1.7,9024,3.5
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",406215,-,25.6,416456,-,224147,-,220340,-,477813,-,486455,-,223638,-
"1","2","0","0","0","預貯金引出",298233,-,37.9,304689,-,177151,-,173186,-,345849,-,351626,-,183146,-
"1","2","0","0","0","保険金",28265,-,-49.7,28792,-,10527,-,7906,-,35241,-,36247,-,18870,-
"1","3","0","0","0","個人・企業年金保険金",25879,-,-17.2,27330,-,6976,-,7906,-,33312,-,34263,-,-,-
"1","3","0","0","0","他の保険金",2386,-,-90.4,1462,-,3551,-,-,-,1928,-,1984,-,18870,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",79596,-,57.0,82848,-,36469,-,39248,-,96556,-,98410,-,21622,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",120,-,...,127,-,-,-,-,-,168,-,172,-,-,-
"1","1","0","0","0","繰入金",94643,-,-1.8,96671,-,77074,-,80570,-,101552,-,102417,-,58494,-
"2","0","0","0","0","支払",897039,-,11.4,917221,-,577140,-,570708,-,1022839,-,1040901,-,537242,-
"2","1","0","0","0","実支出",301184,-,11.0,307101,-,202340,-,205753,-,340055,-,343275,-,195699,-
"2","2","0","0","0","生計支出",261264,-,13.6,265257,-,182144,-,183727,-,292378,-,294357,-,190080,-
"2","3","0","0","0","消費支出",261264,100.0,13.6,265257,100.0,182144,100.0,183727,100.0,292378,100.0,294357,100.0,190080,100.0
"2","4","1","0","0","食料",84062,32.2,17.0,85846,32.4,66101,36.3,68229,37.1,91125,31.2,92134,31.3,52250,27.5
"2","5","1","1","0","穀類",6303,2.4,6.5,6316,2.4,5976,3.3,6047,3.3,6432,2.2,6412,2.2,6079,3.2
"2","6","1","1","1","米類",1612,0.6,-1.2,1591,0.6,1660,0.9,1603,0.9,1593,0.5,1587,0.5,1987,1.0
"2","6","1","1","2","パン",2979,1.1,20.3,2991,1.1,2864,1.6,2955,1.6,3024,1.0,3004,1.0,2767,1.5
"2","6","1","1","3","麺類",1300,0.5,-5.9,1313,0.5,1198,0.7,1222,0.7,1340,0.5,1345,0.5,1069,0.6
"2","6","1","1","4","他の穀類",412,0.2,-4.6,421,0.2,255,0.1,267,0.1,474,0.2,476,0.2,256,0.1
"2","5","1","2","0","魚介類",7188,2.8,8.7,7383,2.8,5649,3.1,5848,3.2,7793,2.7,7931,2.7,3705,1.9
"2","6","1","2","1","生鮮魚介",3780,1.4,5.4,3864,1.5,3103,1.7,3182,1.7,4047,1.4,4107,1.4,2285,1.2
"2","6","1","2","2","塩干魚介",1444,0.6,8.1,1489,0.6,809,0.4,812,0.4,1694,0.6,1731,0.6,642,0.3
"2","6","1","2","3","魚肉練製品",955,0.4,33.8,994,0.4,870,0.5,963,0.5,988,0.3,1005,0.3,260,0.1
"2","6","1","2","4","他の魚介加工品",1008,0.4,3.4,1036,0.4,868,0.5,890,0.5,1064,0.4,1088,0.4,517,0.3
"2","5","1","3","0","肉類",7579,2.9,13.8,7742,2.9,5575,3.1,5821,3.2,8368,2.9,8428,2.9,4681,2.5
"2","6","1","3","1","生鮮肉",6145,2.4,15.7,6267,2.4,4423,2.4,4576,2.5,6822,2.3,6870,2.3,3969,2.1
"2","6","1","3","2","加工肉",1435,0.5,6.2,1475,0.6,1152,0.6,1245,0.7,1546,0.5,1557,0.5,712,0.4
"2","5","1","4","0","乳卵類",4618,1.8,17.3,4653,1.8,3799,2.1,3731,2.0,4940,1.7,4982,1.7,3996,2.1
"2","6","1","4","1","牛乳",1337,0.5,8.6,1341,0.5,1114,0.6,1029,0.6,1424,0.5,1452,0.5,1270,0.7
"2","6","1","4","2","乳製品",2343,0.9,29.6,2379,0.9,1876,1.0,1957,1.1,2526,0.9,2529,0.9,1698,0.9
