"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,8771,-,857,-,203,-,169,-
"0","0","0","0","0","調査世帯数",595,-,527,-,47,-,12,-,9,-
"0","0","0","0","0","世帯人員",2.93,-,2.92,-,3.01,-,2.33,-,3.67,-
"0","0","0","0","0","有業人員",1.38,-,1.35,-,1.68,-,0.94,-,2.07,-
"0","0","0","0","0","世帯主平均年齢",61.6,-,62.6,-,51.4,-,73.7,-,49.6,-
"2","2","0","0","0","生計支出",423343,-,398344,-,747095,-,191169,-,357696,-
"2","3","0","0","0","消費支出",392937,100.0,398344,100.0,392381,100.0,191169,100.0,357696,100.0
"2","4","1","0","0","食料",93288,23.7,93512,23.5,95474,24.3,57036,29.8,114186,31.9
"2","5","1","1","0","穀類",7488,1.9,7542,1.9,6928,1.8,6228,3.3,9036,2.5
"2","6","1","1","1","米類",2025,0.5,2049,0.5,1579,0.4,2317,1.2,2654,0.7
"2","6","1","1","2","パン",3325,0.8,3340,0.8,3275,0.8,2674,1.4,3595,1.0
"2","6","1","1","3","麺類",1696,0.4,1695,0.4,1746,0.4,960,0.5,2387,0.7
"2","6","1","1","4","他の穀類",443,0.1,458,0.1,328,0.1,277,0.1,400,0.1
"2","5","1","2","0","魚介類",6436,1.6,6655,1.7,4589,1.2,4790,2.5,6390,1.8
"2","6","1","2","1","生鮮魚介",3787,1.0,3931,1.0,2594,0.7,2409,1.3,3993,1.1
"2","6","1","2","2","塩干魚介",1089,0.3,1112,0.3,903,0.2,726,0.4,1255,0.4
"2","6","1","2","3","魚肉練製品",615,0.2,630,0.2,476,0.1,773,0.4,388,0.1
"2","6","1","2","4","他の魚介加工品",945,0.2,982,0.2,616,0.2,882,0.5,754,0.2
"2","5","1","3","0","肉類",8433,2.1,8544,2.1,7787,2.0,6184,3.2,8647,2.4
"2","6","1","3","1","生鮮肉",6895,1.8,6983,1.8,6346,1.6,5083,2.7,7319,2.0
"2","6","1","3","2","加工肉",1538,0.4,1561,0.4,1441,0.4,1101,0.6,1328,0.4
"2","5","1","4","0","乳卵類",4692,1.2,4782,1.2,3938,1.0,2959,1.5,5934,1.7
"2","6","1","4","1","牛乳",1423,0.4,1465,0.4,1054,0.3,783,0.4,1897,0.5
"2","6","1","4","2","乳製品",2359,0.6,2411,0.6,2013,0.5,1190,0.6,2816,0.8
"2","6","1","4","3","卵",911,0.2,907,0.2,871,0.2,986,0.5,1221,0.3
"2","5","1","5","0","野菜・海藻",10812,2.8,11079,2.8,8478,2.2,9442,4.9,10439,2.9
"2","6","1","5","1","生鮮野菜",7596,1.9,7772,2.0,6106,1.6,6608,3.5,7239,2.0
"2","6","1","5","2","乾物・海藻",802,0.2,835,0.2,552,0.1,617,0.3,588,0.2
"2","6","1","5","3","大豆加工品",1192,0.3,1215,0.3,902,0.2,1081,0.6,1591,0.4
"2","6","1","5","4","他の野菜・海藻加工品",1221,0.3,1257,0.3,919,0.2,1136,0.6,1021,0.3
"2","5","1","6","0","果物",3598,0.9,3782,0.9,2281,0.6,1543,0.8,3185,0.9
"2","6","1","6","1","生鮮果物",3154,0.8,3311,0.8,2034,0.5,1402,0.7,2764,0.8
"2","6","1","6","2","果物加工品",444,0.1,471,0.1,247,0.1,140,0.1,421,0.1
