"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","35歳未満／実数（円）","35歳未満／構成比（％）","35～39歳／実数（円）","35～39歳／構成比（％）","40～44歳／実数（円）","40～44歳／構成比（％）","45～49歳／実数（円）","45～49歳／構成比（％）","50～54歳／実数（円）","50～54歳／構成比（％）","55～59歳／実数（円）","55～59歳／構成比（％）","60～64歳／実数（円）","60～64歳／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）","（再掲）75歳以上／実数（円）","（再掲）75歳以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,291,-,539,-,842,-,863,-,1165,-,1143,-,1068,-,4089,-,2277,-
"0","0","0","0","0","調査世帯数",617,-,19,-,33,-,54,-,51,-,69,-,70,-,64,-,257,-,146,-
"0","0","0","0","0","世帯人員",2.92,-,2.96,-,3.42,-,3.95,-,3.51,-,3.52,-,3.14,-,2.62,-,2.37,-,2.32,-
"0","0","0","0","0","有業人員",1.38,-,1.81,-,1.62,-,1.56,-,1.77,-,1.95,-,1.95,-,1.73,-,0.79,-,0.56,-
"0","0","0","0","0","世帯主平均年齢",61.0,-,31.8,-,37.3,-,42.1,-,47.3,-,52.0,-,57.0,-,61.9,-,76.4,-,81.5,-
"2","2","0","0","0","生計支出",306814,-,246251,-,264466,-,421403,-,347016,-,395533,-,328194,-,287683,-,258394,-,234341,-
"2","3","0","0","0","消費支出",306814,100.0,246251,100.0,264466,100.0,421403,100.0,347016,100.0,395533,100.0,328194,100.0,287683,100.0,258394,100.0,234341,100.0
"2","4","1","0","0","食料",91276,29.7,87076,35.4,87461,33.1,95750,22.7,97071,28.0,106071,26.8,91858,28.0,91844,31.9,85411,33.1,81084,34.6
"2","5","1","1","0","穀類",6687,2.2,4797,1.9,6445,2.4,7548,1.8,8035,2.3,6990,1.8,7022,2.1,5950,2.1,6405,2.5,6281,2.7
"2","6","1","1","1","米類",1575,0.5,486,0.2,1397,0.5,1457,0.3,1661,0.5,1365,0.3,1980,0.6,1386,0.5,1679,0.6,1853,0.8
"2","6","1","1","2","パン",3130,1.0,2602,1.1,3257,1.2,3492,0.8,4088,1.2,3265,0.8,3084,0.9,2760,1.0,2945,1.1,2808,1.2
"2","6","1","1","3","麺類",1488,0.5,1448,0.6,1300,0.5,1636,0.4,1610,0.5,1967,0.5,1454,0.4,1298,0.5,1383,0.5,1195,0.5
"2","6","1","1","4","他の穀類",494,0.2,261,0.1,490,0.2,964,0.2,676,0.2,393,0.1,503,0.2,506,0.2,398,0.2,424,0.2
"2","5","1","2","0","魚介類",6484,2.1,1957,0.8,4970,1.9,4478,1.1,5353,1.5,7140,1.8,5929,1.8,6293,2.2,7676,3.0,7832,3.3
"2","6","1","2","1","生鮮魚介",3624,1.2,1176,0.5,2675,1.0,2455,0.6,3056,0.9,4238,1.1,3571,1.1,3115,1.1,4256,1.6,4148,1.8
"2","6","1","2","2","塩干魚介",1193,0.4,392,0.2,920,0.3,894,0.2,983,0.3,1347,0.3,1033,0.3,1129,0.4,1409,0.5,1529,0.7
"2","6","1","2","3","魚肉練製品",703,0.2,194,0.1,634,0.2,378,0.1,542,0.2,556,0.1,646,0.2,656,0.2,919,0.4,940,0.4
"2","6","1","2","4","他の魚介加工品",965,0.3,196,0.1,740,0.3,751,0.2,772,0.2,999,0.3,679,0.2,1393,0.5,1092,0.4,1215,0.5
"2","5","1","3","0","肉類",8558,2.8,6951,2.8,8296,3.1,8123,1.9,9196,2.7,10853,2.7,9589,2.9,8492,3.0,7738,3.0,7086,3.0
"2","6","1","3","1","生鮮肉",7145,2.3,6164,2.5,6619,2.5,6729,1.6,7812,2.3,9236,2.3,8331,2.5,7263,2.5,6272,2.4,5870,2.5
"2","6","1","3","2","加工肉",1413,0.5,787,0.3,1677,0.6,1394,0.3,1384,0.4,1617,0.4,1258,0.4,1229,0.4,1467,0.6,1216,0.5
"2","5","1","4","0","乳卵類",4594,1.5,4506,1.8,5098,1.9,4626,1.1,5085,1.5,4805,1.2,4426,1.3,4315,1.5,4483,1.7,4218,1.8
"2","6","1","4","1","牛乳",1320,0.4,965,0.4,1383,0.5,1289,0.3,1868,0.5,1275,0.3,1117,0.3,849,0.3,1421,0.5,1355,0.6
"2","6","1","4","2","乳製品",2346,0.8,3039,1.2,2789,1.1,2553,0.6,2176,0.6,2469,0.6,2417,0.7,2446,0.9,2151,0.8,2016,0.9
"2","6","1","4","3","卵",927,0.3,502,0.2,926,0.4,784,0.2,1041,0.3,1061,0.3,892,0.3,1020,0.4,911,0.4,846,0.4
"2","5","1","5","0","野菜・海藻",9921,3.2,5675,2.3,7084,2.7,7541,1.8,8801,2.5,10682,2.7,8972,2.7,10474,3.6,11228,4.3,11540,4.9
"2","6","1","5","1","生鮮野菜",6887,2.2,3825,1.6,5382,2.0,5414,1.3,6113,1.8,7497,1.9,6361,1.9,7213,2.5,7658,3.0,7981,3.4
"2","6","1","5","2","乾物・海藻",773,0.3,739,0.3,454,0.2,583,0.1,837,0.2,907,0.2,627,0.2,935,0.3,803,0.3,809,0.3
"2","6","1","5","3","大豆加工品",1148,0.4,530,0.2,741,0.3,922,0.2,1000,0.3,1104,0.3,1074,0.3,1199,0.4,1344,0.5,1323,0.6
"2","6","1","5","4","他の野菜・海藻加工品",1113,0.4,581,0.2,507,0.2,622,0.1,851,0.2,1173,0.3,910,0.3,1126,0.4,1423,0.6,1428,0.6
"2","5","1","6","0","果物",3575,1.2,1287,0.5,2113,0.8,2581,0.6,2689,0.8,3176,0.8,3065,0.9,3271,1.1,4659,1.8,5006,2.1
"2","6","1","6","1","生鮮果物",3088,1.0,1099,0.4,1942,0.7,2269,0.5,2405,0.7,2708,0.7,2606,0.8,2897,1.0,3987,1.5,4212,1.8
"2","6","1","6","2","果物加工品",487,0.2,188,0.1,171,0.1,312,0.1,285,0.1,467,0.1,459,0.1,374,0.1,671,0.3,794,0.3
"2","5","1","7","0","油脂・調味料",4228,1.4,3384,1.4,3324,1.3,4263,1.0,4345,1.3,4964,1.3,4270,1.3,4656,1.6,4042,1.6,3646,1.6
"2","6","1","7","1","油脂",434,0.1,242,0.1,286,0.1,504,0.1,528,0.2,482,0.1,489,0.1,435,0.2,403,0.2,408,0.2
"2","6","1","7","2","調味料",3794,1.2,3142,1.3,3038,1.1,3759,0.9,3817,1.1,4482,1.1,3781,1.2,4221,1.5,3640,1.4,3238,1.4
"2","5","1","8","0","菓子類",8359,2.7,8598,3.5,8690,3.3,10599,2.5,11009,3.2,9387,2.4,7952,2.4,7538,2.6,7314,2.8,6731,2.9
"2","5","1","9","0","調理食品",14252,4.6,11341,4.6,12435,4.7,16590,3.9,13894,4.0,16078,4.1,13621,4.2,13984,4.9,14019,5.4,12934,5.5
"2","6","1","9","1","主食的調理食品",6594,2.1,5901,2.4,5649,2.1,6464,1.5,7767,2.2,7099,1.8,6800,2.1,5973,2.1,6509,2.5,5477,2.3
"2","6","1","9","2","他の調理食品",7657,2.5,5440,2.2,6786,2.6,10126,2.4,6126,1.8,8979,2.3,6821,2.1,8011,2.8,7510,2.9,7457,3.2
"2","5","1","10","0","飲料",4914,1.6,6419,2.6,4791,1.8,5197,1.2,5328,1.5,5493,1.4,5316,1.6,4894,1.7,4405,1.7,3962,1.7
"2","6","1","10","1","茶類",1142,0.4,1395,0.6,1201,0.5,1241,0.3,1132,0.3,1173,0.3,1055,0.3,1107,0.4,1123,0.4,1072,0.5
"2","6","1","10","2","コーヒー・ココア",1185,0.4,1008,0.4,1332,0.5,1019,0.2,1449,0.4,1301,0.3,1625,0.5,1324,0.5,965,0.4,919,0.4
"2","6","1","10","3","他の飲料",2586,0.8,4015,1.6,2258,0.9,2937,0.7,2747,0.8,3019,0.8,2636,0.8,2462,0.9,2317,0.9,1972,0.8
"2","5","1","11","0","酒類",3593,1.2,1949,0.8,2425,0.9,1607,0.4,3733,1.1,4635,1.2,4423,1.3,4541,1.6,3467,1.3,2469,1.1
"2","5","1","12","0","外食",16111,5.3,30213,12.3,21790,8.2,22597,5.4,19604,5.6,21869,5.5,17273,5.3,17437,6.1,9974,3.9,9379,4.0
"2","6","1","12","1","一般外食",15756,5.1,29647,12.0,20801,7.9,20719,4.9,18647,5.4,21658,5.5,17102,5.2,17437,6.1,9974,3.9,9379,4.0
"2","6","1","12","2","学校給食",355,0.1,565,0.2,989,0.4,1877,0.4,957,0.3,212,0.1,171,0.1,-,-,-,-,-,-
"2","4","2","0","0","住居",19782,6.4,32460,13.2,21692,8.2,41765,9.9,17332,5.0,26540,6.7,10286,3.1,7684,2.7,18507,7.2,11489,4.9
"2","5","2","1","0","家賃地代",10637,3.5,32367,13.1,18797,7.1,17348,4.1,16486,4.8,18322,4.6,6962,2.1,5905,2.1,5470,2.1,7971,3.4
