"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2142,-,6902,-,416,-,125,-,541,-,5987,-
"0","0","0","0","0","調査世帯数",324,-,70,-,222,-,14,-,5,-,18,-,193,-
"0","0","0","0","0","世帯人員",3.28,-,2.00,-,3.74,-,2.55,-,2.83,-,3.08,-,3.37,-
"0","0","0","0","0","有業人員",1.80,-,1.66,-,1.87,-,1.65,-,1.00,-,1.50,-,2.16,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,56.1,-,49.2,-,54.2,-,44.2,-,51.6,-,50.1,-
"1","0","0","0","0","受取",1426579,-,1196806,-,1524495,-,1062326,-,1131728,-,1366990,-,1574913,-
"1","1","0","0","0","実収入",653422,100.0,549834,100.0,702237,100.0,445487,100.0,392616,100.0,600543,100.0,723742,100.0
"1","2","0","0","0","経常収入",625172,95.7,525595,95.6,670634,95.5,420444,94.4,349457,89.0,596760,99.4,695670,96.1
"1","3","0","0","0","勤め先収入",600559,91.9,498986,90.8,647486,92.2,397653,89.3,273621,69.7,559946,93.2,675086,93.3
"1","4","0","0","0","世帯主収入",486287,74.4,395319,71.9,527120,75.1,317996,71.4,273621,69.7,454820,75.7,499391,69.0
"1","6","0","0","0","うち男",460320,70.4,369598,67.2,509326,72.5,171845,38.6,-,-,416018,69.3,472425,65.3
"1","5","0","0","0","定期収入",473407,72.5,389339,70.8,510334,72.7,317670,71.3,272535,69.4,454820,75.7,490233,67.7
"1","5","0","0","0","臨時収入",3924,0.6,5962,1.1,3817,0.5,326,0.1,1086,0.3,-,-,3148,0.4
"1","5","0","0","0","賞与",8955,1.4,18,0.0,12969,1.8,-,-,-,-,-,-,6010,0.8
"1","4","0","0","0","世帯主の配偶者の収入",101386,15.5,103667,18.9,110509,15.7,-,-,-,-,53881,9.0,169336,23.4
"1","6","0","0","0","うち女",90217,13.8,94503,17.2,97171,13.8,-,-,-,-,53881,9.0,150682,20.8
"1","4","0","0","0","他の世帯員収入",12887,2.0,-,-,9857,1.4,79657,17.9,-,-,51245,8.5,6360,0.9
"1","3","0","0","0","事業・内職収入",16644,2.5,14991,2.7,18755,2.7,-,-,-,-,9050,1.5,18133,2.5
"1","4","0","0","0","家賃収入",1571,0.2,-,-,1568,0.2,-,-,-,-,9050,1.5,1399,0.2
"1","4","0","0","0","他の事業収入",13940,2.1,13312,2.4,16067,2.3,-,-,-,-,-,-,16734,2.3
"1","4","0","0","0","内職収入",1132,0.2,1678,0.3,1120,0.2,-,-,-,-,-,-,-,-
"1","3","0","0","0","他の経常収入",7969,1.2,11618,2.1,4393,0.6,22790,5.1,75836,19.3,27764,4.6,2451,0.3
"1","4","0","0","0","財産収入",2672,0.4,522,0.1,2368,0.3,1,0.0,3,0.0,17108,2.8,1713,0.2
"1","4","0","0","0","社会保障給付",4142,0.6,10514,1.9,2025,0.3,-,-,-,-,9111,1.5,738,0.1
"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",4142,0.6,10514,1.9,2025,0.3,-,-,-,-,9111,1.5,738,0.1
"1","4","0","0","0","仕送り金",1156,0.2,581,0.1,-,-,22789,5.1,75833,19.3,1545,0.3,-,-
"1","2","0","0","0","特別収入",28249,4.3,24239,4.4,31603,4.5,25044,5.6,43159,11.0,3783,0.6,28071,3.9
"1","3","0","0","0","受贈金",4514,0.7,597,0.1,5959,0.8,1757,0.4,5846,1.5,3698,0.6,6236,0.9
"1","3","0","0","0","他の特別収入",23736,3.6,23642,4.3,25644,3.7,23287,5.2,37313,9.5,84,0.0,21835,3.0
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",532135,-,486798,-,539697,-,531224,-,692737,-,615888,-,567866,-
"1","2","0","0","0","預貯金引出",375023,-,338880,-,373472,-,415388,-,601754,-,506926,-,400120,-
"1","2","0","0","0","保険金",6367,-,-,-,9226,-,-,-,-,-,-,-,173,-
"1","3","0","0","0","個人・企業年金保険金",104,-,-,-,150,-,-,-,-,-,-,-,173,-
"1","3","0","0","0","他の保険金",6264,-,-,-,9075,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",150438,-,146582,-,156969,-,115835,-,90983,-,108962,-,167201,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",307,-,1336,-,31,-,-,-,-,-,-,-,371,-
"1","1","0","0","0","繰入金",241022,-,160175,-,282561,-,85615,-,46375,-,150559,-,283305,-
"2","0","0","0","0","支払",1426579,-,1196806,-,1524495,-,1062326,-,1131728,-,1366990,-,1574913,-
"2","1","0","0","0","実支出",486479,-,448805,-,497709,-,364832,-,416278,-,585929,-,524704,-
"2","2","0","0","0","生計支出",359105,-,333276,-,363337,-,284457,-,362107,-,464828,-,379369,-
"2","3","0","0","0","消費支出",359105,100.0,333276,100.0,363337,100.0,284457,100.0,362107,100.0,464828,100.0,379369,100.0
"2","4","1","0","0","食料",95785,26.7,88081,26.4,99894,27.5,76653,26.9,86083,23.8,88568,19.1,96625,25.5
"2","5","1","1","0","穀類",6718,1.9,5118,1.5,7359,2.0,6194,2.2,4701,1.3,5287,1.1,6722,1.8
"2","6","1","1","1","米類",1376,0.4,946,0.3,1537,0.4,1387,0.5,1648,0.5,1017,0.2,1334,0.4
"2","6","1","1","2","パン",3134,0.9,2580,0.8,3372,0.9,2353,0.8,1469,0.4,2892,0.6,3179,0.8
"2","6","1","1","3","麺類",1700,0.5,1237,0.4,1879,0.5,1801,0.6,1245,0.3,1172,0.3,1728,0.5
"2","6","1","1","4","他の穀類",509,0.1,354,0.1,572,0.2,654,0.2,340,0.1,206,0.0,481,0.1
"2","5","1","2","0","魚介類",5532,1.5,5104,1.5,5817,1.6,3826,1.3,3742,1.0,4907,1.1,5485,1.4
"2","6","1","2","1","生鮮魚介",3218,0.9,2911,0.9,3437,0.9,2074,0.7,2381,0.7,2525,0.5,3282,0.9
"2","6","1","2","2","塩干魚介",983,0.3,813,0.2,1030,0.3,891,0.3,861,0.2,1135,0.2,874,0.2
"2","6","1","2","3","魚肉練製品",563,0.2,604,0.2,581,0.2,449,0.2,176,0.0,260,0.1,557,0.1
"2","6","1","2","4","他の魚介加工品",767,0.2,777,0.2,769,0.2,412,0.1,323,0.1,987,0.2,773,0.2
"2","5","1","3","0","肉類",9307,2.6,6436,1.9,10350,2.8,9479,3.3,10844,3.0,7220,1.6,9179,2.4
"2","6","1","3","1","生鮮肉",7883,2.2,5401,1.6,8787,2.4,8312,2.9,8944,2.5,5841,1.3,7743,2.0
"2","6","1","3","2","加工肉",1424,0.4,1035,0.3,1563,0.4,1168,0.4,1900,0.5,1379,0.3,1436,0.4
"2","5","1","4","0","乳卵類",4539,1.3,3526,1.1,4970,1.4,3192,1.1,3925,1.1,4093,0.9,4637,1.2
"2","6","1","4","1","牛乳",1351,0.4,1085,0.3,1478,0.4,563,0.2,657,0.2,1379,0.3,1406,0.4
"2","6","1","4","2","乳製品",2247,0.6,1684,0.5,2479,0.7,1513,0.5,1933,0.5,2085,0.4,2295,0.6
"2","6","1","4","3","卵",941,0.3,756,0.2,1013,0.3,1115,0.4,1334,0.4,629,0.1,936,0.2
"2","5","1","5","0","野菜・海藻",9464,2.6,7687,2.3,10294,2.8,6734,2.4,7312,2.0,7996,1.7,9163,2.4
"2","6","1","5","1","生鮮野菜",6606,1.8,5356,1.6,7200,2.0,4772,1.7,4538,1.3,5393,1.2,6496,1.7
"2","6","1","5","2","乾物・海藻",674,0.2,533,0.2,747,0.2,307,0.1,312,0.1,577,0.1,661,0.2
"2","6","1","5","3","大豆加工品",1101,0.3,785,0.2,1221,0.3,1012,0.4,1317,0.4,904,0.2,1047,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1082,0.3,1013,0.3,1127,0.3,642,0.2,1145,0.3,1121,0.2,959,0.3
"2","5","1","6","0","果物",3210,0.9,3045,0.9,3244,0.9,3992,1.4,4450,1.2,2828,0.6,3058,0.8
"2","6","1","6","1","生鮮果物",2816,0.8,2563,0.8,2882,0.8,3612,1.3,3720,1.0,2358,0.5,2696,0.7
"2","6","1","6","2","果物加工品",394,0.1,482,0.1,362,0.1,381,0.1,730,0.2,470,0.1,363,0.1
"2","5","1","7","0","油脂・調味料",4445,1.2,3824,1.1,4738,1.3,3530,1.2,3609,1.0,3866,0.8,4424,1.2
"2","6","1","7","1","油脂",454,0.1,425,0.1,498,0.1,166,0.1,350,0.1,224,0.0,403,0.1
"2","6","1","7","2","調味料",3992,1.1,3399,1.0,4241,1.2,3364,1.2,3259,0.9,3642,0.8,4021,1.1
"2","5","1","8","0","菓子類",7938,2.2,6419,1.9,8549,2.4,6337,2.2,6055,1.7,7382,1.6,8252,2.2
"2","5","1","9","0","調理食品",14133,3.9,13963,4.2,13778,3.8,15071,5.3,14287,3.9,18607,4.0,14369,3.8
"2","6","1","9","1","主食的調理食品",6375,1.8,6750,2.0,5813,1.6,7869,2.8,7040,1.9,10918,2.3,6482,1.7
"2","6","1","9","2","他の調理食品",7757,2.2,7212,2.2,7965,2.2,7202,2.5,7246,2.0,7689,1.7,7886,2.1
"2","5","1","10","0","飲料",5475,1.5,5288,1.6,5554,1.5,4258,1.5,5804,1.6,6143,1.3,5291,1.4
"2","6","1","10","1","茶類",1141,0.3,1067,0.3,1174,0.3,1036,0.4,1659,0.5,1090,0.2,1079,0.3
"2","6","1","10","2","コーヒー・ココア",1396,0.4,1763,0.5,1294,0.4,816,0.3,400,0.1,1703,0.4,1401,0.4
"2","6","1","10","3","他の飲料",2938,0.8,2458,0.7,3087,0.8,2405,0.8,3745,1.0,3350,0.7,2811,0.7
"2","5","1","11","0","酒類",3780,1.1,4853,1.5,3600,1.0,981,0.3,3009,0.8,3988,0.9,3351,0.9
"2","5","1","12","0","外食",21244,5.9,22819,6.8,21640,6.0,13059,4.6,18346,5.1,16251,3.5,22694,6.0
"2","6","1","12","1","一般外食",20546,5.7,22819,6.8,20694,5.7,12188,4.3,15448,4.3,16083,3.5,21911,5.8
"2","6","1","12","2","学校給食",698,0.2,-,-,946,0.3,871,0.3,2898,0.8,168,0.0,783,0.2
"2","4","2","0","0","住居",20872,5.8,29507,8.9,17569,4.8,10156,3.6,10857,3.0,37075,8.0,23565,6.2
"2","5","2","1","0","家賃地代",17283,4.8,26744,8.0,14518,4.0,10145,3.6,10857,3.0,20596,4.4,19926,5.3
"2","5","2","2","0","設備修繕・維持",3589,1.0,2763,0.8,3051,0.8,11,0.0,-,-,16479,3.5,3639,1.0
"2","6","2","2","1","設備材料",1106,0.3,1048,0.3,962,0.3,11,0.0,-,-,4020,0.9,1197,0.3
"2","6","2","2","2","工事その他のサービス",2483,0.7,1715,0.5,2089,0.6,-,-,-,-,12458,2.7,2442,0.6
"2","4","3","0","0","光熱・水道",21983,6.1,17387,5.2,23344,6.4,22898,8.0,25030,6.9,22108,4.8,20469,5.4
"2","5","3","1","0","電気代",9121,2.5,7343,2.2,9389,2.6,12705,4.5,12537,3.5,9987,2.1,8454,2.2
"2","5","3","2","0","ガス代",7205,2.0,5861,1.8,7774,2.1,6059,2.1,6935,1.9,6148,1.3,6980,1.8
"2","5","3","3","0","他の光熱",431,0.1,267,0.1,371,0.1,27,0.0,-,-,2151,0.5,344,0.1
"2","5","3","4","0","上下水道料",5226,1.5,3917,1.2,5810,1.6,4107,1.4,5557,1.5,3821,0.8,4691,1.2
"2","4","4","0","0","家具・家事用品",16744,4.7,26329,7.9,13521,3.7,9637,3.4,14155,3.9,25392,5.5,14055,3.7
"2","5","4","1","0","家庭用耐久財",8445,2.4,18891,5.7,5378,1.5,270,0.1,899,0.2,12509,2.7,5949,1.6
"2","6","4","1","1","家事用耐久財",2563,0.7,4557,1.4,2260,0.6,-,-,-,-,505,0.1,4131,1.1
"2","6","4","1","2","冷暖房用器具",4418,1.2,14286,4.3,1012,0.3,270,0.1,899,0.2,12004,2.6,375,0.1
"2","6","4","1","3","一般家具",1463,0.4,49,0.0,2105,0.6,-,-,-,-,-,-,1443,0.4
"2","5","4","2","0","室内装備・装飾品",628,0.2,1006,0.3,572,0.2,146,0.1,484,0.1,217,0.0,481,0.1
"2","5","4","3","0","寝具類",826,0.2,563,0.2,471,0.1,1360,0.5,3200,0.9,5994,1.3,988,0.3
"2","5","4","4","0","家事雑貨",3347,0.9,2811,0.8,3554,1.0,3921,1.4,5191,1.4,2389,0.5,3114,0.8
"2","5","4","5","0","家事用消耗品",3192,0.9,2916,0.9,3278,0.9,3788,1.3,4097,1.1,2731,0.6,3131,0.8
"2","5","4","6","0","家事サービス",306,0.1,141,0.0,268,0.1,152,0.1,284,0.1,1552,0.3,393,0.1
"2","4","5","0","0","被服及び履物",14590,4.1,15125,4.5,15391,4.2,9026,3.2,14039,3.9,6530,1.4,17229,4.5
"2","5","5","1","0","和服",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"2","5","5","2","0","洋服",6835,1.9,7801,2.3,7028,1.9,3660,1.3,9651,2.7,2977,0.6,8251,2.2
"2","6","5","2","1","男子用洋服",2839,0.8,2958,0.9,3006,0.8,-,-,-,-,2428,0.5,3229,0.9
"2","6","5","2","2","婦人用洋服",3357,0.9,4843,1.5,3097,0.9,3660,1.3,9651,2.7,549,0.1,4227,1.1
"2","6","5","2","3","子供用洋服",639,0.2,-,-,925,0.3,-,-,-,-,-,-,795,0.2
"2","5","5","3","0","シャツ・セーター類",2306,0.6,2600,0.8,2438,0.7,1213,0.4,-,-,298,0.1,2741,0.7
"2","6","5","3","1","男子用シャツ・セーター類",923,0.3,778,0.2,1087,0.3,-,-,-,-,100,0.0,1135,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1167,0.3,1822,0.5,1037,0.3,1213,0.4,-,-,197,0.0,1429,0.4
"2","6","5","3","3","子供用シャツ・セーター類",216,0.1,-,-,313,0.1,-,-,-,-,-,-,178,0.0
"2","5","5","4","0","下着類",964,0.3,897,0.3,1056,0.3,567,0.2,1887,0.5,355,0.1,1147,0.3
"2","6","5","4","1","男子用下着類",276,0.1,275,0.1,288,0.1,227,0.1,757,0.2,161,0.0,326,0.1
"2","6","5","4","2","婦人用下着類",602,0.2,623,0.2,643,0.2,340,0.1,1131,0.3,195,0.0,738,0.2
"2","6","5","4","3","子供用下着類",86,0.0,-,-,125,0.0,-,-,-,-,-,-,83,0.0
"2","5","5","5","0","生地・糸類",105,0.0,17,0.0,100,0.0,645,0.2,73,0.0,102,0.0,28,0.0
"2","5","5","6","0","他の被服",1046,0.3,1141,0.3,1064,0.3,416,0.1,524,0.1,919,0.2,1202,0.3
"2","5","5","7","0","履物類",2589,0.7,2071,0.6,2952,0.8,1446,0.5,1281,0.4,875,0.2,3075,0.8
"2","5","5","8","0","被服関連サービス",747,0.2,598,0.2,753,0.2,1078,0.4,621,0.2,1003,0.2,784,0.2
"2","4","6","0","0","保健医療",14013,3.9,11755,3.5,12999,3.6,8898,3.1,7956,2.2,39848,8.6,14423,3.8
"2","5","6","1","0","医薬品",2429,0.7,2561,0.8,2479,0.7,1137,0.4,1444,0.4,2250,0.5,2299,0.6
"2","5","6","2","0","健康保持用摂取品",634,0.2,852,0.3,535,0.1,822,0.3,358,0.1,887,0.2,494,0.1
"2","5","6","3","0","保健医療用品・器具",4106,1.1,3416,1.0,4314,1.2,3585,1.3,3087,0.9,4582,1.0,3627,1.0
"2","5","6","4","0","保健医療サービス",6846,1.9,4926,1.5,5671,1.6,3354,1.2,3067,0.8,32129,6.9,8003,2.1
"2","4","7","0","0","交通・通信",37089,10.3,32902,9.9,32932,9.1,19742,6.9,14960,4.1,120087,25.8,41705,11.0
"2","5","7","1","0","交通",10220,2.8,14251,4.3,9444,2.6,11482,4.0,7836,2.2,3190,0.7,9480,2.5
"2","5","7","2","0","自動車等関係費",13712,3.8,8798,2.6,9041,2.5,1972,0.7,1355,0.4,101843,21.9,18392,4.8
"2","6","7","2","1","自動車等購入",5393,1.5,-,-,-,-,-,-,-,-,99749,21.5,9008,2.4
"2","6","7","2","2","自転車購入",86,0.0,-,-,124,0.0,-,-,-,-,-,-,139,0.0
"2","6","7","2","3","自動車等維持",8233,2.3,8798,2.6,8916,2.5,1972,0.7,1355,0.4,2094,0.5,9245,2.4
"2","5","7","3","0","通信",13157,3.7,9852,3.0,14447,4.0,6287,2.2,5770,1.6,15054,3.2,13834,3.6
"2","4","8","0","0","教育",32281,9.0,-,-,43359,11.9,21610,7.6,51594,14.2,26939,5.8,43554,11.5
"2","5","8","1","0","授業料等",25472,7.1,-,-,33703,9.3,18241,6.4,43701,12.1,26848,5.8,35857,9.5
"2","5","8","2","0","教科書・学習参考教材",311,0.1,-,-,444,0.1,-,-,-,-,91,0.0,435,0.1
"2","5","8","3","0","補習教育",6498,1.8,-,-,9211,2.5,3369,1.2,7893,2.2,-,-,7262,1.9
"2","4","9","0","0","教養娯楽",44815,12.5,45703,13.7,44314,12.2,40921,14.4,28688,7.9,50681,10.9,43054,11.3
"2","5","9","1","0","教養娯楽用耐久財",4421,1.2,308,0.1,3540,1.0,5141,1.8,2647,0.7,31405,6.8,3493,0.9
"2","5","9","2","0","教養娯楽用品",10001,2.8,20796,6.2,7331,2.0,6139,2.2,3493,1.0,4298,0.9,11424,3.0
"2","5","9","3","0","書籍・他の印刷物",2806,0.8,3117,0.9,2761,0.8,1817,0.6,1577,0.4,2914,0.6,3024,0.8
"2","5","9","4","0","教養娯楽サービス",27586,7.7,21481,6.4,30682,8.4,27824,9.8,20972,5.8,12064,2.6,25114,6.6
"2","6","9","4","1","宿泊料",3325,0.9,2522,0.8,4008,1.1,442,0.2,-,-,-,-,3953,1.0
"2","6","9","4","2","パック旅行費",4544,1.3,2206,0.7,5899,1.6,-,-,-,-,-,-,1615,0.4
"2","6","9","4","3","月謝類",7656,2.1,3953,1.2,9305,2.6,8086,2.8,10544,2.9,934,0.2,7321,1.9
"2","6","9","4","4","他の教養娯楽サービス",12062,3.4,12800,3.8,11470,3.2,19296,6.8,10428,2.9,11130,2.4,12225,3.2
"2","4","10","0","0","その他の消費支出",60933,17.0,66488,19.9,60014,16.5,64917,22.8,108746,30.0,47600,10.2,64689,17.1
"2","5","10","1","0","諸雑費",31408,8.7,27362,8.2,34047,9.4,25044,8.8,26267,7.3,18644,4.0,35173,9.3
"2","6","10","1","1","理美容サービス",4070,1.1,4799,1.4,3937,1.1,6053,2.1,5912,1.6,1343,0.3,3852,1.0
"2","6","10","1","2","理美容用品",5470,1.5,5328,1.6,5664,1.6,4700,1.7,7103,2.0,4152,0.9,5702,1.5
"2","6","10","1","3","身の回り用品",5423,1.5,655,0.2,7364,2.0,4603,1.6,2966,0.8,171,0.0,7883,2.1
"2","6","10","1","4","たばこ",1242,0.3,2448,0.7,866,0.2,-,-,-,-,2223,0.5,654,0.2
"2","6","10","1","5","他の諸雑費",15202,4.2,14131,4.2,16215,4.5,9688,3.4,10287,2.8,10755,2.3,17082,4.5
