"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,4422,-,2838,-,2014,-,726,-
"0","0","0","0","0","調査世帯数",611,-,268,-,169,-,127,-,47,-
"0","0","0","0","0","世帯人員",2.92,-,2.00,-,3.00,-,4.00,-,5.23,-
"0","0","0","0","0","有業人員",1.41,-,0.84,-,1.64,-,2.01,-,2.29,-
"0","0","0","0","0","世帯主平均年齢",61.2,-,69.4,-,57.5,-,51.3,-,52.0,-
"2","2","0","0","0","生計支出",339381,-,272687,-,364155,-,442273,-,363370,-
"2","3","0","0","0","消費支出",339381,100.0,272687,100.0,364155,100.0,442273,100.0,363370,100.0
"2","4","1","0","0","食料",98243,28.9,85037,31.2,102526,28.2,112433,25.4,122570,33.7
"2","5","1","1","0","穀類",7670,2.3,6640,2.4,7771,2.1,8772,2.0,10494,2.9
"2","6","1","1","1","米類",2011,0.6,1811,0.7,1977,0.5,2241,0.5,2726,0.8
"2","6","1","1","2","パン",3388,1.0,2971,1.1,3450,0.9,3886,0.9,4303,1.2
"2","6","1","1","3","麺類",1761,0.5,1481,0.5,1729,0.5,2040,0.5,2816,0.8
"2","6","1","1","4","他の穀類",511,0.2,377,0.1,616,0.2,605,0.1,649,0.2
"2","5","1","2","0","魚介類",6566,1.9,6772,2.5,6344,1.7,5815,1.3,8260,2.3
"2","6","1","2","1","生鮮魚介",3803,1.1,3938,1.4,3509,1.0,3361,0.8,5351,1.5
"2","6","1","2","2","塩干魚介",1155,0.3,1091,0.4,1258,0.3,1087,0.2,1332,0.4
"2","6","1","2","3","魚肉練製品",660,0.2,760,0.3,616,0.2,535,0.1,566,0.2
"2","6","1","2","4","他の魚介加工品",948,0.3,983,0.4,961,0.3,831,0.2,1010,0.3
"2","5","1","3","0","肉類",8907,2.6,6867,2.5,8729,2.4,11843,2.7,13882,3.8
"2","6","1","3","1","生鮮肉",7308,2.2,5516,2.0,7158,2.0,9939,2.2,11509,3.2
