"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",324,-,-,46,-,49,-,45,-,44,-,50,-,43,-,47,-
"0","0","0","0","0","世帯人員",3.22,-,-,2.93,-,2.99,-,3.33,-,3.44,-,3.25,-,3.44,-,3.16,-
"0","0","0","0","0","有業人員",1.86,-,-,1.75,-,1.90,-,1.79,-,1.82,-,2.01,-,1.84,-,1.91,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,-,56.4,-,53.6,-,48.6,-,48.9,-,49.6,-,50.1,-,50.1,-
"1","0","0","0","0","受取",1481041,-,-0.4,555261,-,1021454,-,1096441,-,1413731,-,1704475,-,2089090,-,2453051,-
"1","1","0","0","0","実収入",632295,100.0,2.8,86555,100.0,380279,100.0,505901,100.0,582850,100.0,699096,100.0,841769,100.0,1308111,100.0
"1","2","0","0","0","経常収入",625243,98.9,11.0,85150,98.4,368377,96.9,491456,97.1,573839,98.5,696525,99.6,835847,99.3,1303812,99.7
"1","3","0","0","0","勤め先収入",609448,96.4,11.4,71417,82.5,338559,89.0,473485,93.6,572686,98.3,683642,97.8,832039,98.8,1273038,97.3
"1","4","0","0","0","世帯主収入",484368,76.6,9.1,63148,73.0,278846,73.3,410661,81.2,487182,83.6,505270,72.3,681129,80.9,949811,72.6
"1","6","0","0","0","うち男",469194,74.2,10.9,47726,55.1,262670,69.1,394301,77.9,455109,78.1,504051,72.1,673697,80.0,932312,71.3
"1","5","0","0","0","定期収入",460982,72.9,9.3,61012,70.5,277110,72.9,409468,80.9,486018,83.4,498370,71.3,671929,79.8,812113,62.1
"1","5","0","0","0","臨時収入",7312,1.2,133.8,1794,2.1,1736,0.5,1193,0.2,1164,0.2,6900,1.0,9200,1.1,28491,2.2
"1","5","0","0","0","賞与",16073,2.5,-15.0,341,0.4,-,-,-,-,-,-,-,-,-,-,109207,8.3
"1","4","0","0","0","世帯主の配偶者の収入",117033,18.5,29.3,8269,9.6,58237,15.3,59314,11.7,85504,14.7,176601,25.3,136014,16.2,289373,22.1
"1","6","0","0","0","うち女",111922,17.7,30.8,8269,9.6,53437,14.1,59314,11.7,85504,14.7,167409,23.9,132018,15.7,272021,20.8
"1","4","0","0","0","他の世帯員収入",8046,1.3,-37.2,-,-,1476,0.4,3511,0.7,-,-,1771,0.3,14897,1.8,33855,2.6
"1","3","0","0","0","事業・内職収入",7119,1.1,-11.7,8549,9.9,8502,2.2,894,0.2,1152,0.2,2856,0.4,3544,0.4,23756,1.8
"1","4","0","0","0","家賃収入",2594,0.4,-40.7,8549,9.9,5777,1.5,-,-,-,-,1772,0.3,-,-,2034,0.2
"1","4","0","0","0","他の事業収入",3523,0.6,90.0,-,-,1249,0.3,894,0.2,-,-,221,0.0,-,-,21722,1.7
"1","4","0","0","0","内職収入",1003,0.2,-45.2,-,-,1476,0.4,-,-,1152,0.2,863,0.1,3544,0.4,-,-
"1","3","0","0","0","他の経常収入",8676,1.4,12.3,5184,6.0,21316,5.6,17077,3.4,-,-,10027,1.4,264,0.0,7018,0.5
"1","4","0","0","0","財産収入",1001,0.2,-14.4,-,-,2228,0.6,2809,0.6,-,-,-,-,264,0.0,1710,0.1
"1","4","0","0","0","社会保障給付",7417,1.2,13.2,3376,3.9,19089,5.0,14268,2.8,-,-,10027,1.4,-,-,5308,0.4
"1","5","0","0","0","公的年金給付",1291,0.2,...,-,-,8362,2.2,-,-,-,-,686,0.1,-,-,-,-
"1","5","0","0","0","他の社会保障給付",6127,1.0,-6.5,3376,3.9,10727,2.8,14268,2.8,-,-,9341,1.3,-,-,5308,0.4
"1","4","0","0","0","仕送り金",258,0.0,...,1809,2.1,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","特別収入",7052,1.1,-86.4,1405,1.6,11902,3.1,14444,2.9,9011,1.5,2571,0.4,5921,0.7,4299,0.3
"1","3","0","0","0","受贈金",2332,0.4,126.6,449,0.5,1760,0.5,6381,1.3,6985,1.2,-,-,294,0.0,570,0.0
"1","3","0","0","0","他の特別収入",4720,0.7,-90.7,956,1.1,10142,2.7,8064,1.6,2026,0.3,2571,0.4,5628,0.7,3728,0.3
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",609938,-,9.5,322860,-,406288,-,473337,-,526865,-,587337,-,976619,-,964163,-
"1","2","0","0","0","預貯金引出",433325,-,4.4,212173,-,252128,-,315464,-,404057,-,418692,-,689572,-,730971,-
"1","2","0","0","0","保険金",3341,-,-28.2,-,-,910,-,4355,-,-,-,10890,-,7340,-,-,-
