"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",327,-,-,49,-,47,-,46,-,45,-,50,-,43,-,47,-
"0","0","0","0","0","世帯人員",3.25,-,-,3.16,-,3.07,-,3.46,-,3.04,-,3.29,-,3.48,-,3.27,-
"0","0","0","0","0","有業人員",1.86,-,-,1.61,-,1.88,-,1.64,-,1.90,-,1.97,-,1.94,-,2.10,-
"0","0","0","0","0","世帯主平均年齢",50.5,-,-,52.9,-,52.9,-,48.6,-,48.1,-,50.6,-,49.8,-,50.8,-
"1","0","0","0","0","受取",1531314,-,12.2,472719,-,1146633,-,1208116,-,1311393,-,1575220,-,2169918,-,2803997,-
"1","1","0","0","0","実収入",682977,100.0,15.1,77672,100.0,498839,100.0,519013,100.0,566608,100.0,695238,100.0,865281,100.0,1536315,100.0
"1","2","0","0","0","経常収入",657765,96.3,15.0,76265,98.2,369607,74.1,507180,97.7,560704,99.0,686390,98.7,852354,98.5,1529269,99.5
"1","3","0","0","0","勤め先収入",637936,93.4,14.1,68112,87.7,336903,67.5,467328,90.0,558813,98.6,680778,97.9,845347,97.7,1486623,96.8
"1","4","0","0","0","世帯主収入",512559,75.0,14.1,64710,83.3,295905,59.3,404822,78.0,463713,81.8,503109,72.4,638813,73.8,1198899,78.0
"1","6","0","0","0","うち男",490088,71.8,13.8,42073,54.2,275243,55.2,374074,72.1,447301,78.9,492079,70.8,609438,70.4,1172685,76.3
"1","5","0","0","0","定期収入",458588,67.1,7.4,64245,82.7,292978,58.7,402334,77.5,450829,79.6,491563,70.7,613783,70.9,883228,57.5
"1","5","0","0","0","臨時収入",9122,1.3,12.4,465,0.6,2927,0.6,2489,0.5,8394,1.5,4698,0.7,15796,1.8,28628,1.9
"1","5","0","0","0","賞与",44849,6.6,216.8,-,-,-,-,-,-,4490,0.8,6849,1.0,9235,1.1,287043,18.7
"1","4","0","0","0","世帯主の配偶者の収入",108725,15.9,8.3,1240,1.6,35659,7.1,62506,12.0,87578,15.5,163604,23.5,179954,20.8,227820,14.8
"1","6","0","0","0","うち女",102229,15.0,5.7,1240,1.6,30926,6.2,62506,12.0,87578,15.5,146531,21.1,179954,20.8,204554,13.3
"1","4","0","0","0","他の世帯員収入",16652,2.4,80.1,2162,2.8,5340,1.1,-,-,7521,1.3,14064,2.0,26579,3.1,59904,3.9
"1","3","0","0","0","事業・内職収入",9815,1.4,116.0,-,-,4602,0.9,25472,4.9,1773,0.3,1300,0.2,729,0.1,33911,2.2
"1","4","0","0","0","家賃収入",2137,0.3,-8.2,-,-,3875,0.8,6615,1.3,-,-,325,0.0,729,0.1,3316,0.2
"1","4","0","0","0","他の事業収入",5643,0.8,...,-,-,728,0.1,17431,3.4,29,0.0,-,-,-,-,20713,1.3
"1","4","0","0","0","内職収入",2035,0.3,15.8,-,-,-,-,1426,0.3,1743,0.3,974,0.1,-,-,9883,0.6
"1","3","0","0","0","他の経常収入",10015,1.5,14.2,8153,10.5,28101,5.6,14380,2.8,118,0.0,4312,0.6,6278,0.7,8734,0.6
"1","4","0","0","0","財産収入",1845,0.3,846.2,45,0.1,3442,0.7,2093,0.4,118,0.0,1711,0.2,4,0.0,5396,0.4
"1","4","0","0","0","社会保障給付",7232,1.1,-15.7,5926,7.6,24659,4.9,7924,1.5,-,-,2601,0.4,6275,0.7,3338,0.2
"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",7232,1.1,-15.7,5926,7.6,24659,4.9,7924,1.5,-,-,2601,0.4,6275,0.7,3338,0.2
"1","4","0","0","0","仕送り金",938,0.1,...,2182,2.8,-,-,4362,0.8,-,-,-,-,-,-,-,-
"1","2","0","0","0","特別収入",25212,3.7,20.0,1407,1.8,129232,25.9,11832,2.3,5905,1.0,8848,1.3,12927,1.5,7046,0.5
"1","3","0","0","0","受贈金",19744,2.9,72.8,-,-,123781,24.8,8466,1.6,289,0.1,1306,0.2,3961,0.5,1101,0.1
