"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,8749,-,971,-,119,-,162,-
"0","0","0","0","0","調査世帯数",617,-,542,-,59,-,7,-,9,-
"0","0","0","0","0","世帯人員",2.92,-,2.92,-,2.86,-,2.55,-,3.53,-
"0","0","0","0","0","有業人員",1.38,-,1.34,-,1.63,-,1.27,-,2.00,-
"0","0","0","0","0","世帯主平均年齢",61.0,-,62.2,-,51.3,-,69.1,-,45.7,-
"2","2","0","0","0","生計支出",306814,-,307749,-,301194,-,203162,-,365999,-
"2","3","0","0","0","消費支出",306814,100.0,307749,100.0,301194,100.0,203162,100.0,365999,100.0
"2","4","1","0","0","食料",91276,29.7,92280,30.0,82530,27.4,59599,29.3,112687,30.8
"2","5","1","1","0","穀類",6687,2.2,6734,2.2,6295,2.1,6176,3.0,6904,1.9
"2","6","1","1","1","米類",1575,0.5,1629,0.5,1191,0.4,1866,0.9,785,0.2
"2","6","1","1","2","パン",3130,1.0,3093,1.0,3408,1.1,2648,1.3,3784,1.0
"2","6","1","1","3","麺類",1488,0.5,1500,0.5,1348,0.4,1152,0.6,1927,0.5
"2","6","1","1","4","他の穀類",494,0.2,511,0.2,347,0.1,511,0.3,407,0.1
"2","5","1","2","0","魚介類",6484,2.1,6803,2.2,4028,1.3,3900,1.9,5877,1.6
"2","6","1","2","1","生鮮魚介",3624,1.2,3808,1.2,2149,0.7,2357,1.2,3443,0.9
"2","6","1","2","2","塩干魚介",1193,0.4,1232,0.4,895,0.3,699,0.3,1235,0.3
"2","6","1","2","3","魚肉練製品",703,0.2,731,0.2,524,0.2,473,0.2,403,0.1
"2","6","1","2","4","他の魚介加工品",965,0.3,1032,0.3,461,0.2,371,0.2,797,0.2
"2","5","1","3","0","肉類",8558,2.8,8706,2.8,7191,2.4,7713,3.8,9424,2.6
"2","6","1","3","1","生鮮肉",7145,2.3,7263,2.4,6085,2.0,6505,3.2,7604,2.1
"2","6","1","3","2","加工肉",1413,0.5,1443,0.5,1105,0.4,1208,0.6,1820,0.5
"2","5","1","4","0","乳卵類",4594,1.5,4634,1.5,4222,1.4,2852,1.4,5953,1.6
"2","6","1","4","1","牛乳",1320,0.4,1340,0.4,1176,0.4,849,0.4,1473,0.4
