"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2641,-,3160,-,3077,-,1123,-
"0","0","0","0","0","調査世帯数",324,-,87,-,102,-,99,-,36,-
"0","0","0","0","0","世帯人員",3.28,-,2.00,-,3.00,-,4.00,-,5.11,-
"0","0","0","0","0","有業人員",1.80,-,1.62,-,1.80,-,1.94,-,1.83,-
"0","0","0","0","0","世帯主平均年齢",51.0,-,55.5,-,52.1,-,47.3,-,47.6,-
"1","0","0","0","0","受取",1426579,-,1115931,-,1456418,-,1609777,-,1571246,-
"1","1","0","0","0","実収入",653422,100.0,523750,100.0,674864,100.0,727042,100.0,696322,100.0
"1","2","0","0","0","経常収入",625172,95.7,503602,96.2,661004,97.9,684903,94.2,646580,92.9
"1","3","0","0","0","勤め先収入",600559,91.9,478204,91.3,636428,94.3,657119,90.4,632400,90.8
"1","4","0","0","0","世帯主収入",486287,74.4,383131,73.2,516669,76.6,533718,73.4,513428,73.7
"1","6","0","0","0","うち男",460320,70.4,341910,65.3,494120,73.2,519226,71.4,482274,69.3
"1","5","0","0","0","定期収入",473407,72.5,378230,72.2,499344,74.0,520806,71.6,494380,71.0
"1","5","0","0","0","臨時収入",3924,0.6,4886,0.9,4170,0.6,4276,0.6,7,0.0
"1","5","0","0","0","賞与",8955,1.4,15,0.0,13154,1.9,8636,1.2,19040,2.7
"1","4","0","0","0","世帯主の配偶者の収入",101386,15.5,84070,16.1,103234,15.3,110352,15.2,112341,16.1
"1","6","0","0","0","うち女",90217,13.8,76639,14.6,93025,13.8,102386,14.1,80901,11.6
"1","4","0","0","0","他の世帯員収入",12887,2.0,11003,2.1,16525,2.4,13050,1.8,6632,1.0
"1","3","0","0","0","事業・内職収入",16644,2.5,12157,2.3,19503,2.9,23094,3.2,1475,0.2
"1","4","0","0","0","家賃収入",1571,0.2,-,-,-,-,5107,0.7,-,-
"1","4","0","0","0","他の事業収入",13940,2.1,10796,2.1,19503,2.9,15474,2.1,1475,0.2
"1","4","0","0","0","内職収入",1132,0.2,1361,0.3,-,-,2512,0.3,-,-
"1","3","0","0","0","他の経常収入",7969,1.2,13241,2.5,5074,0.8,4690,0.6,12705,1.8
"1","4","0","0","0","財産収入",2672,0.4,3926,0.7,1105,0.2,4178,0.6,-,-
"1","4","0","0","0","社会保障給付",4142,0.6,8527,1.6,1299,0.2,173,0.0,12705,1.8
"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",4142,0.6,8527,1.6,1299,0.2,173,0.0,12705,1.8
"1","4","0","0","0","仕送り金",1156,0.2,788,0.2,2669,0.4,339,0.0,-,-
"1","2","0","0","0","特別収入",28249,4.3,20148,3.8,13860,2.1,42139,5.8,49742,7.1
"1","3","0","0","0","受贈金",4514,0.7,484,0.1,2071,0.3,10813,1.5,3603,0.5
"1","3","0","0","0","他の特別収入",23736,3.6,19664,3.8,11789,1.7,31326,4.3,46139,6.6
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",532135,-,444292,-,518131,-,585924,-,630775,-
"1","2","0","0","0","預貯金引出",375023,-,314760,-,375448,-,433210,-,356108,-
"1","2","0","0","0","保険金",6367,-,-,-,329,-,-,-,55797,-
"1","3","0","0","0","個人・企業年金保険金",104,-,-,-,329,-,-,-,-,-
"1","3","0","0","0","他の保険金",6264,-,-,-,-,-,-,-,55797,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",150438,-,128448,-,142303,-,152698,-,218870,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",307,-,1083,-,52,-,16,-,-,-
"1","1","0","0","0","繰入金",241022,-,147889,-,263422,-,296811,-,244149,-
"2","0","0","0","0","支払",1426579,-,1115931,-,1456418,-,1609777,-,1571246,-
"2","1","0","0","0","実支出",486479,-,426125,-,475391,-,521220,-,564447,-
"2","2","0","0","0","生計支出",359105,-,320606,-,339876,-,382747,-,439003,-
"2","3","0","0","0","消費支出",359105,100.0,320606,100.0,339876,100.0,382747,100.0,439003,100.0
"2","4","1","0","0","食料",95785,26.7,85095,26.5,94858,27.9,106107,27.7,95249,21.7
"2","5","1","1","0","穀類",6718,1.9,4968,1.5,7091,2.1,7663,2.0,7197,1.6
"2","6","1","1","1","米類",1376,0.4,932,0.3,1486,0.4,1651,0.4,1354,0.3
"2","6","1","1","2","パン",3134,0.9,2448,0.8,3395,1.0,3316,0.9,3513,0.8
"2","6","1","1","3","麺類",1700,0.5,1226,0.4,1767,0.5,1966,0.5,1896,0.4
"2","6","1","1","4","他の穀類",509,0.1,362,0.1,444,0.1,730,0.2,434,0.1
"2","5","1","2","0","魚介類",5532,1.5,5013,1.6,5648,1.7,5310,1.4,7037,1.6
