"項目","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","調査世帯数",611,-,-,85,-,90,-,87,-,90,-,92,-,85,-,82,-
"0","世帯人員",2.90,-,-,2.75,-,2.84,-,2.79,-,2.84,-,2.78,-,3.07,-,3.21,-
"0","有業人員",1.34,-,-,1.22,-,1.29,-,1.16,-,1.39,-,1.25,-,1.51,-,1.53,-
"0","世帯主平均年齢",60.9,-,-,64.3,-,62.7,-,63.5,-,61.1,-,61.3,-,56.0,-,57.3,-
"0","消費支出",332613,100.0,-2.9,100673,100.0,163913,100.0,214753,100.0,267857,100.0,332812,100.0,431768,100.0,809450,100.0
"2","基礎的支出",180284,54.2,-6.6,75937,75.4,112108,68.4,145999,68.0,175078,65.4,201330,60.5,232988,54.0,316301,39.1
"3","選択的支出",152330,45.8,1.9,24736,24.6,51805,31.6,68754,32.0,92778,34.6,131483,39.5,198779,46.0,493149,60.9
"1","食料",95365,28.7,-0.9,50499,50.2,71253,43.5,79178,36.9,95163,35.5,103427,31.1,126318,29.3,140942,17.4
"2","基礎的支出",73515,22.1,0.9,43483,43.2,59688,36.4,67571,31.5,72944,27.2,79335,23.8,93371,21.6,97802,12.1
"3","選択的支出",21849,6.6,-6.3,7016,7.0,11565,7.1,11608,5.4,22219,8.3,24092,7.2,32947,7.6,43140,5.3
"1","住居",18456,5.5,-36.4,2504,2.5,3731,2.3,8113,3.8,18694,7.0,24333,7.3,30736,7.1,40715,5.0
"2","基礎的支出",17117,5.1,-35.9,2504,2.5,3678,2.2,8113,3.8,17850,6.7,23566,7.1,25931,6.0,37811,4.7
"3","選択的支出",1339,0.4,-42.1,-,-,53,0.0,-,-,845,0.3,767,0.2,4805,1.1,2904,0.4
