"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2535,-,3500,-,3039,-,926,-
"0","0","0","0","0","調査世帯数",332,-,84,-,113,-,103,-,32,-
"0","0","0","0","0","世帯人員",3.25,-,2.00,-,3.00,-,4.00,-,5.11,-
"0","0","0","0","0","有業人員",1.83,-,1.65,-,1.81,-,1.97,-,1.96,-
"0","0","0","0","0","世帯主平均年齢",51.1,-,57.1,-,50.9,-,47.3,-,47.5,-
"1","0","0","0","0","受取",1498326,-,1230769,-,1435807,-,1785080,-,1526129,-
"1","1","0","0","0","実収入",686511,100.0,631018,100.0,691565,100.0,727416,100.0,685099,100.0
"1","2","0","0","0","経常収入",678606,98.8,616528,97.7,687055,99.3,720410,99.0,679437,99.2
"1","3","0","0","0","勤め先収入",600012,87.4,502366,79.6,608812,88.0,663431,91.2,625966,91.4
"1","4","0","0","0","世帯主収入",475356,69.2,392067,62.1,495184,71.6,524997,72.2,465534,68.0
"1","6","0","0","0","うち男",453598,66.1,358576,56.8,475931,68.8,513358,70.6,433216,63.2
"1","5","0","0","0","定期収入",470933,68.6,385105,61.0,491841,71.1,521334,71.7,461478,67.4
"1","5","0","0","0","臨時収入",3973,0.6,6941,1.1,2884,0.4,2725,0.4,4056,0.6
"1","5","0","0","0","賞与",451,0.1,21,0.0,459,0.1,938,0.1,-,-
"1","4","0","0","0","世帯主の配偶者の収入",110017,16.0,98425,15.6,97559,14.1,125330,17.2,138598,20.2
"1","6","0","0","0","うち女",97997,14.3,86663,13.7,88477,12.8,117387,16.1,101382,14.8
"1","4","0","0","0","他の世帯員収入",14639,2.1,11875,1.9,16069,2.3,13104,1.8,21833,3.2
"1","3","0","0","0","事業・内職収入",21929,3.2,14163,2.2,29730,4.3,25604,3.5,1645,0.2
"1","4","0","0","0","家賃収入",7204,1.0,11082,1.8,8291,1.2,4911,0.7,-,-
"1","4","0","0","0","他の事業収入",13411,2.0,855,0.1,21211,3.1,18487,2.5,1645,0.2
"1","4","0","0","0","内職収入",1314,0.2,2226,0.4,228,0.0,2206,0.3,-,-
"1","3","0","0","0","他の経常収入",56664,8.3,99999,15.8,48513,7.0,31375,4.3,51826,7.6
"1","4","0","0","0","財産収入",3391,0.5,5837,0.9,1972,0.3,4020,0.6,0,0.0
"1","4","0","0","0","社会保障給付",52052,7.6,94162,14.9,43054,6.2,27354,3.8,51826,7.6
"1","5","0","0","0","公的年金給付",34089,5.0,90042,14.3,26445,3.8,2771,0.4,12566,1.8
"1","5","0","0","0","他の社会保障給付",17963,2.6,4120,0.7,16609,2.4,24584,3.4,39260,5.7
"1","4","0","0","0","仕送り金",1221,0.2,-,-,3487,0.5,-,-,-,-
"1","2","0","0","0","特別収入",7905,1.2,14490,2.3,4510,0.7,7006,1.0,5662,0.8
"1","3","0","0","0","受贈金",185,0.0,158,0.0,35,0.0,436,0.1,-,-
"1","3","0","0","0","他の特別収入",7721,1.1,14332,2.3,4475,0.6,6570,0.9,5662,0.8
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",534043,-,476484,-,493425,-,632763,-,521189,-
"1","2","0","0","0","預貯金引出",380990,-,336174,-,345216,-,466857,-,357114,-
"1","2","0","0","0","保険金",4767,-,9587,-,6101,-,661,-,-,-
"1","3","0","0","0","個人・企業年金保険金",4566,-,9587,-,6101,-,-,-,-,-
"1","3","0","0","0","他の保険金",201,-,-,-,-,-,661,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",5000,-,4783,-,-,-,-,-,40912,-
"1","2","0","0","0","クレジット購入借入金",142459,-,125262,-,141386,-,164020,-,122838,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",827,-,678,-,722,-,1225,-,325,-
"1","1","0","0","0","繰入金",277772,-,123266,-,250817,-,424901,-,319841,-
"2","0","0","0","0","支払",1498326,-,1230769,-,1435807,-,1785080,-,1526129,-
"2","1","0","0","0","実支出",480660,-,412006,-,461694,-,558613,-,484492,-
"2","2","0","0","0","生計支出",344947,-,291966,-,319378,-,415746,-,354312,-
"2","3","0","0","0","消費支出",344947,100.0,291966,100.0,319378,100.0,415746,100.0,354312,100.0
"2","4","1","0","0","食料",95367,27.6,89695,30.7,89703,28.1,106459,25.6,95899,27.1
"2","5","1","1","0","穀類",7100,2.1,5124,1.8,7050,2.2,8170,2.0,9187,2.6
"2","6","1","1","1","米類",1620,0.5,911,0.3,1664,0.5,1923,0.5,2403,0.7
"2","6","1","1","2","パン",3306,1.0,2575,0.9,3244,1.0,3745,0.9,4104,1.2
"2","6","1","1","3","麺類",1603,0.5,1219,0.4,1642,0.5,1734,0.4,2075,0.6
"2","6","1","1","4","他の穀類",571,0.2,419,0.1,500,0.2,769,0.2,605,0.2
"2","5","1","2","0","魚介類",5480,1.6,5769,2.0,5299,1.7,5515,1.3,5264,1.5
"2","6","1","2","1","生鮮魚介",3137,0.9,3600,1.2,2936,0.9,3040,0.7,2950,0.8
"2","6","1","2","2","塩干魚介",958,0.3,739,0.3,1022,0.3,1022,0.2,1100,0.3
"2","6","1","2","3","魚肉練製品",562,0.2,555,0.2,539,0.2,617,0.1,489,0.1
"2","6","1","2","4","他の魚介加工品",823,0.2,875,0.3,802,0.3,835,0.2,724,0.2
"2","5","1","3","0","肉類",8890,2.6,6368,2.2,8834,2.8,10502,2.5,10715,3.0
"2","6","1","3","1","生鮮肉",7485,2.2,5192,1.8,7458,2.3,8808,2.1,9529,2.7
"2","6","1","3","2","加工肉",1405,0.4,1176,0.4,1376,0.4,1694,0.4,1186,0.3
"2","5","1","4","0","乳卵類",4429,1.3,3357,1.1,4365,1.4,5148,1.2,5248,1.5
"2","6","1","4","1","牛乳",1246,0.4,891,0.3,1095,0.3,1599,0.4,1632,0.5
"2","6","1","4","2","乳製品",2276,0.7,1726,0.6,2329,0.7,2573,0.6,2610,0.7
"2","6","1","4","3","卵",906,0.3,741,0.3,940,0.3,975,0.2,1007,0.3
"2","5","1","5","0","野菜・海藻",8953,2.6,7929,2.7,9031,2.8,9992,2.4,8054,2.3
"2","6","1","5","1","生鮮野菜",6266,1.8,5232,1.8,6528,2.0,7027,1.7,5613,1.6
"2","6","1","5","2","乾物・海藻",719,0.2,735,0.3,707,0.2,766,0.2,570,0.2
