"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","35歳未満／実数（円）","35歳未満／構成比（％）","35～39歳／実数（円）","35～39歳／構成比（％）","40～44歳／実数（円）","40～44歳／構成比（％）","45～49歳／実数（円）","45～49歳／構成比（％）","50～54歳／実数（円）","50～54歳／構成比（％）","55～59歳／実数（円）","55～59歳／構成比（％）","60～64歳／実数（円）","60～64歳／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）","（再掲）75歳以上／実数（円）","（再掲）75歳以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,294,-,552,-,858,-,745,-,1039,-,1196,-,1038,-,4278,-,2484,-
"0","0","0","0","0","調査世帯数",595,-,18,-,29,-,50,-,45,-,64,-,70,-,59,-,260,-,154,-
"0","0","0","0","0","世帯人員",2.93,-,3.46,-,3.43,-,3.74,-,3.45,-,3.74,-,3.12,-,2.78,-,2.36,-,2.36,-
"0","0","0","0","0","有業人員",1.38,-,1.62,-,1.65,-,1.54,-,1.74,-,2.10,-,1.89,-,1.83,-,0.82,-,0.65,-
"0","0","0","0","0","世帯主平均年齢",61.6,-,31.7,-,37.3,-,42.3,-,47.2,-,52.5,-,56.8,-,61.8,-,76.7,-,81.6,-
"2","2","0","0","0","生計支出",423343,-,304243,-,376394,-,401016,-,380523,-,610175,-,732205,-,374779,-,329577,-,361723,-
"2","3","0","0","0","消費支出",392937,100.0,304243,100.0,376394,100.0,401016,100.0,380523,100.0,610175,100.0,478022,100.0,374779,100.0,329577,100.0,361723,100.0
"2","4","1","0","0","食料",93288,23.7,85094,28.0,93794,24.9,104282,26.0,95796,25.2,106683,17.5,99154,20.7,85951,22.9,88033,26.7,83912,23.2
"2","5","1","1","0","穀類",7488,1.9,5561,1.8,6197,1.6,7715,1.9,7423,2.0,8374,1.4,7172,1.5,7686,2.1,7578,2.3,7423,2.1
"2","6","1","1","1","米類",2025,0.5,1347,0.4,849,0.2,1451,0.4,1813,0.5,2007,0.3,2303,0.5,2287,0.6,2238,0.7,2426,0.7
"2","6","1","1","2","パン",3325,0.8,2323,0.8,3151,0.8,4273,1.1,3360,0.9,3759,0.6,2712,0.6,3561,1.0,3230,1.0,3056,0.8
"2","6","1","1","3","麺類",1696,0.4,1575,0.5,1653,0.4,1493,0.4,1744,0.5,2144,0.4,1622,0.3,1470,0.4,1709,0.5,1608,0.4
"2","6","1","1","4","他の穀類",443,0.1,316,0.1,545,0.1,498,0.1,507,0.1,464,0.1,536,0.1,368,0.1,402,0.1,333,0.1
"2","5","1","2","0","魚介類",6436,1.6,2800,0.9,3060,0.8,4970,1.2,5312,1.4,6599,1.1,6923,1.4,5200,1.4,7734,2.3,8290,2.3
"2","6","1","2","1","生鮮魚介",3787,1.0,1433,0.5,1711,0.5,3069,0.8,3388,0.9,3942,0.6,4285,0.9,3182,0.8,4399,1.3,4637,1.3
"2","6","1","2","2","塩干魚介",1089,0.3,613,0.2,611,0.2,927,0.2,1002,0.3,1087,0.2,1192,0.2,838,0.2,1264,0.4,1414,0.4
"2","6","1","2","3","魚肉練製品",615,0.2,310,0.1,285,0.1,323,0.1,430,0.1,597,0.1,578,0.1,474,0.1,819,0.2,904,0.2
"2","6","1","2","4","他の魚介加工品",945,0.2,445,0.1,453,0.1,652,0.2,492,0.1,973,0.2,868,0.2,706,0.2,1252,0.4,1335,0.4
"2","5","1","3","0","肉類",8433,2.1,7406,2.4,6479,1.7,7568,1.9,8860,2.3,11468,1.9,10320,2.2,6791,1.8,7989,2.4,7662,2.1
"2","6","1","3","1","生鮮肉",6895,1.8,6121,2.0,5222,1.4,6171,1.5,7214,1.9,9833,1.6,8518,1.8,5690,1.5,6380,1.9,6132,1.7
"2","6","1","3","2","加工肉",1538,0.4,1284,0.4,1256,0.3,1397,0.3,1645,0.4,1635,0.3,1803,0.4,1101,0.3,1609,0.5,1530,0.4
"2","5","1","4","0","乳卵類",4692,1.2,4960,1.6,4451,1.2,4674,1.2,4669,1.2,5127,0.8,4846,1.0,3648,1.0,4817,1.5,4555,1.3
"2","6","1","4","1","牛乳",1423,0.4,1167,0.4,1140,0.3,1186,0.3,1705,0.4,1453,0.2,1525,0.3,894,0.2,1568,0.5,1523,0.4
"2","6","1","4","2","乳製品",2359,0.6,3032,1.0,2400,0.6,2757,0.7,2198,0.6,2484,0.4,2439,0.5,1918,0.5,2309,0.7,2101,0.6
"2","6","1","4","3","卵",911,0.2,761,0.3,912,0.2,730,0.2,767,0.2,1190,0.2,883,0.2,836,0.2,940,0.3,932,0.3
"2","5","1","5","0","野菜・海藻",10812,2.8,7467,2.5,6966,1.9,7450,1.9,8791,2.3,11652,1.9,11302,2.4,10643,2.8,12265,3.7,12473,3.4
"2","6","1","5","1","生鮮野菜",7596,1.9,5523,1.8,4852,1.3,5440,1.4,6200,1.6,8150,1.3,8306,1.7,7455,2.0,8470,2.6,8641,2.4
"2","6","1","5","2","乾物・海藻",802,0.2,429,0.1,574,0.2,551,0.1,774,0.2,1047,0.2,638,0.1,612,0.2,946,0.3,978,0.3
"2","6","1","5","3","大豆加工品",1192,0.3,829,0.3,809,0.2,1013,0.3,824,0.2,1348,0.2,1290,0.3,1202,0.3,1299,0.4,1257,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1221,0.3,686,0.2,732,0.2,446,0.1,992,0.3,1106,0.2,1069,0.2,1374,0.4,1550,0.5,1597,0.4
"2","5","1","6","0","果物",3598,0.9,2597,0.9,2461,0.7,2903,0.7,2539,0.7,3611,0.6,3820,0.8,3639,1.0,4062,1.2,4353,1.2
"2","6","1","6","1","生鮮果物",3154,0.8,2548,0.8,2175,0.6,2426,0.6,2395,0.6,3196,0.5,3334,0.7,3182,0.8,3532,1.1,3832,1.1
"2","6","1","6","2","果物加工品",444,0.1,50,0.0,286,0.1,476,0.1,145,0.0,416,0.1,486,0.1,458,0.1,530,0.2,522,0.1
"2","5","1","7","0","油脂・調味料",4191,1.1,3278,1.1,3344,0.9,3973,1.0,3848,1.0,4958,0.8,4346,0.9,3749,1.0,4345,1.3,3949,1.1
"2","6","1","7","1","油脂",472,0.1,588,0.2,163,0.0,455,0.1,345,0.1,423,0.1,696,0.1,373,0.1,502,0.2,395,0.1
"2","6","1","7","2","調味料",3720,0.9,2690,0.9,3181,0.8,3518,0.9,3504,0.9,4535,0.7,3650,0.8,3376,0.9,3843,1.2,3554,1.0
"2","5","1","8","0","菓子類",7580,1.9,6275,2.1,8902,2.4,8749,2.2,10201,2.7,8228,1.3,6137,1.3,7689,2.1,7029,2.1,6588,1.8
"2","5","1","9","0","調理食品",14186,3.6,9491,3.1,14121,3.8,19030,4.7,13805,3.6,14273,2.3,13739,2.9,15051,4.0,13506,4.1,12662,3.5
"2","6","1","9","1","主食的調理食品",6244,1.6,3999,1.3,7150,1.9,6645,1.7,6986,1.8,5511,0.9,5544,1.2,6424,1.7,6401,1.9,5636,1.6
"2","6","1","9","2","他の調理食品",7942,2.0,5491,1.8,6971,1.9,12384,3.1,6818,1.8,8762,1.4,8195,1.7,8627,2.3,7105,2.2,7026,1.9
"2","5","1","10","0","飲料",5742,1.5,6731,2.2,7655,2.0,6459,1.6,6322,1.7,5605,0.9,5479,1.1,5923,1.6,5245,1.6,4459,1.2
"2","6","1","10","1","茶類",1228,0.3,688,0.2,1664,0.4,1367,0.3,1233,0.3,1336,0.2,909,0.2,1239,0.3,1239,0.4,1191,0.3
"2","6","1","10","2","コーヒー・ココア",1354,0.3,1383,0.5,1716,0.5,1122,0.3,1175,0.3,1218,0.2,1206,0.3,1646,0.4,1386,0.4,1172,0.3
"2","6","1","10","3","他の飲料",3160,0.8,4660,1.5,4275,1.1,3970,1.0,3914,1.0,3051,0.5,3364,0.7,3037,0.8,2619,0.8,2097,0.6
"2","5","1","11","0","酒類",3793,1.0,2561,0.8,2638,0.7,3243,0.8,3534,0.9,5319,0.9,3990,0.8,2582,0.7,4051,1.2,3708,1.0
"2","5","1","12","0","外食",16336,4.2,25968,8.5,27520,7.3,27549,6.9,20490,5.4,21469,3.5,21079,4.4,13350,3.6,9412,2.9,7790,2.2
"2","6","1","12","1","一般外食",16239,4.1,25775,8.5,27203,7.2,27183,6.8,20008,5.3,21409,3.5,21074,4.4,13350,3.6,9412,2.9,7790,2.2
"2","6","1","12","2","学校給食",97,0.0,194,0.1,317,0.1,366,0.1,482,0.1,60,0.0,5,0.0,-,-,-,-,-,-
"2","4","2","0","0","住居",34957,8.9,26674,8.8,27294,7.3,37293,9.3,13369,3.5,47486,7.8,15073,3.2,19016,5.1,46190,14.0,68291,18.9
"2","5","2","1","0","家賃地代",11385,2.9,26625,8.8,27021,7.2,18438,4.6,12306,3.2,23261,3.8,11462,2.4,8914,2.4,4440,1.3,4043,1.1
"2","5","2","2","0","設備修繕・維持",23572,6.0,49,0.0,273,0.1,18855,4.7,1063,0.3,24225,4.0,3611,0.8,10103,2.7,41750,12.7,64248,17.8
"2","6","2","2","1","設備材料",4373,1.1,23,0.0,96,0.0,229,0.1,659,0.2,64,0.0,3017,0.6,681,0.2,9021,2.7,14557,4.0
"2","6","2","2","2","工事その他のサービス",19199,4.9,26,0.0,178,0.0,18626,4.6,404,0.1,24161,4.0,594,0.1,9421,2.5,32729,9.9,49691,13.7
"2","4","3","0","0","光熱・水道",24660,6.3,18611,6.1,17853,4.7,24905,6.2,21454,5.6,27793,4.6,26424,5.5,27089,7.2,24620,7.5,23127,6.4
"2","5","3","1","0","電気代",11499,2.9,7111,2.3,9787,2.6,12616,3.1,9921,2.6,11661,1.9,11361,2.4,12651,3.4,11791,3.6,11354,3.1
"2","5","3","2","0","ガス代",7893,2.0,5895,1.9,4364,1.2,6256,1.6,6943,1.8,9029,1.5,8857,1.9,9323,2.5,8088,2.5,7345,2.0
"2","5","3","3","0","他の光熱",76,0.0,84,0.0,4,0.0,69,0.0,54,0.0,175,0.0,21,0.0,33,0.0,93,0.0,124,0.0
"2","5","3","4","0","上下水道料",5191,1.3,5522,1.8,3698,1.0,5963,1.5,4536,1.2,6927,1.1,6186,1.3,5082,1.4,4648,1.4,4304,1.2
"2","4","4","0","0","家具・家事用品",12812,3.3,15483,5.1,10785,2.9,11711,2.9,9972,2.6,13072,2.1,27114,5.7,9757,2.6,10286,3.1,11596,3.2
"2","5","4","1","0","家庭用耐久財",4720,1.2,3292,1.1,1490,0.4,1790,0.4,2737,0.7,5128,0.8,13191,2.8,1687,0.5,4435,1.3,6551,1.8
"2","6","4","1","1","家事用耐久財",2812,0.7,1361,0.4,888,0.2,1433,0.4,1655,0.4,2471,0.4,9659,2.0,1594,0.4,2101,0.6,2553,0.7
"2","6","4","1","2","冷暖房用器具",1380,0.4,-,-,546,0.1,-,-,1082,0.3,2514,0.4,744,0.2,7,0.0,2147,0.7,3699,1.0
"2","6","4","1","3","一般家具",528,0.1,1931,0.6,55,0.0,357,0.1,-,-,143,0.0,2788,0.6,87,0.0,187,0.1,299,0.1
"2","5","4","2","0","室内装備・装飾品",1221,0.3,976,0.3,3552,0.9,659,0.2,469,0.1,128,0.0,5719,1.2,758,0.2,300,0.1,209,0.1
"2","5","4","3","0","寝具類",240,0.1,732,0.2,476,0.1,269,0.1,62,0.0,33,0.0,732,0.2,142,0.0,138,0.0,66,0.0
"2","5","4","4","0","家事雑貨",2462,0.6,4516,1.5,2049,0.5,4286,1.1,2476,0.7,3004,0.5,3163,0.7,2837,0.8,1589,0.5,1512,0.4
"2","5","4","5","0","家事用消耗品",3528,0.9,5495,1.8,3181,0.8,4300,1.1,3513,0.9,3474,0.6,3513,0.7,3966,1.1,3196,1.0,2504,0.7
"2","5","4","6","0","家事サービス",642,0.2,472,0.2,38,0.0,406,0.1,715,0.2,1304,0.2,796,0.2,366,0.1,629,0.2,754,0.2
"2","4","5","0","0","被服及び履物",12524,3.2,12363,4.1,12825,3.4,18773,4.7,18079,4.8,18196,3.0,16930,3.5,12805,3.4,7598,2.3,6899,1.9
"2","5","5","1","0","和服",311,0.1,-,-,76,0.0,-,-,-,-,-,-,-,-,-,-,717,0.2,1229,0.3
"2","5","5","2","0","洋服",4721,1.2,3369,1.1,3979,1.1,10475,2.6,9204,2.4,7417,1.2,6358,1.3,5829,1.6,1595,0.5,1281,0.4
