"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","配偶者","591","35.3","36.3"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","同居の子ども","218","13.0","13.4"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","別居の子ども","453","27.0","27.9"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","兄弟姉妹・親戚・親・孫","488","29.1","30.0"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","近隣","203","12.1","12.5"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","友人","908","54.2","55.8"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","その他","75","4.5","4.6"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","そのような人はいない","143","8.5","8.8"
"202003","日常生活全般について","Q20-2. 反対に、あなたが心配事や愚痴（ぐち）を聞いてあげる人はいますか。（あてはまるものすべてに○）","無回答","49","2.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・日常生活全般についてQ20-2","Ver202003",,,,,
