都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考,最終確認日
131229,0000000001,東京都,葛飾区,帝釈天参道,タイシャクテンサンドウ,,東京都葛飾区柴又４－９ ,,35.757193,139.875873,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000002,東京都,葛飾区,寅さん記念館,トラサンキネンカン,,東京都葛飾区柴又６－２２－１９,,35.757411,139.880486,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000003,東京都,葛飾区,山田洋次ミュージアム,ヤマダヨウジミュージアム,,東京都葛飾区柴又６－２２－１９,,35.756670,139.880508,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000004,東京都,葛飾区,山本亭,ヤマモトテイ,,東京都葛飾区柴又７－１９－３２,,35.758044,139.880102,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000005,東京都,葛飾区,両津勘吉像,リョウツカンキチゾウ,,東京都葛飾区亀有５－３３,,35.766919,139.847897,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000006,東京都,葛飾区,薔薇と麗子像,バラトレイコゾウ,,東京都葛飾区亀有５－３４－１,,35.767045,139.848177,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000007,東京都,葛飾区,両津勘吉祭り姿像,リョウツカンキチマツリスガタゾウ,,東京都葛飾区亀有３－２５－１,,35.766167,139.847466,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000008,東京都,葛飾区,ようこそ亀有へ両さん像,ヨウコソカメアリヘリョウサンゾウ,,東京都葛飾区亀有３－２６,,35.766036,139.847839,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000009,東京都,葛飾区,ようこそこち亀の街へ！両津・中川・麗子がお出迎え像,ヨウコソコチカメノマチヘ！リョウツ・ナカガワ・レイコガオデムカエゾウ,,東京都葛飾区亀有３－２６,,35.766512,139.848042,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000010,東京都,葛飾区,中川像,ナカガワゾウ,,東京都葛飾区亀有３－２９,,35.766014,139.848533,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000011,東京都,葛飾区,少年よ、あの星を目指せ！両さん像,ショウネンヨ、アノホシヲメザセ！リョウサンゾウ,,東京都葛飾区亀有３－４２－２４,,35.765548,139.851006,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000012,東京都,葛飾区,ワハハ両さん像,ワハハリョウサンゾウ,,東京都葛飾区亀有２－６３－７,,35.762992,139.850629,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
