"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2017-04-11 10:43:55","浜松町駅北口自転車等駐車場","009013001000","駐車場・駐輪場・撤去自転車等一時保管所","駐輪場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/01.html","芝地区","","港区海岸一丁目2番34号","電話番号：03-3434-3150","","","【利用時間】
・午前4時30分から午前1時30分（年中無休）

【利用料金】
■定期利用
・自転車
一般　1か月　1,800円
学生　1か月　1,300円
・バイク（50cc以下）
一般　1か月　2,700円
学生　1か月　2,200円
■一時利用
・自転車
1日（1回）150円
回数券（11回）1,500円
・バイク（50cc以下）
1日（1回）200円
回数券（11回）2,000円
※「最初の2時間」は無料。最初の2時間を含む以後「24時間まで」の単位が1回の利用料金となります。　
※2時間以内の無料利用をご希望の場合は、利用の前に必ず係員にお申し出ください。　
※1回の入出庫が1回の利用となります。1度出庫された場合は改めて一時利用料金をお支払いください。

【定期利用申込】
■申込方法
・毎年3月16日から4月5日まで、翌年度定期利用の一斉募集を行います。
・一斉募集期間を過ぎても空きがあれば随時、翌月からの定期利用の申込ができます。
■申込受付時間
・午前4時30分から午前1時30分（年中無休）

【施設の概要】
■収容可能台数
・自転車　200台
・バイク（50cc以下）50台","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/dsc_0484.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/dsc_0485.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/dsc_0486.jpg","","","","","","35.65649","139.758469",""
"2024-07-17 15:38:12","田町駅東口自転車等駐車場","009013001000","駐車場・駐輪場・撤去自転車等一時保管所","駐輪場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/02.html","芝浦港南地区","","港区芝浦三丁目3番先","電話番号：03-5443-0590","","","【利用時間】
・午前4時30分から午前1時30分（年中無休）

【利用料金】
■定期利用
・自転車
一般　1か月　1,800円
学生　1か月　1,300円
・バイク（50cc以下）
一般　1か月　2,700円
学生　1か月　2,200円
■一時利用
・自転車
1日（1回）150円
回数券（11回）1,500円
・バイク（50cc以下）
1日（1回）200円
回数券（11回）2,000円
※「最初の2時間」は無料。最初の2時間を含む以後「24時間まで」の単位が1回の利用料金となります。
※2時間以内の無料利用をご希望の場合は、利用の前に必ず係員にお申し出ください。
※1回の入出庫が1回の利用となります。1度出庫された場合は改めて一時利用料金をお支払いください。

【定期利用申込】
■申込方法
・2月11日から2月21日まで、翌年度定期利用の一斉募集を行います。
・年度によっては、日程が変更になる場合があります。詳しくは「定期利用の一斉募集」の広報・ホームページをご確認いただくか、直接、自転車等駐車場にお問合せ下さい。
・その他の期間も空きがあれば毎月20日から月末までの間、翌月からの定期利用の申込が出来ます。
■申込受付時間
・午前８時から午後8時（年中無休）【定期利用申込】

【施設の概要】
■収容可能台数
・自転車　1,200台
・バイク（50cc以下）50台","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/tamachihigashi01.png","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/tamachihigashi02.png","","","","","","","","35.644315","139.748264",""
"2024-03-29 10:18:22","こうなん星の公園自転車駐車場","009013001000","駐車場・駐輪場・撤去自転車等一時保管所","駐輪場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/03.html","芝浦港南地区","","港区港南一丁目9番24号　港区立こうなん星の公園内","電話番号：03-6712-9343","","","【利用時間】
・午前4時30分から午前1時30分（年中無休）

【利用料金】
令和6年4月1日（月曜）より一時利用での利用が出来るようになります。
■一時利用
・自転車
1日（1回）150円
※「最初の2時間」は無料。最初の2時間を含む以後「24時間まで」の単位が1回の利用料金となります。　
※1回の入出庫が1回の利用となります。1度出庫された場合は改めて一時利用料金をお支払いください。

■定期利用
・自転車
一般　1か月　1,800円
学生　1か月　1,300円

【定期利用申込】
■申込方法
・2月11日から2月21日まで翌年度定期利用の一斉募集を行います。
・一斉募集期間を過ぎても空きがあれば3月11日以降、翌年度定期利用の申込ができます。
・その他の期間も空きがあれば毎月20日から翌月14日までの間、翌月からの定期利用の申込ができます。
■申込受付時間
・午前8時から午後8時（毎日）
※地下機械式駐車場のため、あらかじめ自転車運搬装置に適合するかチェックする「車検」を受けてください。

【施設の概要】
■収容可能台数
・自転車　1,020台
■適合する自転車の規格
・下図または関連リンクをご参照ください。
■適合しない自転車の例
・下図または関連リンクの規格から外れる自転車
・3輪自転車、リカベント車、センタースタンド
・整備不良の自転車　など","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/syasinn.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/kounan-kikaku.jpg","適合する自転車の例　※一部電動アシスト付自転車等、全長が1m90cm以下であっても。条件により適合しない自転車があります。詳しくは現地管理室（上記連絡先）までお問い合わせください。","","","","","","","35.629712","139.742583",""
"2024-07-17 15:39:16","品川駅港南口自転車等駐車場","009013001000","駐車場・駐輪場・撤去自転車等一時保管所","駐輪場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/04.html","芝浦港南地区","","港南二丁目14番6号　港南ふれあい広場地下","電話番号：03-3472-7931","","","【利用時間】
・午前4時30分から午前1時30分（年中無休）

【利用料金】
■定期利用
・自転車
一般　1か月　1,800円
学生　1か月　1,300円
・バイク（50cc以下）
一般　1か月　2,700円
学生　1か月　2,200円
■一時利用
・自転車
1日（1回）150円
回数券（11回）1,500円
・バイク（50cc以下）
1日（1回）200円
回数券（11回）2,000円
※「最初の2時間」は無料。最初の2時間を含む以後「24時間まで」の単位が1回の利用料金となります。　
※2時間以内の無料利用をご希望の場合は、利用の前に必ず係員にお申し出ください。　
※1回の入出庫が1回の利用となります。1度出庫された場合は改めて一時利用料金をお支払いください。

【定期利用申込】
■申込方法
・2月11日から2月21日まで翌年度定期利用の一斉募集を行います。
・一斉募集期間を過ぎても空きがあれば3月16日以降、翌年度定期利用の申込ができます。
・その他の期間も空きがあれば毎月20日から月末までの間、翌月からの定期利用の申込ができます。
■申込受付時間
・午前7時から午後9時（年中無休）

【施設の概要】
■収容可能台数
・自転車　800台
・バイク（50cc以下）100台","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/kou_1.jpg","","","","","","","","","","35.628635","139.74185",""
"2019-10-04 14:51:13","品川駅港南口公共駐車場","009013003000","駐車場・駐輪場・撤去自転車等一時保管所","駐車場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/05.html","芝浦港南地区","","港南二丁目14番17号（港南ふれあい広場地下）","電話：03-3472-7921
ファックス：03-3472-2772
定期利用（月極利用）：下記関連リンクをご参照ください。

管理・運営
タイムズ24株式会社・タイムズサービス株式会社グループ","","","収容台数：自動車137台（車いす用2台含む）バイク9台（定期利用のみ）
駐車形式：自走式
利用時間：24時間（年中無休）

駐車料金、料金支払方法、駐車できる車両の条件　は下記関連リンク「品川駅港南口公共駐車場 詳細情報」をご参照ください。","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/shinagawaminamityusya.png","","","","","","","","","","35.628966","139.741682",""
"2023-05-23 16:18:27","麻布十番公共駐車場","009013003000","駐車場・駐輪場・撤去自転車等一時保管所","駐車場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/06.html","麻布地区","","麻布十番一丁目4番10号","問い合わせ
麻布十番公共駐車場
電話：03-3583-5910
ファックス：03-3583-5906
定期利用（月極利用）：下記関連リンクをご参照ください。

管理・運営
タイムズ２４株式会社・タイムズサービス株式会社","","","収容台数：347台（車いす用2台含む）※乗用車のみ
駐車形式：機械式325台（ハイルーフ車用86台含む）自走式 22台
※原則として機械式に収容できない月極車両のみ
利用時間：24時間（年中無休）

駐車料金、料金支払方法、機械式に駐車できる車両の条件　は下記関連リンク「麻布十番公共駐車場 詳細情報」をご参照ください。","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/azabutsysya.png","","","","","","","","","","35.657052","139.734507",""
"2017-04-11 09:49:39","白金高輪駅自転車駐車場","009013001000","駐車場・駐輪場・撤去自転車等一時保管所","駐輪場","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/07.html","高輪地区","","港区高輪一丁目3番20号先","電話番号：03-3440-6191","","","【利用時間】
・午前4時30分から午前1時（年中無休）

【利用料金】
■定期利用
・自転車
一般　1か月　1,800円
学生　1か月　1,300円
■一時利用
・自転車
1日（1回）150円
回数券（11回）1,500円
※「最初の2時間」は無料。最初の2時間を含む以後「24時間まで」の単位が1回の利用料金となります。　
※2時間以内の無料利用をご希望の場合は、利用の前に必ず係員にお申し出ください。　
※1回の入出庫が1回の利用となります。1度出庫された場合は改めて一時利用料金をお支払いください。

【定期利用申込】
■申込方法
・2月11日から2月21日まで、翌年度定期利用の一斉募集を行います。
・一斉募集期間を過ぎても空きがあれば随時、翌月からの定期利用の申込ができます。
■申込受付時間
・午前4時30分から午前1時（年中無休）

【施設の概要】
■収容可能台数
・自転車　270台","","","","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/shirogane-takanawa-syuuseki-01.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/sirokanetakanawajitenshatyurinjyo2.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/chushajo/images/sirokanetakanawajitenshatyurinjo.jpg","","","","","","35.643382","139.734595",""
"2021-12-13 15:47:04","海岸三丁目自転車等一時保管所","009013002000","駐車場・駐輪場・撤去自転車等一時保管所","撤去自転車等一時保管所","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/02.html","芝浦港南地区","","港区海岸三丁目23番3号","電話番号：03-3452-3710","火・水・木・金・土曜日（年末年始を除く）午後1時～7時","","自転車等の引取りに必要なもの
1.自転車等保管通知書
2.自転車等の鍵
3.引取る方の本人確認書類
4.撤去費用　自転車：2,000円／原付バイク：3,000円","","ゆりかもめ　芝浦ふ頭駅下車　徒歩5分","■浜松町駅前から
都バス「浜95品川車庫前行」乗車、「海岸三丁目」下車徒歩5分

■田町駅東口から
都バス「浜95東京タワー行」乗車、「海岸三丁目」下車徒歩5分
ちぃばす「芝浦港南ルート」乗車、「海岸三丁目」下車徒歩5分","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/images/picture022813_132400.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/images/kaigan03-01.jpg","","","","","","","","35.643999","139.75763",""
"2021-12-13 15:53:35","東八ツ山自転車等一時保管所","009013002000","駐車場・駐輪場・撤去自転車等一時保管所","撤去自転車等一時保管所","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/03.html","芝浦港南地区","","港区港南二丁目10番20号","電話番号：03-3474-0031","火・水・木・金・土曜日（年末年始を除く）午後1時から7時","","自転車等の引取りに必要なもの
1.自転車等保管通知書
2.自転車等の鍵
3.引取る方の本人確認書類
4.撤去費用　自転車：2,000円／原付バイク：3,000円","","JR品川駅港南口下車　徒歩15分","■品川駅港南口から
都バス「品91八潮パークタウン循環」「浜95品川車庫前行」乗車、「品川車庫入口」下車徒歩5分

■品川駅西口から
ちぃばす「高輪ルート」乗車、「港南二丁目」下車徒歩10分","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/images/higashi02.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/images/higashi-01.jpg","","","","","","","","35.623845","139.744318",""
"2021-12-13 15:54:45","白金高輪駅自転車一時保管所","009013002000","駐車場・駐輪場・撤去自転車等一時保管所","撤去自転車等一時保管所","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/04.html","高輪地区","","港区高輪一丁目3番20先","電話番号：03-3446-2783","毎日（年末年始を除く）午後1時～7時","","自転車等の引取りに必要なもの
1.自転車等保管通知書
2.自転車等の鍵
3.引取る方の本人確認書類
4.撤去費用　自転車：2,000円／原付バイク：3,000円","","東京メトロ南北線・都営三田線　白金高輪駅下車　徒歩2分","ちぃばす「高輪ルート」乗車、「高輪地区総合支所前」下車徒歩5分","","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/images/picture022813_164600.jpg","","https://www.city.minato.tokyo.jp/shisetsu/chushajo/tekkyo/images/shirokane-01.jpg","","","","","","","","35.643391","139.734786",""
