"年月[西暦]","調査項目","設問","選択肢","回答数[件]","構成比[%]"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","教材として使える資料","14","50.0"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","教材となる設備","5","17.9"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","教材となる設備の管理・活用に対する助言や支援","2","7.1"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","見学、体験学習ができる施設・機関の情報","10","35.7"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","地域住民と連携して活動する機会","2","7.1"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","環境に取り組む専門家、専門機関、企業等に関する情報","5","17.9"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","環境に取り組む専門家、専門機関、企業等と連携する機会","6","21.4"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","他校の担当者と情報交換する機会","3","10.7"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","その他","0","0.0"
"202003","環境学習","Q6. 児童・生徒の環境学習を効果的に推進するために、どのようなサポートが必要だと感じていますか。当てはまる番号に○をつけてください。（○はいくつでも）また、選んだ番号について、具体的に必要とされていることを右の欄にご記入ください。","特にない","1","3.6"

"港区の環境に関する学校アンケート調査結果・環境学習Q6","Ver202003",,,,
