"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","テレビ（地上波）","1909","92.3","94.6"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","ラジオ","963","46.5","47.7"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","防災行政無線","490","23.7","24.3"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","港区公式ホームページやTwitter（ツイッター）、Facebook（フェイスブック）などのSNS（エスエヌエス）","224","10.8","11.1"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","エリアメール","167","8.1","8.3"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","港区防災情報メール","382","18.5","18.9"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","インターネット","456","22.0","22.6"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","区設掲示板","123","5.9","6.1"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","その他","80","3.9","4.0"
"202003","災害に対する備えと災害時の行動について","Q37. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","無回答","50","2.4",

"港区保健福祉基礎調査（高齢者）・単純集計表・災害に対する備えと災害時の行動についてQ37","Ver202003",,,,,
