施設名称,所在地,緯度,経度,電話番号,URL
江東橋保育園,墨田区緑四丁目35番9号,35.695826,139.807408,03-3631-2411,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/kotobashi_hoiku/index.html
江東橋保育園（分園）,墨田区亀沢三丁目12番5号,35.69714,139.804502,03-3623-0152,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/kotobashibu_hoiku/index.html
横川橋保育園,墨田区太平一丁目27番13号,35.702198,139.810873,03-3622-3323,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/yokokawabashi_hoiku/index.html
中川保育園,墨田区東墨田二丁目1番15号,35.718702,139.830587,03-3612-2968,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/nakagawa_hoiku/index.html
花園保育園,墨田区東向島三丁目16番2号,35.72468,139.814625,03-3614-3700,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/hanazono_hoiku/index.html
福神橋保育園,墨田区文花一丁目30番21号101号室,35.708174,139.822277,03-3611-7721,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/hukujinbashi_hoiku/index.html
文花保育園,墨田区文花一丁目24番5号,35.709755,139.823212,03-3611-6068,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/bunka_hoiku/index.html
すみだ保育園,墨田区墨田四丁目22番4号101号室,35.732047,139.823048,03-3619-5844,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/sumida_hoiku/index.html
東駒形保育園,墨田区東駒形一丁目6番8号,35.705406,139.798161,03-3625-8672,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/higasikomagata_hoiku/index.html
東あずま保育園,墨田区立花一丁目27番6号101号室,35.704459,139.829229,03-3613-2868,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/higashiazuma_hoiku/index.html
おむらい保育園,墨田区文花一丁目32番1号103号室,35.707797,139.824433,03-3613-5391,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/omurai_hoiku/index.html
太平保育園,墨田区太平一丁目13番10号,35.700095,139.810371,03-3626-0776,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/taihei_hoiku/index.html
鐘ヶ淵北保育園,墨田区堤通二丁目8番15号109号室,35.735897,139.817221,03-3619-8531,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/kanegahutikita_hoiku/index.html
梅若保育園,墨田区墨田二丁目38番13号,35.730793,139.817607,03-3611-6571,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/umewaka_hoiku/index.html
立川保育園,墨田区立川一丁目5番2号,35.690474,139.799566,03-3633-6960,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/tatekawa_hoiku/index.html
中川南保育園,墨田区立花六丁目8番2号106号室,35.710431,139.835519,03-3616-4141,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/nakagawaminami_hoiku/index.html
長浦保育園,墨田区八広五丁目10番1号105号室,35.72481,139.825793,03-3616-7227,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/nagaura_hoiku/index.html
寺島保育園,墨田区東向島一丁目23番10号,35.720181,139.812601,03-3614-0311,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/terajima_hoiku/index.html
