施設名称,所在地,緯度,経度,電話番号,URL
緑小学校,墨田区緑二丁目12番12号,35.694025,139.801337,03-3634-6876,https://www.sumida.ed.jp/midorisho/
外手小学校,墨田区本所二丁目1番16号,35.702607,139.800598,03-3625-0301,https://www.sumida.ed.jp/sotodesho/
二葉小学校,墨田区石原二丁目1番5号,35.699284,139.800185,03-3625-0305,https://www.sumida.ed.jp/futabasho/
錦糸小学校,墨田区錦糸一丁目9番12号,35.698701,139.811392,03-3625-0311,https://www.sumida.ed.jp/kinshisho/
中和小学校,墨田区菊川一丁目18番10号,35.690154,139.802724,03-3634-7476,https://www.sumida.ed.jp/chuwasho/
言問小学校,墨田区向島五丁目40番14号,35.71871,139.811376,03-3625-0315,https://www.sumida.ed.jp/kototoisho/
小梅小学校,墨田区向島二丁目4番10号,35.714446,139.805935,03-3625-0321,https://www.sumida.ed.jp/koumesho/
柳島小学校,墨田区横川五丁目2番30号,35.703609,139.817465,03-3625-0325,https://www.sumida.ed.jp/yanagishimasho/
業平小学校,墨田区業平二丁目4番8号,35.70641,139.811509,03-3625-0331,https://www.sumida.ed.jp/narihirasho/
両国小学校,墨田区両国四丁目26番6号,35.693745,139.795191,03-3634-7876,https://www.sumida.ed.jp/ryogokusho/
横川小学校,墨田区東駒形四丁目18番4号,35.707194,139.806277,03-3625-0335,https://www.sumida.ed.jp/yokokawasho/
菊川小学校,墨田区立川四丁目12番15号,35.691621,139.807607,03-3634-8176,https://www.sumida.ed.jp/kikukawasho/
第三吾嬬小学校,墨田区八広二丁目36番3号,35.717152,139.827789,03-3617-7513,https://www.sumida.ed.jp/sanazumasho/
第四吾嬬小学校,墨田区京島三丁目64番9号,35.713043,139.825063,03-3617-0232,https://www.sumida.ed.jp/yonazumasho/
第一寺島小学校,墨田区東向島一丁目16番2号,35.721582,139.814452,03-3614-0103,https://www.sumida.ed.jp/ichiterajimasho/
第二寺島小学校,墨田区東向島四丁目30番2号,35.724713,139.818599,03-3614-0105,https://www.sumida.ed.jp/niterajimasho/
第三寺島小学校,墨田区東向島六丁目8番1号,35.721427,139.820419,03-3614-0201,https://www.sumida.ed.jp/santerajimasho/
曳舟小学校,墨田区京島一丁目28番2号,35.716603,139.820836,03-3617-7617,https://www.sumida.ed.jp/hikifunesho/
中川小学校,墨田区立花五丁目49番4号,35.713561,139.831476,03-3617-7921,https://www.sumida.ed.jp/nakagawasho/
東吾嬬小学校,墨田区立花四丁目22番11号,35.708518,139.831957,03-3617-8323,https://www.sumida.ed.jp/higashiazumasho/
押上小学校,墨田区押上三丁目46番17号,35.712022,139.819369,03-3617-8325,https://www.sumida.ed.jp/oshiagesho/
八広小学校,墨田区八広五丁目12番15号,35.727133,139.826297,03-3614-6911,https://www.sumida.ed.jp/yahirosho/
隅田小学校,墨田区墨田四丁目6番5号,35.736017,139.820914,03-3614-0203,https://www.sumida.ed.jp/sumidasho/
立花吾嬬の森小学校,墨田区立花一丁目18番6号,35.706662,139.829365,03-3618-4911,https://www.sumida.ed.jp/tachiazusho/
梅若小学校,墨田区墨田二丁目25番1号,35.730445,139.815545,03-3614-6913,https://www.sumida.ed.jp/umewakasho/
