施設名称,所在地,緯度,経度,電話番号,URL
墨田浴場支部長,向島三丁目46番10号,35.71145,139.809258,03-3622-1545,
高砂湯,立川四丁目11番12号,35.691082,139.806655,03-3631-3233,http://www.1010.or.jp/map/item/item-cnt-141
松の湯,緑三丁目4番6号,35.693271,139.805055,03-3846-8988,http://www.1010.or.jp/map/item/item-cnt-143
幸楽湯,亀沢四丁目24番7号,35.698925,139.805816,03-3622-3766,http://www.1010.or.jp/map/item/item-cnt-144
御谷湯,石原三丁目30番10号,35.701526,139.804532,03-3623-1695,http://www.1010.or.jp/map/item/item-cnt-145
荒井湯,本所二丁目8番7号,35.703438,139.800664,03-3622-0740,http://www.1010.or.jp/map/item/item-cnt-146
黄金湯,太平四丁目14番6号,35.702328,139.815274,03-3622-5009,http://www.1010.or.jp/map/item/item-cnt-149
大黒湯,横川三丁目12番14号,35.705028,139.813661,03-3622-6698,http://www.1010.or.jp/map/item/item-cnt-150
さくら湯,業平四丁目6番5号,35.707497,139.815036,03-3623-6917,http://www.1010.or.jp/map/item/item-cnt-151
薬師湯,向島三丁目46番10号,35.71145,139.809258,03-3622-1545,http://www.1010.or.jp/map/item/item-cnt-152
中川湯,立花六丁目14番11号,35.709936,139.837764,03-3612-3978,http://www.1010.or.jp/map/item/item-cnt-153
おかめ湯,八広一丁目1番2号,35.720316,139.820962,03-3611-4459,http://www.1010.or.jp/map/item/item-cnt-154
三徳湯,八広六丁目8番8号,35.728429,139.826347,03-3614-1058,http://www.1010.or.jp/map/item/item-cnt-156
電気湯,京島三丁目10番10号,35.716435,139.822556,03-3610-8998,http://www.1010.or.jp/map/item/item-cnt-159
良の湯,東向島二丁目15番6号,35.718053,139.816039,03-3611-0811,http://www.1010.or.jp/map/item/item-cnt-160
寺島浴場,東向島六丁目34番18号,35.724463,139.821058,03-3611-6755,http://www.1010.or.jp/map/item/item-cnt-162
狸湯,墨田二丁目21番8号,35.730424,139.81707,03-3610-3538,http://www.1010.or.jp/map/item/item-cnt-163
みまつ湯,墨田四丁目9番12号,35.7326,139.821053,03-3611-7937,http://www.1010.or.jp/map/item/item-cnt-165
田中湯,墨田五丁目46番5号,35.734551,139.819963,03-3611-3277,http://www.1010.or.jp/map/item/item-cnt-166
