施設名称,所在地,緯度,経度,URL
両国橋児童遊園,両国一丁目11番2号,35.693953,139.7899,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park01.html
両国第一児童遊園,両国四丁目36番16号,35.695132,139.795394,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park58.html
六間堀児童遊園,千歳三丁目1番1号,35.688637,139.796763,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park02.html
緑児童遊園,緑一丁目1番17号,35.692528,139.800381,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park03.html
とちのき児童遊園,緑二丁目8番12号,35.693351,139.801293,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park45.html
どんぐり児童遊園,緑三丁目12番9号,35.694587,139.804787,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park04.html
きくはな児童遊園,緑四丁目2番4号,35.692975,139.808664,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park48.html
立川第二児童遊園（愛称名：安兵衛公園）,立川三丁目15番6号,35.691967,139.803926,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park46.html
菊一児童遊園,菊川一丁目1番17号,35.688337,139.800636,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park06.html
菊川橋児童遊園,菊川三丁目13番2号,35.688705,139.809121,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park07.html
さざんか児童遊園,江東橋一丁目1番4号,35.69303,139.809232,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park08.html
亀沢第一児童遊園,亀沢二丁目13番7号,35.697868,139.801936,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park56.html
つくし児童遊園,亀沢三丁目4番8号,35.696409,139.804603,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park09.html
ささのは児童遊園,亀沢四丁目18番8号,35.698541,139.808307,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park10.html
法恩寺橋児童遊園,石原四丁目28番2号,35.70096,139.808103,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park11.html
本四三ツ目児童遊園,本所四丁目1番4号,35.702802,139.805043,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park49.html
もみじばし児童遊園,本所四丁目8番6号,35.70311,139.807934,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park12.html
こまどり児童遊園,東駒形一丁目2番11号,35.706545,139.797428,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_zidouteien/park50.html
