施設名称,所在地,緯度,経度,電話番号,URL
墨田児童会館　,墨田区墨田二丁目30番15号,35.729294,139.818932,03-3614-7141,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/sumida.html
八広児童館,墨田区八広二丁目38番14号,35.715877,139.827933,03-3611-2227,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/yahiro.html
江東橋児童館,墨田区江東橋一丁目15番4号,35.695885,139.809697,03-3634-8883,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/koutoubasi.html
東向島児童館,墨田区東向島六丁目6番12号,35.721429,139.819709,03-3611-2500,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/higasi_mukouzima.html
東向島児童館分館,墨田区京島一丁目44番21号,35.719301,139.820973,03-6661-8550 ,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/higamuko_bunkan.html
立花児童館,墨田区立花一丁目27番9号,35.705501,139.828832,03-3619-5781,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/tatibana.html
立川児童館,墨田区立川一丁目5番2号,35.690501,139.799531,03-3633-2874,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/tatekawa.html
文花児童館,墨田区文花一丁目32番11号,35.708691,139.824397,03-3619-5753,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/bunka.html
中川児童館,墨田区立花五丁目18番9号,35.712947,139.831038,03-3619-7188,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/nakagawa.html
外手児童館,墨田区本所二丁目6番9号,35.702991,139.800778,03-3621-4531,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/sotode.html
八広はなみずき児童館,墨田区八広四丁目27番8号,35.724575,139.829421,03-3617-7060,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/yahiro_hanamizuki.html
さくら橋コミュニティセンター,墨田区向島二丁目3番8号,35.713681,139.805844,03-3623-2181,https://www.city.sumida.lg.jp/sisetu_info/kosodate/zidoukan/sakurabasi.html
わんぱく天国,墨田区押上一丁目47番8号,35.709275,139.817281,03-3612-1456,https://www.city.sumida.lg.jp/sisetu_info/kosodate/wanpaku.html
子育て支援総合センター,墨田区京島一丁目35番9号103号室 マーク・ゼロワン曳舟タワー棟1階,35.716666,139.819806,03-5630-6351,https://www.city.sumida.lg.jp/sisetu_info/kosodate/kosodate_sougouc/index.html
両国子育てひろば,墨田区横網一丁目2番13号 ヒューリック両国リバーセンター,35.697824,139.792408,03-3621-6455,https://www.city.sumida.lg.jp/sisetu_info/kosodate/kosodate_hiroba.html
文花子育てひろば,墨田区文花一丁目20番7号,35.710609,139.822403,03-5630-6027,https://www.city.sumida.lg.jp/sisetu_info/kosodate/kosodate_hiroba.html
すみだファミリー・サポート・センター,墨田区亀沢三丁目20番11号 関根ビル4階,35.697483,139.803467,03-5608-2020,https://www.city.sumida.lg.jp/kosodate_kyouiku/kosodate_site/azukeru/hoiku_service/family_support.html
