"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","公共交通機関が少ない","98","7.0","8.4"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","列車やバスの乗り降りが困難","199","14.3","17.1"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","道路や駅に階段や段差が多い","626","44.9","53.7"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","切符の買い方や乗換の方法がわかりにくい","61","4.4","5.2"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","外出先の建物の設備が不便(通路、トイレ、エレベーターなど)","261","18.7","22.4"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","介助者・支援者が確保できない","50","3.6","4.3"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","外出のお金がかかる","217","15.6","18.6"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","周囲の目が気になる","74","5.3","6.4"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","発作など突然の身体の変化が心配","203","14.6","17.4"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","困ったときにどうすればいいか心配","220","15.8","18.9"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","その他","206","14.8","17.7"
"202003","外出の機会や日中の活動について","Q5. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","無回答","229","16.4",

"港区保健福祉基礎調査（身体障害者）・単純集計表・外出の機会や日中の活動についてQ5","Ver202003",,,,,
