全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
131181,131181GMLT000013,荒川区,全域,アイロン,アイロン,Clothes Iron,粗大ごみ,,最大辺が30㎝を超える物は粗大ごみです。,
131181,131181GMLT000198,荒川区,全域,アイロン,アイロン,Clothes Iron,燃やさないごみ,,最大辺が30㎝を超える物は粗大ごみです。,
131181,131181GMLT000199,荒川区,全域,アイロン台,アイロンダイ,Ironing board,粗大ごみ,,,300
131181,131181GMLT000200,荒川区,全域,油（機械用）,アブラ,Oil (for machinery),収集できないもの,,専門業者へ依頼してください。,
131181,131181GMLT000014,荒川区,全域,油（食用）／植物性,アブラ／ショクブツセイ,Oil (edible)/vegetable,拠点回収,,紙や布にしみこませるか、凝固剤で固めてください。廃食油としても回収しています。,
131181,131181GMLT000201,荒川区,全域,油（食用）／植物性,アブラ／ショクブツセイ,Oil (edible)/vegetable,燃やすごみ,,紙や布にしみこませるか、凝固剤で固めてください。廃食油としても回収しています。,
131181,131181GMLT000202,荒川区,全域,油（食用）／動物性,アブラ／ドウブツセイ,Oil (edible)/animal,燃やすごみ,,紙や布にしみこませるか、凝固剤で固めてください。,
131181,131181GMLT000203,荒川区,全域,アルミホイル,アルミホイル,Aluminum foil,燃やさないごみ,,,
131181,131181GMLT000204,荒川区,全域,アンテナ （BS・CSアンテナ等）,アンテナ,"Antenna (BS, CS antenna, etc.)",粗大ごみ,,,300
131181,131181GMLT000205,荒川区,全域,衣装箱（衣装・ファンシーケース等）,イショウバコ,"Costume boxes (costume, fancy cases, etc.)",粗大ごみ,,,300
131181,131181GMLT000206,荒川区,全域,いす（ソファー以外）,イス,Chair (other than sofa),粗大ごみ,,オットマン、スツール、ベビーチェアー等,400
131181,131181GMLT000207,荒川区,全域,板類 竹製、プラスチック製、木製、ベニヤ板等（ガラス板、鉄板は除く）／30cm以下,イタルイタケセイ、プラスチックセイ、モクセイ、ベニヤイタトウ／30cmイカ,"Plates Bamboo, plastic, wood, plywood, etc. (excluding glass and iron plates) / 30 cm or less",燃やすごみ,,釘は必ず抜いてください。（家具等は解体しても粗大ごみです）,
131181,131181GMLT000208,荒川区,全域,板類 竹製、プラスチック製、木製、ベニヤ板等（ガラス板、鉄板は除く）／30cmを超える,イタルイタケセイ、プラスチックセイ、モクセイ、ベニヤイタトウ／30cmヲコエル,"Plates Bamboo, plastic, wood, plywood, etc. (excluding glass and iron plates) / exceeding 30 cm",粗大ごみ,,,400
131181,131181GMLT000209,荒川区,全域,一輪車,イチリンシャ,Monocycle,粗大ごみ,,,300
131181,131181GMLT000210,荒川区,全域,イヤホン,イヤホン,Earphone,燃やさないごみ,,,
131181,131181GMLT000212,荒川区,全域,医療廃棄物（在宅）／空きびん,イリョウハイキブツ／アキビン,Medical waste (home)/empty bottles,燃やさないごみ,,,
131181,131181GMLT000213,荒川区,全域,医療廃棄物（在宅）／注射針,イリョウハイキブツ／チュウシャハリ,Medical waste (home)/syringe needles,収集できないもの,,薬局から購入し、在宅で自己注射に使用したもの。 薬局で保管容器を受け取り、使用済みの注射針で保管容器がいっぱいになったら、「使用済み注射針回収薬局」に持ち込んでください。,
131181,131181GMLT000211,荒川区,全域,医療廃棄物（在宅）／チューブ、注射筒、脱脂綿、ガーゼ等,イリョウハイキブツ／チューブ、チュウシャトウ、ダッシメン、ガーゼトウ,"Medical waste (home)/tubes, syringes, absorbent cotton, gauze, etc.",燃やすごみ,,CAPDバッグなどについては、中の残存物を下水に流して適正に処理してください。脱脂綿等は、外から見えないように紙等に包んでください。紙おむつは、汚物を取りのぞいてください。,
131181,131181GMLT000015,荒川区,全域,衣類,イルイ,Clothing,資源,,汚れているもの等は燃やすごみで出してください。資源としても回収しています。,
131181,131181GMLT000214,荒川区,全域,衣類,イルイ,Clothing,燃やすごみ,,汚れているもの等は燃やすごみで出してください。資源としても回収しています。,
131181,131181GMLT000215,荒川区,全域,衣類乾燥機,イルイカンソウキ,Clothes dryer,収集できないもの,,販売店等にお問合せください。,
131181,131181GMLT000216,荒川区,全域,引火物各種,インカブツカクシュ,Various types of flammables,収集できないもの,,専門業者へ依頼してください。,
131181,131181GMLT000016,荒川区,全域,インクカートリッジ,インクカートリッジ,Ink cartridge,拠点回収,,資源としても回収しています。,
131181,131181GMLT000217,荒川区,全域,インクカートリッジ,インクカートリッジ,Ink cartridge,燃やすごみ,,資源としても回収しています。,
131181,131181GMLT000220,荒川区,全域,植木・植木鉢／30cmを超える,ウエキ・ウエキバチ／30cmヲコエル,Plants and flowerpots/over 30 cm,粗大ごみ,,,400
131181,131181GMLT000219,荒川区,全域,植木・植木鉢／素焼き、陶器製,ウエキ・ウエキバチ／スヤキ、トウキセイ,"Plants and flowerpots / unglazed, ceramic",燃やさないごみ,,土は取り除いてください。土の処分方法は、販売店または専門の業者に引取りを相談してください。,
131181,131181GMLT000218,荒川区,全域,植木・植木鉢／プラスチック製,ウエキ・ウエキバチ／プラスチックセイ,Plants and flowerpots / Plastic,燃やすごみ,,,
131181,131181GMLT000221,荒川区,全域,ウォシュレット（簡易便座）,ウォシュレット,Toilet seat with bidet functions (simple toilet seat),粗大ごみ,,,300
