全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
131181,,東京都荒川区,2022,04,7391,12334,4250,61,24,128,168,"1,997","1,133",
131181,,東京都荒川区,2022,05,5866,11665,3933,99,24,122,150,"1,049",879,
131181,,東京都荒川区,2022,06,7626,13345,4288,85,31,129,170,"1,318","1,103",
131181,,東京都荒川区,2022,07,7131,11838,4078,104,33,119,166,"1,395",991,
131181,,東京都荒川区,2022,08,7761,12450,4133,85,21,170,217,"1,191","1,028",
131181,,東京都荒川区,2022,09,7854,11050,4298,70,28,148,174,"1,176","1,052",
131181,,東京都荒川区,2022,10,7660,11062,4169,76,23,170,206,"1,331",999,
131181,,東京都荒川区,2022,11,7982,11935,4175,144,23,121,189,"1,190","1,009",
131181,,東京都荒川区,2022,12,7202,11602,3983,101,15,125,216,"1,139","1,015",
131181,,東京都荒川区,2023,01,7990,11187,4070,85,24,128,264,"1,083",898,
131181,,東京都荒川区,2023,02,8002,11671,3972,92,26,110,208,"1,210","1,047",
131181,,東京都荒川区,2023,03,8828,15276,5204,148,26,130,243,"2,482","1,904",
131181,,東京都荒川区,2023,04,7084,11744,4123,66,38,106,180,"2,020","1,257",
131181,,東京都荒川区,2023,05,6279,10812,4156,133,27,139,198,"1,409","1,051",
131181,,東京都荒川区,2023,06,7859,13745,4344,83,42,145,198,"1,432","1,022",
131181,,東京都荒川区,2023,07,7310,11753,3977,92,19,122,212,"1,577",969,
131181,,東京都荒川区,2023,08,7989,11449,4059,121,30,147,195,"1,165",981,
131181,,東京都荒川区,2023,09,7703,11846,4173,70,26,122,194,"1,205","1,023",
