全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,ボブスレー・リュージュ・スケル,野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131181,,東京都荒川区,西新井橋野球場,ニシアライバシヤキュウジョウ,,,,,,,,東京都足立区千住元町36-7番地先,,,,,,,,,,(03)3888-9760,,,,,,,,月火水木金土日,,,12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports013.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,南千住野球場,ミナミセンジュヤキュウジョウ,,,,,,,,東京都荒川区南千住6-45-6,,,,,,,,,,(03)3802-3901,,,,,,,,月火水木金土日,,,1月1日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports012.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,少年運動場,ショウネンウンドウジョウ,,,,,,,,東京都足立区小台1-22番地先,,,,,,,,,,(03)3888-9760,,,,,,,,月火水木金土日,,,12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports015.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,区民運動場,クミンウンドウジョウ,,,,,,,,東京都荒川区西尾久3-14-3,,,,,,,,,,(03)3892-5856,,,,,,,,月火水木金土日,,,12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports015.html,,,,,,,,,有,無,有,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,あらかわ遊園運動場,アラカワユウエンウンドウジョウ,,,,,,,,東京都荒川区西尾久8-1-2,,,,,,,,,,(03)3802-3901,,,,,,,,月火水木金土日,,,12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports006.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,東尾久運動場多目的広場,ヒガシオグウンドウジョウタモクテキヒロバ,,,,,,,,東京都荒川区東尾久7-1-1,,,,,,,,,,(03)3819-8580,,,,,,,,月火水木金土日,,,12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports017.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,荒川自然公園野球場,アラカワシゼンコウエンヤキュウジョウ,,,,,,,,東京都荒川区荒川8-25-3,,,,,,,,,,(03)3803-4042,,,,,,,,月火水木金土日,,,第1・3木曜日(祝日の場合は翌日)、12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports016.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,東京都荒川区,東尾久運動場庭球場,ヒガシオグウンドウジョウテイキュウジョウ,,,,,,,,東京都荒川区東尾久7-1-1,,,,,,,,,,(03)3819-8580,,,,,,,,月火水木金土日,,,12月29日から1月3日は休場・利用時間は時期により変動,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports017.html,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131181,,"東京都荒川区 ","荒川総合スポーツセンター ","アラカワソウゴウスポーツセンター  ",,,,,,,,東京都荒川区南千住6-45-5,,,,,,,,,,(03)3802-3901,,,,,,,,月火水木金土日,8:00,22:00,1月1日から3日は休館・その他臨時休館あり,,,,,,,,,,,,,,,,,,,"https://www.arakawa-sposen.com/   ",,,,,,,,有,無,有,無,無,有,無,無,無,有,有,有,無,無,無,無,有,無,有,有,無,有,無,無,有,無,有,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,有,有,無,有,無,無,無,無,無,無,無,有,無,無,有,有,無,有,有
131181,,"東京都荒川区 ",荒川遊園スポーツハウス,アラカワユウエンスポーツハウス,,,,,,,,東京都荒川区西尾久8-3-1,,,,,,,,,,"(03)3800-7333        ",,,,,,,,月火水木金土日,9:00,21:30,12月29日から1月3日は休館・その他臨時休館あり,,,,,,,,,,,,,,,,,,,https://www.city.arakawa.tokyo.jp/a017/shisetsuannai/koukyoushisetsu/sports002.html,,,,,,,,有,無,有,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,有,有,無,有,無
