"市区町村コード","番号","都道府県名","市区町村名","名称","名称_カナ","種別_大","種別_中","種別_小","住所","方書","アクセス方法","駐車場情報","電話番号","内線番号","FAX番号","法人番号","団体名","認可等年月日","収容定員","受入年齢","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","一時預かりの有無","URL","入所最低指数0歳","入所最低指数1歳","入所最低指数2歳","入所最低指数3歳","入所最低指数4歳","入所最低指数5歳","備考","経度","緯度","分類"
"131148","1","東京都","中野区","徳田保育園","トクデンホイクエン","私立認可保育所","","","中野区江古田3-15-2","","西武新宿線「沼袋」下車徒歩15分","無","(03)3993-5029","","","","社会福祉法人慈生会","","115","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は19:15まで（延長受入年齢：8か月以上）。","無","https://kosodate-web.com/tokuden/","-","42","空きなし","空きなし","空きなし","空きなし","","139.663561577683","35.7280110588383","子育て施設及び入所最低指数一覧"
"131148","2","東京都","中野区","聖ピオ保育園","セイピオホイクエン","私立認可保育所","","","中野区白鷺1-15-15","","西武新宿線「鷺ノ宮」下車徒歩5分","無","(03)3339-0801","","03-3339-0812","","社会福祉法人聖オディリアホーム","","124","57日以上","月火水木金土","2024/07/05 7:00:00","2024/07/05 18:00:00","延長保育時間は20:00まで（延長受入年齢：57日以上）。","有","http://odilia.jp/pio","40","42","空きなし","空きなし","空きなし","申込なし","","139.639156722093","35.7206834050555","子育て施設及び入所最低指数一覧"
"131148","3","東京都","中野区","ピオニイ保育園","ピオニイホイクエン","私立認可保育所","","","中野区新井2-40-3","","西武新宿線「沼袋」下車徒歩9分","無","(03)3386-0539","","03-3386-0539","","社会福祉法人ピオニイ福祉会","","67","57日以上","月火水木金土","2024/07/05 7:00:00","2024/07/05 18:00:00","延長保育時間は19:00まで（延長受入年齢：57日以上）。","無","http://peony-nakano.ed.jp/","-","若干名","42","若干名","-","申込なし","","139.663005111095","35.7128500334419","子育て施設及び入所最低指数一覧"
"131148","4","東京都","中野区","とちの木保育園","トチノキホイクエン","私立認可保育所","","","中野区上鷺宮3-8-8","","西武池袋線「富士見台」下車徒歩5分","無","(03)5971-3910","","03-5971-3920","","社会福祉法人育和会","","70","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","http://ikuwakai.net/tochinoki/","-","若干名","若干名","空きなし","申込なし","申込なし","","139.632069872015","35.7326070918612","子育て施設及び入所最低指数一覧"
"131148","5","東京都","中野区","野方さくら保育園","ノガタサクラホイクエン","私立認可保育所","","","中野区野方4-41-7","","西武新宿線「野方」下車徒歩8分","無","(03)3387-7391","","03-3387-7371","","社会福祉法人巨玉会","","100","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","https://kodama-kai.org/nogatasakura/","-","42","空きなし","若干名","-","申込なし","","139.656453426755","35.72162883715","子育て施設及び入所最低指数一覧"
"131148","6","東京都","中野区","中野みなみ保育園","ナカノミナミホイクエン","私立認可保育所","","","中野区南台5-29-9","","東京メトロ丸ノ内線「方南町」下車徒歩8分","無","(03)3384-5941","","03-3384-0862","","社会福祉法人ユーカリ福祉会","","109","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","http://www.nakano-minami.ed.jp/","-","42","若干名","-","-","-","","139.660592854397","35.6813014122088","子育て施設及び入所最低指数一覧"
"131148","7","東京都","中野区","七海保育園","ナナミホイクエン","私立認可保育所","","","中野区大和町4-12-10","","西武新宿線「野方」下車徒歩11分","無","(03)3310-9773","","03-3310-9773","","社会福祉法人青柳保育会","","106","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","https://www.nanamihoikuen.com/","40","42","空きなし","若干名","若干名","申込なし","","139.647065471499","35.7151304594342","子育て施設及び入所最低指数一覧"
"131148","8","東京都","中野区","あけぼの保育園","アケボノホイクエン","私立認可保育所","","","中野区上高田2-58-21","","西武新宿線「新井薬師前」下車徒歩5分","無","(03)3385-3822","","03-3385-3966","","社会福祉法人戸越ひまわり福祉会","","110","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","http://www.t-himawari-f.org/akebono/","42","42","43","28","-","申込なし","","139.670389054949","35.7141905220327","子育て施設及び入所最低指数一覧"
"131148","9","東京都","中野区","陽だまりの丘保育園","ヒダマリノオカホイクエン","私立認可保育所","","","中野区東中野5-17-3","","東京メトロ東西線「落合駅」下車徒歩4分","無","(03)5331-6767","","03-5331-6780","","社会福祉法人龍美","","123","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","有","http://www.ryobi.or.jp/hidamari/index.html","42","42","若干名","空きなし","-","空きなし","","139.688357834477","35.7092825973814","子育て施設及び入所最低指数一覧"
"131148","10","東京都","中野区","ひなたの丘保育園","ヒナタノオカホイクエン","私立認可保育所","","","中野区中央1丁目42番6号","","都営大江戸線「中野坂上」下車徒歩３分","無","(03)6304-0156","","03-6304-0157","","社会福祉法人龍美","","70","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","http://www.ryobi.or.jp/hidamari/index.html","42","42","42","-","-","-","","139.683285517045","35.6987202039234","子育て施設及び入所最低指数一覧"
"131148","11","東京都","中野区","桃が丘さゆり保育園","モモガオカサユリホイクエン","私立認可保育所","","","中野区中野3-19-13","","ＪＲ中央線又は東京メトロ地下鉄東西線「中野」下車徒歩10分","無","(03)5342-9543","","03-5342-9545","","社会福祉法人さゆり会","","110","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","有","http://sayurikai.net/momogaoka/","-","42","若干名","-","申込なし","-","","139.661465931271","35.7033790502012","子育て施設及び入所最低指数一覧"
"131148","12","東京都","中野区","中野りとるぱんぷきんず","ナカノリトルパンプキンズ","私立認可保育所","","","中野区新井4-10-10","","西武新宿線「新井薬師前」「沼袋」下車各徒歩7分","無","(03)5345-8331","","03-5345-8332","","社会福祉法人清香会","","80","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","有","https://www.seikoukai.or.jp/facilities/nakano/","42","43","44","空きなし","-","空きなし","","139.667081415076","35.7164451825439","子育て施設及び入所最低指数一覧"
"131148","13","東京都","中野区","なかよしの森こども園","ナカヨシノモリコドモエン","認定こども園","保育所型","","中野区江古田4-16-13","","西武新宿線「沼袋」下車徒歩12分","無","(03)5942-8816","","03-5942-8817","","社会福祉法人森友会","","100","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","有","https://sinyukai.com/nakayosi/","-","42","-","-","申込なし","申込なし","","139.663284747055","35.7258876743186","子育て施設及び入所最低指数一覧"
"131148","14","東京都","中野区","沼袋西保育園","ヌマブクロニシホイクエン","私立認可保育所","","","中野区沼袋3-14-11","","西武新宿線「沼袋」下車徒歩７分","無","(03)5942-6203","","03-5942-6204","","社会福祉法人尚徳福祉会","","99","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：5か月以上）。","有","https://sfg21.com/n-nishi/","-","42","若干名","-","申込なし","申込なし","","139.658788600712","35.7169801756089","子育て施設及び入所最低指数一覧"
"131148","15","東京都","中野区","マミーズエンジェル新中野保育園","マミーズエンジェルシンナカノホイクエン","私立認可保育所","","","中野区本町4-30-12","2階","東京メトロ丸ノ内線「新中野」下車徒歩３分","無","(03)3380-0088","","03-3380-0087","","株式会社マミーズエンジェル","","95","1歳以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","http://www.mammys-angel.co.jp/branch/h20091102212253913.html","","-","空きなし","-","-","申込なし","","139.670068751399","35.696134562993","子育て施設及び入所最低指数一覧"
"131148","16","東京都","中野区","田中ナースリー若宮保育園","タナカナースリーワカミヤホイクエン","私立認可保育所","","","中野区若宮3-6-9","","西武新宿線「都立家政」下車徒歩３分","無","(03)3310-3366","","03-6383-0780","","株式会社田中ナースリー","","60","1歳以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","https://tanaka-nursery.com/wakamiya/index.html","","42","空きなし","空きなし","申込なし","申込なし","","139.645626083625","35.7202428120643","子育て施設及び入所最低指数一覧"
"131148","17","東京都","中野区","アートチャイルドケア中野南台森の保育園","アートチャイルドケアナカノミナミダイモリノホイクエン","私立認可保育所","","","中野区南台5-15-5","","東京メトロ丸ノ内線「方南町」下車徒歩１０分","無","(03)5342-2340","","03-5342-2341","","アートチャイルドケア株式会社","","112","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","有","https://www.the0123child.com/personal/1700/","-","38","空きなし","-","-","申込なし","","139.66243208401","35.680361516225","子育て施設及び入所最低指数一覧"
"131148","18","東京都","中野区","太陽の子中野中央保育園","タイヨウノコナカノチュウオウホイクエン","私立認可保育所","","","中野区中央1-13-8","","ＪＲ総武線「東中野駅」下車徒歩８分","無","(03)5332-5977","","03-5332-5978","","HITOWAキッズライフ株式会社","","40","1歳以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","https://www.kidslife-nursery.com/base/nakano/nakanochuo/","","-","若干名","-","-","-","","139.68681765462","35.7014706762644","子育て施設及び入所最低指数一覧"
"131148","19","東京都","中野区","松が丘保育園","マツガオカホイクエン","私立認可保育所","","","中野区沼袋2-17-5","","西武新宿線「沼袋」下車徒歩７分","無","(03)5318-9122","","03-5318-9101","","社会福祉法人尚徳福祉会","","107","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","https://sfg21.com/matsugaoka/","-","42","若干名","空きなし","申込なし","-","","139.667389527665","35.7229871630387","子育て施設及び入所最低指数一覧"
"131148","20","東京都","中野区","なかのまるのなか保育園大きなおうち","ナカノマルノナカホイクエンオオキナオウチ","私立認可保育所","","","中野区中野2-18-4","","ＪＲ中央線・東京メトロ地下鉄東西線「中野」下車徒歩５分","無","(03)6304-8383","","03-6304-8384","","社会福祉法人東京児童協会","","153","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","http://tokyojidokyokai.com/marunonaka/","-","-","31","-","申込なし","申込なし","","139.668413744733","35.7030143072102","子育て施設及び入所最低指数一覧"
"131148","21","東京都","中野区","橋場そらとみどりの保育園大きなおうち","ハシバソラトミドリノホイクエンオオキナオウチ","私立認可保育所","","","中野区中央4-18-19","","東京メトロ丸ノ内線「新中野」下車徒歩５分","無","(03)6382-4774","","03-6382-4775","","社会福祉法人東京児童協会","","177","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","有","http://www.tokyojidokyokai.com/soratomidori/","-","42","空きなし","-","申込なし","申込なし","","139.668567407353","35.6997516648733","子育て施設及び入所最低指数一覧"
"131148","22","東京都","中野区","中野南台ちとせ保育園","ナカノミナミダイチトセホイクエン","私立認可保育所","","","中野区南台2-1-5","","京王線「幡ヶ谷」下車徒歩１２分","無","(03)6454-1983","","03-6454-1984","","社会福祉法人ちとせ交友会","","90","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","http://www.chitosek.or.jp/nakano/index-nakano.html","-","42","若干名","-","申込なし","申込なし","","139.673011868291","35.6830973325144","子育て施設及び入所最低指数一覧"
"131148","23","東京都","中野区","ひまわり保育園","ヒマワリホイクエン","私立認可保育所","","","中野区中央4-61-4","","ＪＲ中央線・東京メトロ地下鉄東西線「中野」下車徒歩４分","無","(03)3382-2400","","03-3382-2400","","株式会社Hug","","50","57日以上","月火水木金土","2024/07/05 7:30:00","2024/07/05 18:30:00","延長保育時間は20:30まで（延長受入年齢：57日以上）。","無","http://www.himawari-n.jp/index.html","42","42","若干名","若干名","申込なし","空きなし","","139.66591689069","35.7027224027827","子育て施設及び入所最低指数一覧"
"131148","24","東京都","中野区","コンビプラザ中野保育園","コンビプラザナカノホイクエン","私立認可保育所","","","中野区中野4-6-20","","ＪＲ中央線・東京メトロ地下鉄東西線「中野」下車徒歩６分","無","(03)5913-2701","","03-5913-2704","","コンビウィズ株式会社","","56","57日以上","月火水木金土","2024/07/05 7:30:00","2024/07/05 18:30:00","延長保育時間は20:30まで（延長受入年齢：57日以上）。","無","http://www.combiwith.co.jp/support/plaza/nakano/","2","42","若干名","空きなし","-","-","","139.663999034995","35.7095431642773","子育て施設及び入所最低指数一覧"
"131148","25","東京都","中野区","にじいろ保育園中野野方","ニジイロホイクエンナカノノガタ","私立認可保育所","","","中野区野方1-41-9","","ＪＲ中央線「高円寺」下車徒歩1２分","無","(03)5942-4590","","03-5942-4591","","ライクキッズ株式会社","","70","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","https://www.like-kn.co.jp/academy/establishment/nijiiro/nakanonogata/index.html","-","42","若干名","若干名","申込なし","申込なし","","139.655135295544","35.7104410389953","子育て施設及び入所最低指数一覧"
"131148","26","東京都","中野区","さくらさくみらい中野","サクラサクミライナカノ","私立認可保育所","","","中野区上高田2-41-6","2階","西武新宿線「新井薬師前」下車徒歩９分","無","(03)5942-5715","","03-5942-5716","","株式会社さくらさくみらい","","66","1歳以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：1歳以上）。","無","https://www.sakura-39.jp/hoiku/nakano/","","42","空きなし","-","申込なし","空きなし","","139.66963225471","35.7113413134211","子育て施設及び入所最低指数一覧"
"131148","27","東京都","中野区","ピノキオ幼児舎野方保育園","ピノキオヨウジシャノガタホイクエン","私立認可保育所","","","中野区丸山1-6-3","","西武新宿線「野方」下車徒歩７分","無","(03)5318-6391","","03-5318-6392","","株式会社ピノーコーポレーション","","99","57日以上","月火水木金土","2024/07/05 7:15:00","2024/07/05 18:15:00","延長保育時間は20:15まで（延長受入年齢：57日以上）。","無","http://pinoh.co.jp/rooms/nogata/","-","37","空きなし","-","-","申込なし","","139.655282564605","35.723016594359","子育て施設及び入所最低指数一覧"
