"市区町村コード","番号","都道府県名","市区町村名","名称","名称_カナ","種別1","種別2","住所","方書","アクセス方法","駐車場情報","電話番号","内線番号","FAX番号","法人番号","団体名","一時保育受入人数","利用可能年齢","利用可能曜日","開始時間","終了時間","利用料金","短期特例受入人数","利用可能年齢2","利用可能曜日2","開始時間2","終了時間2","短期特例時間外利用","利用料金2","URL","最終確認日","備考","経度","緯度","分類"
"131148","1","東京都","中野区","中野保育園","ナカノホイクエン","認可公立保育所","専用室型保育園","中野区弥生町2-6-3","","東京メトロ丸ノ内線「中野新橋」下車徒歩5分","無","03-3373-4894","","","","中野区","2","57日以上","月;火;水;木;金;土","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間650円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","","2024/03/18 0:00:00","","139.676546666861","35.6921690354395","一時保育_短期特例保育実施保育園一覧"
"131148","2","東京都","中野区","本町保育園","ホンチョウホイクエン","認可公立保育所","専用室型保育園","中野区本町3-29-17","","東京メトロ丸ノ内線「中野坂上」下車徒歩7分","無","03-3373-8700","","","","中野区","2","57日以上","月;火;水;木;金;土","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間650円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","","2024/03/18 0:00:00","","139.677572423922","35.6971032645358","一時保育_短期特例保育実施保育園一覧"
"131148","3","東京都","中野区","アートチャイルドケア中野南台森の保育園","アートチャイルドケアナカノミナミダイモリノホイクエン","認可私立保育所","専用室型保育園","中野区南台5-15-5","","東京メトロ丸ノ内線「方南町」下車徒歩１０分","無","03-5342-2340","","","","株式会社アートチャイルドケア","3","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://www.the0123child.com/personal/1700/","2024/03/18 0:00:00","","139.662432083999","35.6803615162304","一時保育_短期特例保育実施保育園一覧"
"131148","4","東京都","中野区","橋場そらとみどりの保育園大きなおうち","ハシバソラトミドリノホイクエンオオキナオウチ","認可私立保育所","専用室型保育園","中野区中央4-18-19","","東京メトロ丸ノ内線「新中野」下車徒歩５分","無","03-6382-4774","","","","社会福祉法人東京児童協会","4","６ヶ月以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://tokyojidokyokai.com/contents/Facility/hashiba/","2024/03/18 0:00:00","","139.668567407304","35.6997516649062","一時保育_短期特例保育実施保育園一覧"
"131148","5","東京都","中野区","陽だまりの丘保育園","ヒダマリノオカホイクエン","認可私立保育所","専用室型保育園","中野区東中野5-17-3","","東京メトロ東西線「落合駅」下車徒歩4分","無","03-5331-6767","","","","社会福祉法人龍美","5","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円ﾐﾙｸ100円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","http://www.ryobi.or.jp/hidamari/index.html","2024/03/18 0:00:00","","139.688357834465","35.7092825973862","一時保育_短期特例保育実施保育園一覧"
"131148","6","東京都","中野区","桃が丘さゆり保育園","モモガオカサユリホイクエン","認可私立保育所","専用室型保育園","中野区中野3-19-13","","ＪＲ中央線又は東京メトロ地下鉄東西線「中野」下車徒歩10分","無","03-5342-9543","","","","社会福祉法人さゆり会","5","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ150円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://sayurikai.net/momosayu/","2024/03/18 0:00:00","","139.661465931289","35.7033790502383","一時保育_短期特例保育実施保育園一覧"
"131148","7","東京都","中野区","中野りとるぱんぷきんず","ナカノリトルパンプキンズ","認可私立保育所","専用室型保育園","中野区新井4-10-10","","西武新宿線「新井薬師前」「沼袋」下車各徒歩7分","無","03-5345-8331","","","","社会福祉法人清香会","3","６ヶ月以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ100円","2","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://www.seikoukai.or.jp/facilities/nakano/","2024/03/18 0:00:00","","139.667081415045","35.7164451825033","一時保育_短期特例保育実施保育園一覧"
"131148","8","東京都","中野区","沼袋西保育園","ヌマブクロニシホイクエン","認可私立保育所","専用室型保育園","中野区沼袋3-14-11","","西武新宿線「沼袋」下車徒歩７分","無","03-5942-6203","","","","社会福祉法人尚徳福祉会","3","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://sfg21.com/n-nishi/","2024/03/18 0:00:00","","139.658788600733","35.7169801756084","一時保育_短期特例保育実施保育園一覧"
"131148","9","東京都","中野区","七海保育園","ナナミホイクエン","認可私立保育所","専用室型保育園","中野区大和町4-12-10","","西武新宿線・都立家政駅下車、徒歩12分","無","03-3310-9773","","","","社会福祉法人　青柳保育会","5","離乳食完了後","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://www.nanamihoikuen.com/","2024/03/18 0:00:00","","139.647065471467","35.7151304594446","一時保育_短期特例保育実施保育園一覧"
"131148","10","東京都","中野区","田中ナースリー大和保育園","タナカナースリーヤマトホイクエン","認可私立保育所","専用室型保育園","中野区大和町4-42-4","","西武新宿線「都立家政」下車徒歩１４分","無","03-3337-7180","","","","株式会社田中ナースリー","3","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","初回登録料1000円1時間600円給食300円おやつ150円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","https://tanaka-nursery.com/yamato/index.html","2024/03/18 0:00:00","","139.642122582266","35.7145398591861","一時保育_短期特例保育実施保育園一覧"
"131148","11","東京都","中野区","聖ピオ保育園","セイピオホイクエン","認可私立保育所","専用室型保育園","中野区白鷺1-15-15","","西武新宿線「鷺ノ宮」下車徒歩5分","無","03-3339-0801","","","","社会福祉法人聖オディリアホーム","5","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円離乳食1回300円2回500円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","http://odilia.jp/pio","2024/03/18 0:00:00","","139.639156722083","35.7206834050513","一時保育_短期特例保育実施保育園一覧"
"131148","12","東京都","中野区","わらべ西鷺宮保育園","ワラベニシサギノミヤホイクエン","認可私立保育所","専用室型保育園","中野区鷺宮5-22-14","","西武新宿線「鷺ノ宮」下車徒歩11分","無","03-3990-7440","","","","社会福祉法人清心福祉会","3","57日以上","月;火;水;木;金","2024/04/01 9:00:00","2025/03/31 17:00:00","1時間600円給食300円おやつ100円","1","57日以上","月;火;水;木;金;土","2024/04/01 8:30:00","2025/03/31 17:00:00","7時30分~8時30分;17時~18時","1日1200円(課税状況により異なる)給食300円おやつ100円時間外各250円","http://www.seishinfukushikai.jp/nishisaginomiya.html","2024/03/18 0:00:00","","139.632578063698","35.7265579104464","一時保育_短期特例保育実施保育園一覧"
