"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","全体",,"658","60","235","107","50","184","22"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性（計）","248","28","87","40","17","66","10"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 18～29歳","23","4","8","2","1","8","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 30～39歳","35","4","13","6","1","10","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 40～49歳","41","6","20","6","2","7","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 50～59歳","49","4","22","8","2","12","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 60～69歳","39","3","6","8","6","14","2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 70歳以上","60","7","18","10","4","15","6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","男性 無回答","1","0","0","0","1","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性（計）","400","32","143","65","32","117","11"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性 18～29歳","28","2","11","3","3","9","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性 30～39歳","65","5","27","7","1","25","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性 40～49歳","95","15","34","11","2","31","2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性 50～59歳","82","5","33","20","6","18","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性 60～69歳","55","1","21","9","8","13","3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(24)区民が健やかで安全に暮らすことができるよう支援する","性・年代別","女性 70歳以上","75","4","17","15","12","21","6"
