規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5536265,84263,90324,5531346,1751064,73551,60926,1762547
５人以上,"鉱業,採石業,砂利採取業",1857,35,30,1861,55,0,0,56
５人以上,建設業,325562,3802,5120,324246,15724,68,930,14860
５人以上,製造業,643063,9074,9102,642959,49905,1431,1015,50397
５人以上,電気・ガス・熱供給・水道業,18769,195,185,18778,2871,0,45,2827
５人以上,情報通信業,744315,8455,7388,745381,20986,2619,749,22857
５人以上,"運輸業,郵便業",357854,6177,4730,359330,87460,2871,1123,89179
５人以上,"卸売業,小売業",985529,13286,13831,984979,445907,13971,11453,448430
５人以上,"金融業,保険業",347716,8218,9051,348227,34898,612,960,33206
５人以上,"不動産業,物品賃貸業",168417,2510,2973,167965,30298,354,671,29970
５人以上,"学術研究,専門・技術サービス業",360237,8245,12380,356103,15825,608,346,16086
５人以上,"宿泊業,飲食サービス業",200593,4694,6879,198176,444861,22193,22862,444424
５人以上,"生活関連サービス業,娯楽業",138632,1602,2612,137620,86755,2298,3844,85211
５人以上,"教育,学習支援業",274054,3243,1630,275667,133764,12909,4805,141868
５人以上,"医療,福祉",378562,3476,4263,377908,184505,7141,4386,187127
５人以上,複合サービス事業,15051,206,133,15126,4814,35,101,4746
５人以上,サービス業（他に分類されないもの）,576054,11045,10017,577020,192436,6441,7636,191303
30人以上,調査産業計,4165730,63626,64647,4166079,893358,39254,26582,904660
30人以上,"鉱業,採石業,砂利採取業",1857,35,30,1861,55,0,0,56
30人以上,建設業,205260,2878,2747,205394,4867,68,45,4887
30人以上,製造業,510447,6604,8051,509003,28699,652,704,28644
30人以上,電気・ガス・熱供給・水道業,17076,195,185,17085,1439,0,45,1395
30人以上,情報通信業,635228,6814,5928,636113,13034,2619,663,14991
30人以上,"運輸業,郵便業",293381,5864,4017,295257,70376,2871,1123,72095
30人以上,"卸売業,小売業",642072,8777,8105,642738,215653,5397,4070,216986
30人以上,"金融業,保険業",290997,6433,7196,291578,29854,558,906,28162
30人以上,"不動産業,物品賃貸業",109187,1727,1647,109277,20736,354,263,20817
30人以上,"学術研究,専門・技術サービス業",264333,6045,10097,260282,5691,297,218,5769
30人以上,"宿泊業,飲食サービス業",115311,1953,2534,114730,123291,5291,4889,123693
30人以上,"生活関連サービス業,娯楽業",79804,784,649,79938,39333,1078,862,39550
30人以上,"教育,学習支援業",235663,3242,1531,237373,84228,11899,3371,92757
30人以上,"医療,福祉",290910,2095,2425,290632,93720,3252,2382,94538
30人以上,複合サービス事業,5122,84,91,5117,2062,35,26,2069
30人以上,サービス業（他に分類されないもの）,469082,10096,9414,469701,160320,4883,7015,158251
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１０月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
