規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,463595,547602,307518,449571,529721,300661,414471,35100,14024,17881,6857
100～499人,361164,429334,247186,348418,413031,240386,320610,27808,12746,16303,6800
100人以上,408685,485327,274171,395346,468277,267345,364155,31191,13339,17050,6826
30～99人,300112,359906,213273,293218,350169,210509,271613,21605,6894,9737,2764
５～29人,262397,329374,181949,247868,310741,172349,236161,11707,14529,18633,9600
30人以上,371758,444699,251838,360611,430018,246502,332680,27931,11147,14681,5336
５人以上,338617,412847,227859,326445,397074,221060,303431,23014,12172,15773,6799
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
