事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成18,2006,年平均,3609721,63395,58047,3615122,697734,25879,25823,697737
30人以上,TL 調査産業計,平成19,2007,年平均,3725379,65884,60645,3730695,634195,24989,24256,634852
30人以上,TL 調査産業計,平成20,2008,年平均,3822336,66085,57397,3831575,617659,25026,23200,618933
30人以上,TL 調査産業計,平成21,2009,年平均,3988851,67629,65175,3991303,755379,28643,29999,754025
30人以上,TL 調査産業計,平成22,2010,年平均,3962755,63265,64253,3961691,744268,24808,25958,743195
30人以上,TL 調査産業計,平成23,2011,年平均,3928539,59178,61119,3926584,767173,25792,25548,767431
30人以上,TL 調査産業計,平成24,2012,年平均,4135805,61252,64554,4132520,880523,31085,29837,881753
30人以上,TL 調査産業計,平成25,2013,年平均,4113454,62412,62041,4113814,891483,32959,31640,892815
30人以上,TL 調査産業計,平成26,2014,年平均,4163550,62007,58672,4167294,888014,32813,30889,889529
30人以上,TL 調査産業計,平成26,2014,1月,4114455,39006,41304,4112078,895813,26365,26583,895674
30人以上,TL 調査産業計,平成26,2014,2月,4136165,37606,40644,4133353,871587,22504,27530,866335
30人以上,TL 調査産業計,平成26,2014,3月,4110305,49473,65219,4094733,889383,23936,37667,875478
30人以上,TL 調査産業計,平成26,2014,4月,4104157,242730,139920,4210410,866054,59912,50097,872426
30人以上,TL 調査産業計,平成26,2014,5月,4204085,62589,60322,4206027,882955,39313,29362,893231
30人以上,TL 調査産業計,平成26,2014,6月,4206485,45518,59271,4193466,891358,32399,28430,894593
30人以上,TL 調査産業計,平成26,2014,7月,4204788,57740,66805,4195611,884686,33090,25726,892162
30人以上,TL 調査産業計,平成26,2014,8月,4188210,39989,46614,4180472,893449,24616,33680,885498
30人以上,TL 調査産業計,平成26,2014,9月,4179677,34062,45008,4169358,892407,27527,28146,891161
30人以上,TL 調査産業計,平成26,2014,10月,4165730,63626,64647,4166079,893358,39254,26582,904660
30人以上,TL 調査産業計,平成26,2014,11月,4180161,35185,38741,4176729,892010,32896,30018,894764
30人以上,TL 調査産業計,平成26,2014,12月,4168381,36561,35574,4169207,903112,31941,26843,908371
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,2160,40,38,2163,1,0,0,1
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,2097,30,36,2091,40,1,1,40
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,2064,32,24,2071,37,0,0,38
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,2017,37,33,2022,11,0,1,11
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,2094,42,33,2101,5,1,1,6
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2209,37,29,2216,9,0,0,9
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,1815,36,33,1819,19,0,0,19
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1690,27,24,1693,37,0,0,37
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,1856,36,29,1862,50,0,0,51
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,1月,1814,20,42,1792,43,0,0,43
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,2月,1792,26,28,1790,43,0,0,43
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,3月,1792,33,14,1811,41,0,0,41
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,4月,1808,127,29,1897,44,1,1,53
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,5月,1896,38,22,1911,54,1,0,56
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,6月,1912,28,48,1891,55,0,0,56
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,7月,1893,31,49,1874,54,1,0,56
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,8月,1879,22,17,1883,51,0,0,52
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,9月,1879,18,40,1856,56,0,1,56
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,10月,1857,35,30,1861,55,0,0,56
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,11月,1866,32,13,1884,51,0,0,52
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,12月,1881,24,14,1890,55,0,0,56
30人以上,D 建設業,平成18,2006,年平均,205521,2800,2737,205585,1084,107,79,1111
30人以上,D 建設業,平成19,2007,年平均,203530,2817,2759,203581,5681,223,265,5647
30人以上,D 建設業,平成20,2008,年平均,207942,2902,2477,208354,5753,235,196,5807
30人以上,D 建設業,平成21,2009,年平均,190976,2365,2101,191241,5304,135,113,5326
30人以上,D 建設業,平成22,2010,年平均,194300,2327,2497,194129,3390,54,104,3341
30人以上,D 建設業,平成23,2011,年平均,190879,2033,2270,190641,3160,58,37,3182
30人以上,D 建設業,平成24,2012,年平均,206826,2647,2621,206883,3297,105,56,3316
30人以上,D 建設業,平成25,2013,年平均,208487,2299,2566,208220,3762,131,25,3868
30人以上,D 建設業,平成26,2014,年平均,207067,2560,2353,207274,4565,130,85,4609
30人以上,D 建設業,平成26,2014,1月,203244,1728,1355,203619,4821,67,216,4670
30人以上,D 建設業,平成26,2014,2月,203424,879,1200,203102,4865,0,7,4859
30人以上,D 建設業,平成26,2014,3月,203346,2185,1290,204240,4615,50,0,4666
30人以上,D 建設業,平成26,2014,4月,205730,12521,4902,213349,3176,695,102,3769
30人以上,D 建設業,平成26,2014,5月,212018,2182,2157,212043,5100,34,56,5078
30人以上,D 建設業,平成26,2014,6月,212043,2096,3874,210265,5078,60,474,4664
30人以上,D 建設業,平成26,2014,7月,210280,1461,2226,209516,4649,91,34,4705
30人以上,D 建設業,平成26,2014,8月,211067,930,3439,208560,3154,42,68,3126
30人以上,D 建設業,平成26,2014,9月,207005,957,2501,205464,4681,0,15,4663
30人以上,D 建設業,平成26,2014,10月,205260,2878,2747,205394,4867,68,45,4887
30人以上,D 建設業,平成26,2014,11月,205605,1593,1406,205792,4676,414,4,5086
30人以上,D 建設業,平成26,2014,12月,205777,1306,1138,205945,5101,34,4,5131
