規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,487055,568168,337856,466269,547007,317761,424497,41772,20786,21161,20095
100～499人,382238,452013,263985,359400,422823,251911,327702,31698,22838,29190,12074
100人以上,430856,506747,297292,408970,481340,281601,372599,36371,21886,25407,15691
30～99人,317900,377488,231490,305836,362171,224144,282919,22917,12064,15317,7346
５～29人,258738,323177,183517,252823,314965,180284,239610,13213,5915,8212,3233
30人以上,392180,464632,272965,373657,442513,260359,341893,31764,18523,22119,12606
５人以上,351652,425850,241887,336958,407544,232538,310828,26130,14694,18306,9349
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年４月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
