規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7287329,4321605,2965724,157814,86440,71374,151250,80017,71233,7293893,4328028,2965865,24.2,13.5,39.7
５人以上,"鉱業,採石業,砂利採取業",1912,1521,391,35,25,10,30,25,5,1917,1521,396,2.9,2.8,3.5
５人以上,建設業,341286,286359,54927,3870,3331,539,6050,5203,847,339106,284487,54619,4.4,3.4,9.5
５人以上,製造業,692968,509559,183409,10505,7943,2562,10117,7329,2788,693356,510173,183183,7.3,2.7,20
５人以上,電気・ガス・熱供給・水道業,21640,19297,2343,195,161,34,230,230,0,21605,19228,2377,13.1,13,13.5
５人以上,情報通信業,765301,572519,192782,11074,6176,4898,8137,5325,2812,768238,573370,194868,3,1.3,8
５人以上,"運輸業,郵便業",445314,353492,91822,9048,5661,3387,5853,4309,1544,448509,354844,93665,19.9,14.7,39.6
５人以上,"卸売業,小売業",1431436,778862,652574,27257,14674,12583,25284,13197,12087,1433409,780339,653070,31.3,16.3,49.2
５人以上,"金融業,保険業",382614,202961,179653,8830,4561,4269,10011,5981,4030,381433,201541,179892,8.7,0.8,17.5
５人以上,"不動産業,物品賃貸業",198715,133755,64960,2864,1806,1058,3644,2254,1390,197935,133307,64628,15.1,10.2,25.3
５人以上,"学術研究,専門・技術サービス業",376062,260851,115211,8853,6579,2274,12726,9552,3174,372189,257878,114311,4.3,1,11.9
５人以上,"宿泊業,飲食サービス業",645454,292962,352492,26887,12372,14515,29741,11523,18218,642600,293811,348789,69.2,55.5,80.7
５人以上,"生活関連サービス業,娯楽業",225387,106182,119205,3900,1860,2040,6456,2122,4334,222831,105920,116911,38.2,28,47.5
５人以上,"教育,学習支援業",407818,209803,198015,16152,9457,6695,6435,3486,2949,417535,215774,201761,34,28.8,39.6
５人以上,"医療,福祉",563067,161050,402017,10617,3353,7264,8649,2602,6047,565035,161801,403234,33.1,25.4,36.2
５人以上,複合サービス事業,19865,10778,9087,241,170,71,234,123,111,19872,10825,9047,23.9,11.2,39.1
５人以上,サービス業（他に分類されないもの）,768490,421654,346836,17486,8311,9175,17653,6756,10897,768323,423209,345114,24.9,13.3,39.1
30人以上,調査産業計,5059088,3114102,1944986,102880,58062,44818,91229,52675,38554,5070739,3119489,1951250,17.8,9.4,31.4
30人以上,"鉱業,採石業,砂利採取業",1912,1521,391,35,25,10,30,25,5,1917,1521,396,2.9,2.8,3.5
30人以上,建設業,210127,177491,32636,2946,2436,510,2792,2461,331,210281,177466,32815,2.3,2.1,3.6
30人以上,製造業,539146,405925,133221,7256,5516,1740,8755,6625,2130,537647,404816,132831,5.3,2.1,15.1
30人以上,電気・ガス・熱供給・水道業,18515,16172,2343,195,161,34,230,230,0,18480,16103,2377,7.5,6.7,13.5
30人以上,情報通信業,648262,492728,155534,9433,4651,4782,6591,4390,2201,651104,492989,158115,2.3,1.1,6.2
30人以上,"運輸業,郵便業",363757,290232,73525,8735,5348,3387,5140,3699,1441,367352,291881,75471,19.6,15,37.6
30人以上,"卸売業,小売業",857725,485781,371944,14174,8853,5321,12175,7575,4600,859724,487059,372665,25.2,11.6,43.1
30人以上,"金融業,保険業",320851,168678,152173,6991,3818,3173,8102,5002,3100,319740,167494,152246,8.8,0.8,17.6
30人以上,"不動産業,物品賃貸業",129923,83247,46676,2081,1192,889,1910,1274,636,130094,83165,46929,16,8.9,28.5
30人以上,"学術研究,専門・技術サービス業",270024,199521,70503,6342,5125,1217,10315,7804,2511,266051,196842,69209,2.2,0.9,5.9
30人以上,"宿泊業,飲食サービス業",238602,105084,133518,7244,2573,4671,7423,2439,4984,238423,105218,133205,51.9,36.4,64.1
30人以上,"生活関連サービス業,娯楽業",119137,58690,60447,1862,672,1190,1511,548,963,119488,58814,60674,33.1,19.5,46.2
30人以上,"教育,学習支援業",319891,175508,144383,15141,8856,6285,4902,2713,2189,330130,181651,148479,28.1,24.1,33
30人以上,"医療,福祉",384630,117304,267326,5347,2150,3197,4807,1869,2938,385170,117585,267585,24.5,21.2,26
30人以上,複合サービス事業,7184,4507,2677,119,90,29,117,81,36,7186,4516,2670,28.8,13.7,54.3
30人以上,サービス業（他に分類されないもの）,629402,331713,297689,14979,6596,8383,16429,5940,10489,627952,332369,295583,25.2,13.1,38.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１０月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
